ID,Observational,Latitude_decimal_degrees,Longitude_decimal_degrees
000_Akulova2017_Komi_Reg_Priluz_1,Experimental,60.339,49.568
000_Akulova2017_Komi_Reg_Priluz_2,Experimental,60.341,49.591
000_Akulova2017_Komi_Reg_Sysol_1,Experimental,60.952,49.461
000_Akulova2017_Komi_Reg_Sysol_2,Experimental,60.956,49.437
000_Akulova2017_Komi_Reg_Sysol_3,Experimental,60.954,49.448
000_Akulova2017_Komi_Reg_Ust_Vym_1,Experimental,62.372,50.102
000_Akulova2017_Komi_Reg_Ust_Vym_2,Experimental,62.36,50.05
000_Akulova2017_Komi_Reg_Ust_Vym_3,Experimental,62.36,50.05
000_Akulova2017_Komi_Reg_Ust_Vym_4,Experimental,62.36,50.05
000_Akulova2017_Komi_Reg_Ust_Vym_5,Experimental,62.36,50.05
000_Akulova2017_Komi_Reg_Ust_Vym_6,Experimental,62.355,50.092
000_Akulova2017_Komi_Reg_Sykt_1,Experimental,61,50
000_Akulova2017_Komi_Reg_Sykt_2,Experimental,61,50
000_Akulova2017_Komi_Reg_Sykt_3,Experimental,61,50
000_Akulova2017_Komi_Reg_Sykt_4,Experimental,61,50
000_Akulova2017_Komi_Reg_Sykt_5,Experimental,61,50
000_Akulova2017_Komi_Reg_Sykt_6,Experimental,61.7,50.8
000_Akulova2017_Komi_Reg_Sykt_7,Experimental,61.7,50.8
000_Akulova2017_Komi_Reg_Sykt_8,Experimental,61.7,50.8
000_Akulova2017_Komi_Reg_Sykt_9,Experimental,61.7,50.8
000_Akulova2017_Komi_Reg_Sykt_10,Experimental,61.943,50.739
000_Akulova2017_Komi_Reg_Kortker_1,Experimental,61.83,51.8
000_Akulova2017_Komi_Reg_Kortker_2,Experimental,61.83,51.8
000_Akulova2017_Komi_Reg_Kortker_3,Experimental,61.83,51.8
000_Akulova2017_Komi_Reg_Kortker_4,Experimental,61.83,51.8
000_Akulova2017_Komi_Reg_Ust_Kul_1,Experimental,61.597,54.799
000_Akulova2017_Komi_Reg_Ust_Kul_2,Experimental,61.598,54.794
000_Akulova2017_Komi_Reg_Ust_Kul_3,Experimental,61.601,54.798
000_Akulova2017_Komi_Reg_Ust_Kul_4,Experimental,62.378,53.793
000_Akulova2017_Komi_Reg_Udor_1,Experimental,63.428,48.679
000_Akulova2017_Komi_Reg_Udor_2,Experimental,63.42,48.65
000_Akulova2017_Komi_Reg_Knyazh_1,Experimental,62.28,50.68
000_Akulova2017_Komi_Reg_Sosnogorsk_1,Experimental,63,55
000_Akulova2017_Komi_Reg_Sosnogorsk_2,Experimental,63,55
000_Akulova2017_Komi_Reg_Sosnogorsk_3,Experimental,63,55
000_Akulova2017_Komi_Reg_Sosnogorsk_4,Experimental,63,55
000_Akulova2017_Komi_Reg_Sosnogorsk_5,Experimental,63,55
000_Akulova2017_Komi_Reg_Sosnogorsk_6,Experimental,63,55
000_Akulova2017_Komi_Reg_Sosnogorsk_7,Experimental,63,55
000_Akulova2017_Komi_Reg_Sosnogorsk_8,Experimental,63,55
000_Akulova2017_Komi_Reg_Sosnogorsk_9,Experimental,63,55
000_Akulova2017_Komi_Reg_Sosnogorsk_10,Experimental,63,55
000_Akulova2017_Komi_Reg_Sosnogorsk_11,Experimental,63,55
000_Akulova2017_Komi_Reg_Sosnogorsk_12,Experimental,63,55
000_Akulova2017_Komi_Reg_Sosnogorsk_13,Experimental,63,55
000_Akulova2017_Komi_Reg_Tr_Pechor_1,Experimental,61.61,58.002
000_Akulova2017_Komi_Reg_Tr_Pechor_2,Experimental,61.61,58.002
000_Akulova2017_Komi_Reg_Tr_Pechor_3,Experimental,61.61,58.002
000_Akulova2017_Komi_Reg_Tr_Pechor_4,Experimental,61.81,57.87
000_Akulova2017_Komi_Reg_Tr_Pechor_5,Experimental,61.81,57.87
000_Akulova2017_Komi_Reg_Tr_Pechor_6,Experimental,61.81,57.87
000_Akulova2017_Komi_Reg_Tr_Pechor_7,Experimental,61.81,57.87
000_Akulova2017_Komi_Reg_Tr_Pechor_8,Experimental,61.81,57.87
000_Akulova2017_Komi_Reg_Tr_Pechor_9,Experimental,61.81,57.87
000_Akulova2017_Komi_Reg_Tr_Pechor_10,Experimental,61.81,57.87
000_Akulova2017_Komi_Reg_Tr_Pechor_11,Experimental,61.8,56.8
000_Akulova2017_Komi_Reg_Tr_Pechor_12,Experimental,61.8,56.8
000_Akulova2017_Komi_Reg_Tr_Pechor_13,Experimental,61.8,56.8
000_Akulova2017_Komi_Reg_Tr_Pechor_14,Experimental,61.8,56.8
000_Akulova2017_Komi_Reg_Tr_Pechor_15,Experimental,61.8,56.8
000_Akulova2017_Komi_Reg_Tr_Pechor_16,Experimental,61.8,56.8
000_Akulova2017_Komi_Reg_Tr_Pechor_17,Experimental,61.8,56.8
000_Akulova2017_Komi_Reg_Tr_Pechor_18,Experimental,61.8,56.8
000_Akulova2017_Komi_Reg_Tr_Pechor_19,Experimental,61.8,56.8
000_Akulova2017_Komi_Reg_Sev_Ural_1,Experimental,62.083,59.217
000_Akulova2017_Komi_Reg_Sev_Ural_2,Experimental,62.083,59.217
000_Akulova2017_Komi_Reg_Sev_Ural_3,Experimental,62.083,59.217
000_Akulova2017_Komi_Reg_Sev_Ural_4,Experimental,62.083,59.217
000_Akulova2017_Komi_Reg_Sev_Ural_5,Experimental,62.083,59.217
000_Akulova2017_Komi_Reg_Sev_Ural_6,Experimental,62.083,59.217
000_Akulova2017_Komi_Reg_Sev_Ural_7,Experimental,62.083,59.217
000_Akulova2017_Komi_Reg_Sev_Ural_8,Experimental,62.5595,56.9266
000_Akulova2017_Komi_Reg_Sev_Ural_9,Experimental,62.5595,56.9266
000_Akulova2017_Komi_Reg_Sev_Ural_10,Experimental,62.5595,56.9266
000_Akulova2017_Komi_Reg_Sev_Ural_11,Experimental,62.5595,56.9266
000_Baker1998a_Mortlake_Baker_A3,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B3,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C3,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D3,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A6,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B6,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C6,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D6,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A7,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B7,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C7,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D7,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A8,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B8,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C8,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D8,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A11,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B11,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C11,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A14,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B14,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C14,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D14,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A15,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B15,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C15,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D15,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A18,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B18,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C18,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D18,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A22,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B22,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C22,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D22,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A23,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B23,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C23,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D23,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A24,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B24,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C24,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D24,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A25,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B25,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C25,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D25,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A28,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B28,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C28,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D28,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A30,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B30,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C30,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D30,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A31,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B31,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C31,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D31,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A38,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B38,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C38,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D38,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A41,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B41,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C41,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D41,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A43,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B43,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C43,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A44,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B44,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C44,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D44,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A46,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B46,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C46,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A58,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B58,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C58,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D58,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A59,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B59,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C59,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D59,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A60,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B60,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C60,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D60,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A69,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B69,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C69,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D69,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A73,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B73,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C73,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D73,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A82,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B82,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C82,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D82,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A83,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B83,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C83,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D83,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A84,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B84,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C84,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D84,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A87,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B87,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C87,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D87,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A88,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B88,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C88,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D88,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A90,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B90,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C90,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D90,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A91,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B91,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C91,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D91,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A96,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B96,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C96,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D96,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A97,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B97,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C97,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D97,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A99,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B99,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C99,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D99,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A100,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B100,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C100,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D100,Observation,-38,143
000_Baker1998a_Mortlake_Baker_A101,Observation,-38,143
000_Baker1998a_Mortlake_Baker_B101,Observation,-38,143
000_Baker1998a_Mortlake_Baker_C101,Observation,-38,143
000_Baker1998a_Mortlake_Baker_D101,Observation,-38,143
000_Baker1998a_Mortlake_Baker_E1,Observation,-38,143
000_Baker1998a_Mortlake_Baker_E2,Observation,-38,143
000_Baker1998a_Mortlake_Baker_E3,Observation,-38,143
000_Baker1998a_Mortlake_Baker_E4,Observation,-38,143
000_Baker1998a_Mortlake_Baker_E5,Observation,-38,143
000_Baker1998a_Mortlake_Baker_E6,Observation,-38,143
000_Baker1998a_Mortlake_Baker_E32,Observation,-38,143
000_Baker1998a_Mortlake_Baker_E34,Observation,-38,143
000_Baker1998a_Mortlake_Baker_E36,Observation,-38,143
000_Baker1998a_Mortlake_Baker_E38,Observation,-38,143
000_Baker1998a_Mortlake_Baker_E40,Observation,-38,143
000_Baker1998a_Mortlake_Baker_E43,Observation,-38,143
000_Baker1998a_Mortlake_Baker_E45,Observation,-38,143
000_Baker1998a_Mortlake_Baker_E47,Observation,-38,143
000_Baker1998a_Mortlake_Baker_E50,Observation,-38,143
000_Baker1998a_Mortlake_Baker_E53,Observation,-38,143
000_Baker1998a_Mortlake_Baker_E55,Observation,-38,143
000_Baker1998a_Mortlake_Baker_E56,Observation,-38,143
000_Baker1998b_BS_Baker_1,Observation,-37,140
000_Baker1998b_BS_Baker_2,Observation,-37,140
000_Baker1998b_BS_Baker_3,Observation,-37,140
000_Baker1998b_BS_Baker_4,Observation,-37,140
000_Baker1998b_BS_Baker_5,Observation,-37,140
000_Baker1998b_BS_Baker_6,Observation,-37,140
000_Baker1998b_BS_Baker_7,Observation,-37,140
000_Baker1998b_BS_Baker_8,Observation,-37,140
000_Baker1998b_BS_Baker_9,Observation,-37,140
000_Baker1998b_BS_Baker_10,Observation,-37,140
000_Baker1998b_BS_Baker_11,Observation,-37,140
000_Baker1998b_BS_Baker_12,Observation,-37,140
000_Baker1998b_BS_Baker_13,Observation,-37,140
000_Baker1998b_BS_Baker_14,Observation,-37,140
000_Baker1998b_BS_Baker_15,Observation,-37,140
000_Baker1998b_BS_Baker_16,Observation,-37,140
000_Baker1998b_BS_Baker_17,Observation,-37,140
000_Baker1998b_BS_Baker_18,Observation,-37,140
000_Baker1998b_BS_Baker_19,Observation,-37,140
000_Baker1998b_BS_Baker_20,Observation,-37,140
000_Baker1998b_BS_Baker_21,Observation,-37,140
000_Baker1998b_BS_Baker_22,Observation,-37,140
000_Baker1998b_BS_Baker_23,Observation,-37,140
000_Baker1998b_BS_Baker_24,Observation,-37,140
000_Baker1998b_BS_Baker_25,Observation,-37,140
000_Baker1998b_BS_Baker_26,Observation,-37,140
000_Baker1998b_BS_Baker_27,Observation,-37,140
000_Baker1998b_BS_Baker_28,Observation,-37,140
000_Baker1998b_BS_Baker_29,Observation,-37,140
000_Baker1998b_BS_Baker_30,Observation,-37,140
000_Baker1998b_BS_Baker_31,Observation,-37,140
000_Baker1998b_BS_Baker_32,Observation,-37,140
000_Baker1998b_BS_Baker_33,Observation,-37,140
000_Baker1998b_BS_Baker_34,Observation,-37,140
000_Baker1998b_BS_Baker_35,Observation,-37,140
000_Baker1998b_BS_Baker_36,Observation,-37,140
000_Baker1998b_BS_Baker_37,Observation,-37,140
000_Baker1998b_BS_Baker_38,Observation,-37,140
000_Baker1998b_BS_Baker_39,Observation,-37,140
000_Baker1998b_BS_Baker_40,Observation,-37,140
000_Baker1998b_BS_Baker_41,Observation,-37,140
000_Baker1998b_BS_Baker_42,Observation,-37,140
000_Baker1998b_BS_Baker_43,Observation,-37,140
000_Baker1998b_BS_Baker_44,Observation,-37,140
000_Baker1998b_BS_Baker_45,Observation,-37,140
000_Baker1998b_BS_Baker_46,Observation,-37,140
000_Baker1998b_BS_Baker_47,Observation,-37,140
000_Baker1998b_BS_Baker_48,Observation,-37,140
000_Baker1998b_BS_Baker_49,Observation,-37,140
000_Baker1998b_BS_Baker_50,Observation,-37,140
000_Baker1998b_BS_Baker_51,Observation,-37,140
000_Baker1998b_BS_Baker_52,Observation,-37,140
000_Baker1998b_BS_Baker_53,Observation,-37,140
000_Baker1998b_BS_Baker_54,Observation,-37,140
000_Baker1998b_BS_Baker_55,Observation,-37,140
000_Baker1998b_BS_Baker_56,Observation,-37,140
000_Baker1998b_BS_Baker_57,Observation,-37,140
000_Baker1998b_BS_Baker_58,Observation,-37,140
000_Baker1998b_BS_Baker_59,Observation,-37,140
000_Baker1998b_BS_Baker_60,Observation,-37,140
000_Baker1998b_BS_Baker_61,Observation,-37,140
000_Baker1998b_BS_Baker_62,Observation,-37,140
000_Baker1998b_BS_Baker_63,Observation,-37,140
000_Baker1998b_BS_Baker_64,Observation,-37,140
000_Baker1998b_BS_Baker_65,Observation,-37,140
000_Baker1998b_BS_Baker_66,Observation,-37,140
000_Baker1998b_BS_Baker_67,Observation,-37,140
000_Baker1998b_BS_Baker_68,Observation,-37,140
000_Baker1998b_BS_Baker_69,Observation,-37,140
000_Baker1998b_BS_Baker_70,Observation,-37,140
000_Baker1998b_BS_Baker_71,Observation,-37,140
000_Baker1998b_BS_Baker_72,Observation,-37,140
000_Baker1998b_BS_Baker_73,Observation,-37,140
000_Baker1998b_BS_Baker_74,Observation,-37,140
000_Baker1998b_BS_Baker_75,Observation,-37,140
000_Baker1998b_BS_Baker_76,Observation,-37,140
000_Baker1998b_BS_Baker_77,Observation,-37,140
000_Baker1998b_BS_Baker_78,Observation,-37,140
000_Baker1998b_BS_Baker_79,Observation,-37,140
000_Baker1998b_BS_Baker_80,Observation,-37,140
000_Baker1998b_BS_Baker_81,Observation,-37,140
000_Baker1998b_BS_Baker_82,Observation,-37,140
000_Baker1998b_BS_Baker_83,Observation,-37,140
000_Baker1998b_BS_Baker_84,Observation,-37,140
000_Baker1998b_BS_Baker_85,Observation,-37,140
000_Baker1998b_BS_Baker_86,Observation,-37,140
000_Baker1998b_BS_Baker_87,Observation,-37,140
000_Baker1998b_BS_Baker_88,Observation,-37,140
000_Baker1998b_BS_Baker_89,Observation,-37,140
000_Baker1998b_BS_Baker_90,Observation,-37,140
000_Baker1998b_BS_Baker_91,Observation,-37,140
000_Baker1998b_BS_Baker_92,Observation,-37,140
000_Baker1998b_BS_Baker_93,Observation,-37,140
000_Baker1998b_BS_Baker_94,Observation,-37,140
000_Baker1998b_BS_Baker_95,Observation,-37,140
000_Baker1998b_BS_Baker_96,Observation,-37,140
000_Baker1998b_BS_Baker_97,Observation,-37,140
000_Baker1998b_BS_Baker_98,Observation,-37,140
000_Baker1998b_BS_Baker_99,Observation,-37,140
000_Baker1998b_BS_Baker_100,Observation,-37,140
000_Baker1998b_BS_Baker_101,Observation,-37,140
000_Baker1998b_BS_Baker_102,Observation,-37,140
000_Baker1998b_BS_Baker_103,Observation,-37,140
000_Baker1998b_BS_Baker_104,Observation,-37,140
000_Baker1998b_BS_Baker_105,Observation,-37,140
000_Baker1998b_BS_Baker_106,Observation,-37,140
000_Baker1998b_BS_Baker_107,Observation,-37,140
000_Baker1998b_BS_Baker_108,Observation,-37,140
000_Baker1998b_BS_Baker_109,Observation,-37,140
000_Baker1998b_BS_Baker_110,Observation,-37,140
000_Baker1998b_BS_Baker_111,Observation,-37,140
000_Baker1998b_BS_Baker_112,Observation,-37,140
000_Baker1998b_BS_Baker_113,Observation,-37,140
000_Baker1998b_BS_Baker_114,Observation,-37,140
000_Baker1998b_BS_Baker_115,Observation,-37,140
000_Baker1998b_BS_Baker_116,Observation,-37,140
000_Baker1998b_BS_Baker_117,Observation,-37,140
000_Baker1998b_BS_Baker_118,Observation,-37,140
000_Baker1998b_BS_Baker_119,Observation,-37,140
000_Baker1998b_BS_Baker_120,Observation,-37,140
000_Baker1998b_BS_Baker_121,Observation,-37,140
000_Baker1998b_BS_Baker_122,Observation,-37,140
000_Baker1998b_BS_Baker_123,Observation,-37,140
000_Baker1998b_BS_Baker_124,Observation,-37,140
000_Baker1998b_BS_Baker_125,Observation,-37,140
000_Baker1998b_BS_Baker_126,Observation,-37,140
000_Baker1998b_BS_Baker_127,Observation,-37,140
000_Baker1998b_BS_Baker_128,Observation,-37,140
000_Baker1998b_BS_Baker_129,Observation,-37,140
000_Baker1998b_BS_Baker_130,Observation,-37,140
000_Baker1998b_BS_Baker_131,Observation,-37,140
000_Baker1998b_BS_Baker_132,Observation,-37,140
000_Baker1998b_BS_Baker_133,Observation,-37,140
000_Baker1998b_BS_Baker_134,Observation,-37,140
000_Baker1998b_BS_Baker_135,Observation,-37,140
000_Baker1998b_BS_Baker_136,Observation,-37,140
000_Baker1998b_BS_Baker_137,Observation,-37,140
000_Baker1998b_BS_Baker_138,Observation,-37,140
000_Baker1998b_BS_Baker_139,Observation,-37,140
000_Baker1998b_BS_Baker_140,Observation,-37,140
000_Baker1998b_BS_Baker_141,Observation,-37,140
000_Baker1998b_BS_Baker_142,Observation,-37,140
000_Baker1998b_BS_Baker_143,Observation,-37,140
000_Baker1998b_BS_Baker_144,Observation,-37,140
000_Baker1998b_BS_Baker_145,Observation,-37,140
000_Baker1998b_BS_Baker_146,Observation,-37,140
000_Baker1998b_BS_Baker_147,Observation,-37,140
000_Baker1998b_BS_Baker_148,Observation,-37,140
000_Baker1998b_BS_Baker_149,Observation,-37,140
000_Baker1998b_BS_Baker_150,Observation,-37,140
000_Baker1998b_BS_Baker_151,Observation,-37,140
000_Baker1998b_BS_Baker_152,Observation,-37,140
000_Baker1998b_BS_Baker_153,Observation,-37,140
000_Baker1998b_BS_Baker_154,Observation,-37,140
000_Baker1998b_BS_Baker_155,Observation,-37,140
000_Baker1998b_BS_Baker_156,Observation,-37,140
000_Baker1998b_BS_Baker_157,Observation,-37,140
000_Baker1998b_BS_Baker_158,Observation,-37,140
000_Baker1998b_BS_Baker_159,Observation,-37,140
000_Baker1998b_BS_Baker_160,Observation,-37,140
000_Baker1998b_BS_Baker_161,Observation,-37,140
000_Baker1998b_BS_Baker_162,Observation,-37,140
000_Baker1998b_BS_Baker_163,Observation,-37,140
000_Baker1998b_BS_Baker_164,Observation,-37,140
000_Baker1998b_BS_Baker_165,Observation,-37,140
000_Baker1998b_BS_Baker_166,Observation,-37,140
000_Baker1998b_BS_Baker_167,Observation,-37,140
000_Baker1998b_BS_Baker_168,Observation,-37,140
000_Baker1998b_BS_Baker_169,Observation,-37,140
000_Baker1998b_BS_Baker_170,Observation,-37,140
000_Baker1998b_BS_Baker_171,Observation,-37,140
000_Baker1998b_BS_Baker_172,Observation,-37,140
000_Baker1998b_BS_Baker_173,Observation,-37,140
000_Baker1998b_BS_Baker_174,Observation,-37,140
000_Baker1998b_BS_Baker_175,Observation,-37,140
000_Baker1998b_BS_Baker_176,Observation,-37,140
000_Baker1998b_BS_Baker_177,Observation,-37,140
000_Baker1998b_BS_Baker_178,Observation,-37,140
000_Baker1998b_BS_Baker_179,Observation,-37,140
000_Baker1998b_BS_Baker_180,Observation,-37,140
000_Baker1998b_BS_Baker_181,Observation,-37,140
000_Baker1998b_BS_Baker_182,Observation,-37,140
000_Baker1998b_BS_Baker_183,Observation,-37,140
000_Baker1998b_BS_Baker_184,Observation,-37,140
000_Baker1998b_BS_Baker_185,Observation,-37,140
000_Baker1998b_BS_Baker_186,Observation,-37,140
000_Baker1998b_BS_Baker_187,Observation,-37,140
000_Baker1998b_BS_Baker_188,Observation,-37,140
000_Baker1998b_BS_Baker_189,Observation,-37,140
000_Baker1998b_BS_Baker_190,Observation,-37,140
000_Baker1998b_BS_Baker_191,Observation,-37,140
000_Baker1998b_BS_Baker_192,Observation,-37,140
000_Baker1998b_BS_Baker_193,Observation,-37,140
000_Baker1998b_BS_Baker_194,Observation,-37,140
000_Baker1998b_BS_Baker_195,Observation,-37,140
000_Baker1998b_BS_Baker_196,Observation,-37,140
000_Baker1998b_BS_Baker_197,Observation,-37,140
000_Baker1998b_BS_Baker_198,Observation,-37,140
000_Baker1998b_BS_Baker_199,Observation,-37,140
000_Baker1998b_BS_Baker_200,Observation,-37,140
000_Baker1998b_BS_Baker_201,Observation,-37,140
000_Baker1998b_BS_Baker_202,Observation,-37,140
000_Baker1998b_BS_Baker_203,Observation,-37,140
000_Baker1998b_BS_Baker_204,Observation,-37,140
000_Baker1998b_BS_Baker_205,Observation,-37,140
000_Baker1998b_BS_Baker_206,Observation,-37,140
000_Baker1998b_BS_Baker_207,Observation,-37,140
000_Baker1998b_BS_Baker_208,Observation,-37,140
000_Baker1998b_BS_Baker_209,Observation,-37,140
000_Baker1998b_BS_Baker_210,Observation,-37,140
000_Baker1998b_BS_Baker_211,Observation,-37,140
000_Baker1998b_BS_Baker_212,Observation,-37,140
000_Baker1998b_BS_Baker_213,Observation,-37,140
000_Baker1998b_BS_Baker_214,Observation,-37,140
000_Baker1998b_BS_Baker_215,Observation,-37,140
000_Baker1998b_BS_Baker_216,Observation,-37,140
000_Baker1998b_BS_Baker_217,Observation,-37,140
000_Baker1998b_BS_Baker_218,Observation,-37,140
000_Baker1998b_BS_Baker_219,Observation,-37,140
000_Baker1998b_BS_Baker_220,Observation,-37,140
000_Baker1998b_BS_Baker_221,Observation,-37,140
000_Baker1998b_BS_Baker_222,Observation,-37,140
