species_name;lat;lon;obs_year;source
aporrectodea caliginosa;36,7253941723268;3,40418782491205;1990;jerome
allolobophora chlorotica;36,7253941723268;3,40418782491205;1990;jerome
aporrectodea rosea;36,7253941723268;3,40418782491205;1990;jerome
allolobophora minuscula;36,7253941723268;3,40418782491205;1990;jerome
helodrilus antipai;36,7253941723268;3,40418782491205;1990;jerome
octodrilus complanatus;36,7253941723268;3,40418782491205;1990;jerome
aporrectodea caliginosa;36,7407381126922;3,33769741666199;1990;jerome
allolobophora chlorotica;36,7407381126922;3,33769741666199;1990;jerome
aporrectodea rosea;36,7407381126922;3,33769741666199;1990;jerome
allolobophora borellii;36,7407381126922;3,33769741666199;1990;jerome
helodrilus antipai;36,7407381126922;3,33769741666199;1990;jerome
octodrilus complanatus;36,7407381126922;3,33769741666199;1990;jerome
eiseniella tetraedra;36,7407381126922;3,33769741666199;1990;jerome
microscolex phosphoreus;36,7407381126922;3,33769741666199;1990;jerome
aporrectodea caliginosa;36,6177024427252;3,21835565826444;1990;jerome
allolobophora chlorotica;36,6177024427252;3,21835565826444;1990;jerome
aporrectodea rosea;36,6177024427252;3,21835565826444;1990;jerome
allolobophora borellii;36,6177024427252;3,21835565826444;1990;jerome
allolobophora molleri;36,6177024427252;3,21835565826444;1990;jerome
allolobophora minuscula;36,6177024427252;3,21835565826444;1990;jerome
helodrilus antipai;36,6177024427252;3,21835565826444;1990;jerome
octodrilus complanatus;36,6177024427252;3,21835565826444;1990;jerome
microscolex phosphoreus;36,6177024427252;3,21835565826444;1990;jerome
amynthas sp;36,6177024427252;3,21835565826444;1990;jerome
aporrectodea caliginosa;36,5807633270307;2,92341102679622;1990;jerome
allolobophora chlorotica;36,5807633270307;2,92341102679622;1990;jerome
aporrectodea rosea;36,5807633270307;2,92341102679622;1990;jerome
allolobophora minuscula;36,5807633270307;2,92341102679622;1990;jerome
helodrilus antipai;36,5807633270307;2,92341102679622;1990;jerome
octodrilus complanatus;36,5807633270307;2,92341102679622;1990;jerome
amynthas sp;36,5807633270307;2,92341102679622;1990;jerome
aporrectodea rosea;36,5159778010435;2,41649270065045;1990;jerome
allolobophora minuscula;36,5159778010435;2,41649270065045;1990;jerome
microscolex phosphoreus;36,5159778010435;2,41649270065045;1990;jerome
Aporrectodea caliginosa caliginosa;47,3018674;9,6751024;2003;jerome
Aporrectodea caliginosa caliginosa;46,4390788;14,3809224;2005;jerome
Aporrectodea caliginosa caliginosa;46,4390788;14,3809224;2005;jerome
Aporrectodea caliginosa caliginosa;46,4390788;14,3809224;2005;jerome
Aporrectodea rosea;46,4390788;14,3809224;2005;jerome
Aporrectodea smaragdina;46,4390788;14,3809224;2005;jerome
Aporrectodea smaragdina;46,52373;13,75158;2017;jerome
Aporrectodea smaragdina;46,52373;13,75158;2017;jerome
Aporrectodea smaragdina;46,7338745438838;12,9471614508201;2017;jerome
Aporrectodea smaragdina;46,6149181;12,9610564;2017;jerome
Aporrectodea smaragdina;46,6149181;12,9610564;2017;jerome
Aporrectodea smaragdina;46,43751;14,48592;2017;jerome
Aporrectodea smaragdina;46,714586;12,96777;2017;jerome
Aporrectodea smaragdina;46,46322;14,25735;2017;jerome
Aporrectodea smaragdina;46,6273920999999;13,3711996;2017;jerome
Aporrectodea smaragdina;46,67995;13,49635;2017;jerome
Aporrectodea smaragdina;46,62161;12,92618;2017;jerome
Bimastos rubidus;46,4166667;14,5166667;2005;jerome
Bimastos rubidus;46,7338745438838;12,9471614508201;2017;jerome
Dendrobaena alpina alpina;46,4390788;14,3809224;2005;jerome
Dendrobaena alpina alpina;46,4390788;14,3809224;2005;jerome
Dendrobaena alpina alpina;46,8077388;13,5124361;2017;jerome
Dendrobaena alpina alpina;46,67995;13,49635;2017;jerome
Dendrobaena alpina alpina;46,5646;13,69272;2017;jerome
Dendrobaena attemsi;47,0135;13,18659;2017;jerome
Dendrobaena attemsi;47,0135;13,18659;2017;jerome
Dendrobaena attemsi;47,00143;13,17557;2017;jerome
Dendrobaena auriculifera;46,4166667;14,5166667;2005;jerome
Dendrobaena auriculifera;46,4390788;14,3809224;2005;jerome
Dendrobaena ganglbaueri;46,4166667;14,5166667;2005;jerome
Dendrobaena ganglbaueri;46,4166667;14,5166667;2005;jerome
Dendrobaena ganglbaueri;46,4869478;14,5308107;2005;jerome
Dendrobaena ganglbaueri;46,43751;14,48592;2017;jerome
Dendrobaena octaedra;46,4166667;14,5166667;2005;jerome
Dendrobaena octaedra;46,4166667;14,5166667;2005;jerome
Dendrobaena octaedra;46,4390788;14,3809224;2005;jerome
Dendrobaena octaedra;46,4390788;14,3809224;2005;jerome
Dendrobaena octaedra;46,9287647;14,8498463;2017;jerome
Dendrobaena octaedra;46,8077388;13,5124361;2017;jerome
Dendrobaena octaedra;47,0135;13,18659;2017;jerome
Eisenia spelaea;48,0593735;15,1189546;1971;jerome
Eisenia spelaea;47,8074041;14,9348188;1969;jerome
Eisenia spelaea;46,52373;13,75158;1980;jerome
Eisenia spelaea;46,49787;14,3463;2017;jerome
Lumbricus castaneus;46,4390788;14,3809224;2005;jerome
Lumbricus castaneus;46,49787;14,3463;2017;jerome
Lumbricus castaneus;46,43751;14,48592;2017;jerome
Lumbricus rubellus;46,5757103;13,4173931;2017;jerome
Lumbricus rubellus;46,8077388;13,5124361;2017;jerome
Lumbricus rubellus;46,9633975;13,18452;2017;jerome
Lumbricus terrestris;46,4390788;14,3809224;2005;jerome
Octodriloides karawankensis;46,4390788;14,3809224;2005;jerome
Octodrilus argoviensis;46,5757103;13,4173931;2017;jerome
Octodrilus argoviensis;46,5757103;13,4173931;2017;jerome
Octodrilus argoviensis;46,6149181;12,9610564;2017;jerome
Octodrilus croaticus;47,3018674;9,6751024;2003;jerome
Octolasion lacteum;46,4390788;14,3809224;2005;jerome
Octolasion lacteum;46,5757103;13,4173931;2017;jerome
Octolasion lacteum;46,9633975;13,18452;2017;jerome
Allolobophora dofleini;42,683333;22,316667;1971;jerome
Allolobophora dofleini;42,7;22,05;1975;jerome
Allolobophora dofleini;42,666667;22,3;1975;jerome
Allolobophora dofleini;42,55;21,983333;1975;jerome
Allolobophora dofleini;42,466667;21,8;1975;jerome
Allolobophora dofleini;42,833333;22,083333;1976;jerome
Allolobophora dofleini;42,916667;21,733333;1976;jerome
Allolobophora dofleini;43,316667;21,9;1976;jerome
Allolobophora dofleini;43,283333;22;1976;jerome
Allolobophora dofleini;42,866667;22,233333;1988;jerome
Allolobophora dofleini;42,933333;22,083333;1989;jerome
Allolobophora dofleini;43,316667;21,9;1989;jerome
Allolobophora dofleini;42,916667;21,733333;1989;jerome
Allolobophora dofleini;42,983333;21,95;1990;jerome
Allolobophora dofleini;42,666667;22,3;1990;jerome
Allolobophora dofleini;42,55;21,9;1993;jerome
Allolobophora dofleini;43,233333;21,583333;1993;jerome
Allolobophora dofleini;42,55;21,9;1993;jerome
Allolobophora dofleini;43,133333;21,55;1993;jerome
Allolobophora dofleini;43,383333;21,433333;1995;jerome
Allolobophora dofleini;43,383333;21,433333;1995;jerome
Allolobophora dofleini;43,683333;21,633333;1997;jerome
Allolobophora dofleini;43,666667;21,533333;1997;jerome
Allolobophora dofleini;42,983333;21,95;1998;jerome
Allolobophora dofleini;43,616667;19,85;2009;jerome
Allolobophora dofleini;42,516667;22,216667;2010;jerome
Allolobophora dofleini;43,866667;19,55;2010;jerome
Allolobophora dofleini;43,683333;19,883333;2011;jerome
Allolobophora dofleini;41,416667;22,016667;1963;jerome
Allolobophora dofleini;41,75;22,416667;1963;jerome
Allolobophora dofleini;41,383333;22,216667;1967;jerome
Allolobophora dofleini;41;21,2;1967;jerome
Allolobophora dofleini;41,383333;22,216667;1969;jerome
Allolobophora dofleini;41,183333;22,716667;1969;jerome
Allolobophora dofleini;41,416667;21,733333;1970;jerome
Allolobophora dofleini;41,366667;21,65;1972;jerome
Allolobophora dofleini;41,3;21,566667;1972;jerome
Allolobophora dofleini;41,316667;21,566667;1972;jerome
Allolobophora dofleini;41,416667;22,616667;1972;jerome
Allolobophora dofleini;41,166667;21,483333;1978;jerome
Allolobophora dofleini;41,883333;21,666667;1978;jerome
Allolobophora dofleini;41,95;21,383333;1978;jerome
Allolobophora dofleini;41,95;22,583333;1978;jerome
Allolobophora dofleini;41,75;22,883333;1978;jerome
Allolobophora dofleini;42,016667;22,35;1979;jerome
Allolobophora dofleini;41,883333;21,666667;1990;jerome
Allolobophora dofleini;42;22,216667;1990;jerome
Allolobophora dofleini;42,216667;21,816667;1990;jerome
Allolobophora dofleini;40,2;22,233333;1971;jerome
Allolobophora dofleini;41,283333;24,166667;1987;jerome
Allolobophora chlorotica;41,833333;23,2;2009;jerome
Aporrectodea caliginosa caliginosa;41,833333;23,2;2009;jerome
Aporrectodea caliginosa caliginosa;42,633333;23,266667;2010;jerome
Aporrectodea caliginosa caliginosa;42,633333;23,266667;2011;jerome
Aporrectodea jassyensis;42,633333;23,266667;2011;jerome
Aporrectodea rosea;41,833333;23,2;2010;jerome
Aporrectodea rosea;42,633333;23,266667;2010;jerome
Aporrectodea rosea;42,633333;23,266667;2011;jerome
Aporrectodea rosea;43,133333;23,55;2011;jerome
Aporrectodea rosea;42,6;23,4;2010;jerome
Aporrectodea rosea;41,833333;23,2;2009;jerome
Aporrectodea rosea leocernosvitovi;43,133333;23,55;2010;jerome
Aporrectodea trapezoides;41,833333;23,2;2009;jerome
Aporrectodea trapezoides;41,833333;23,2;2010;jerome
Aporrectodea trapezoides;42,633333;23,266667;2010;jerome
Aporrectodea trapezoides;42,633333;23,266667;2011;jerome
Dendrobaena byblica;43,133333;23,55;2011;jerome
Dendrobaena octaedra;42,183333;23,4;2009;jerome
Dendrodrilus rubidus subrubicundus;41,833333;23,2;2010;jerome
Eisenia fetida;41,833333;23,2;2010;jerome
Eiseniella tetraedra tetraedra;42,633333;23,266667;2010;jerome
Eiseniella tetraedra tetraedra;42,6;23,4;2010;jerome
Lumbricus meliboeus;42,183333;23,4;2009;jerome
Lumbricus terrestris;43,133333;23,55;2010;jerome
Octolasion lacteum;42,183333;23,4;2009;jerome
Octolasion lacteum;41,833333;23,2;2010;jerome
Octolasion lacteum;42,633333;23,266667;2010;jerome
Octolasion lacteum;42,633333;23,266667;2011;jerome
Octolasion lacteum;42,6;23,4;2010;jerome
Aporrectodea jassyensis;41,659033;25,8901;2012;jerome
Aporrectodea jassyensis;41,659033;25,8901;2012;jerome
Aporrectodea jassyensis;41,517833;25,7835;2012;jerome
Cernosvitovia rebeli;42,296983;27,620767;2007;jerome
Cernosvitovia rebeli;41,659033;25,8901;2012;jerome
Cernosvitovia rebeli;41,659033;25,8901;2012;jerome
Cernosvitovia rebeli;41,659033;25,8901;2012;jerome
Dendrobaena alpina alpina;41,830433;24,744283;2012;jerome
Dendrobaena attemsi;41,551217;25,029717;2012;jerome
Dendrobaena attemsi;41,608733;24,691633;2012;jerome
Dendrobaena byblica byblica;42,048505;23,720832;2005;jerome
Dendrobaena byblica byblica;42,296983;27,620767;2007;jerome
Dendrobaena byblica byblica;42,151333;27,3653;2007;jerome
Dendrobaena hortensis;42,310733;27,6238;2007;jerome
Dendrobaena hortensis;42,083483;27,4277;2007;jerome
Dendrobaena hortensis;42,14695;27,415833;2007;jerome
Dendrobaena octaedra;41,551217;25,029717;2012;jerome
Dendrobaena octaedra;41,830433;24,744283;2012;jerome
Dendrobaena octaedra;41,401483;24,779767;2012;jerome
Dendrobaena octaedra;41,608733;24,691633;2012;jerome
Dendrobaena veneta veneta;42,842383;26,565833;2005;jerome
Eisenia lucens;43,205317;23,051583;2006;jerome
Eisenia lucens;43,139683;23,21825;2006;jerome
Eisenia lucens;43,183233;23,114584;2009;jerome
Eisenia lucens;42,7461;26,420717;2007;jerome
Eisenia lucens;42,02935;27,473633;2007;jerome
Eisenia lucens;41,608733;24,691633;2012;jerome
Eisenia storkani;42,747942;26,389327;2005;jerome
Eisenia storkani;42,167883;23,641383;2005;jerome
Eiseniella tetraedra;42,083483;27,4277;2007;jerome
Lumbricus terrestris;42,134087;23,329696;2005;jerome
Lumbricus terrestris;41,401483;24,779767;2012;jerome
Octodrilus complanatus;41,49175;25,62115;2012;jerome
Octodrilus transpadanus;41,98345;28,027467;2007;jerome
Octolasion lacteum;41,401483;24,779767;2012;jerome
aporrectodea caliginosa;30,0518724909564;31,1251045617525;1961;jerome
aporrectodea caliginosa;30,5505284508258;30,8047634683357;1961;jerome
aporrectodea caliginosa;30,7269663186843;30,6001706215637;1961;jerome
aporrectodea caliginosa;30,8652385484599;30,5488659933212;1961;jerome
aporrectodea caliginosa;30,929056500664;30,602673286356;1961;jerome
aporrectodea caliginosa;30,9547088147853;30,6771275639275;1961;jerome
aporrectodea caliginosa;31,0272860937625;30,7196728653969;1961;jerome
aporrectodea caliginosa;30,7926612694827;30,1991185885947;1961;jerome
aporrectodea caliginosa;30,8605196363082;29,9100590654313;1961;jerome
aporrectodea caliginosa;31,0081914856322;29,8061508303902;1962;jerome
aporrectodea caliginosa;30,9309037056298;29,9261360552892;1961;jerome
eisenia rosea;30,5505284508258;30,8047634683357;1961;jerome
eisenia rosea;30,7269663186843;30,6001706215637;1961;jerome
eisenia rosea;30,8652385484599;30,5488659933212;1961;jerome
eisenia rosea;31,1049363291319;30,4579624575441;1961;jerome
pheretima californica;30,024968844439;31,1776605223912;1961;jerome
pheretima elongata;30,024968844439;31,1776605223912;1961;jerome
gordiodrilus spp;29,7872156891687;31,2452324717838;1961;jerome
octolasion cyaneum;59,470173;24,879875;1993;jerome
octolasion cyaneum;58,97871;24,72176;2003;jerome
octolasion cyaneum;58,97871;24,72176;2005;jerome
octolasion cyaneum;58,748401;26,443472;2004;jerome
octolasion cyaneum;58,712977;24,371964;2008;jerome
Lumbricus rubellus;62,410556;25,524167;1999;jerome
Lumbricus terrestris;62,410556;25,524167;1999;jerome
Lumbricus castaneus;62,410556;25,524167;1999;jerome
Lumbricus sp;62,410556;25,524167;1999;jerome
Aporrectodea caliginosa;62,410556;25,524167;1999;jerome
Dendrodrilus rubidus;63,0075;25,867222;1999;jerome
Lumbricus castaneus;63,0075;25,867222;1999;jerome
Lumbricus sp;63,0075;25,867222;1999;jerome
Lumbricus rubellus;63,0075;25,867222;1999;jerome
Lumbricus terrestris;63,0075;25,867222;1999;jerome
Aporrectodea caliginosa;63,0075;25,867222;1999;jerome
Lumbricus castaneus;62,986389;25,866111;1999;jerome
Lumbricus sp;62,986389;25,866111;1999;jerome
Lumbricus rubellus;62,986389;25,866111;1999;jerome
Lumbricus terrestris;62,986389;25,866111;1999;jerome
Dendrobaena octaedra;62,986389;25,866111;1999;jerome
Aporrectodea caliginosa;62,986389;25,866111;1999;jerome
Dendrodrilus rubidus;62,6925;25,815;1999;jerome
Lumbricus castaneus;62,6925;25,815;1999;jerome
Lumbricus terrestris;62,6925;25,815;1999;jerome
Lumbricus sp;62,6925;25,815;1999;jerome
Lumbricus rubellus;62,6925;25,815;1999;jerome
Aporrectodea caliginosa;62,6925;25,815;1999;jerome
Dendrobaena octaedra;62,6925;25,815;1999;jerome
Lumbricus terrestris;62,701389;25,832222;1999;jerome
Lumbricus castaneus;62,701389;25,832222;1999;jerome
Lumbricus sp;62,701389;25,832222;1999;jerome
Dendrobaena octaedra;62,701389;25,832222;1999;jerome
Aporrectodea caliginosa;62,701389;25,832222;1999;jerome
Dendrobaena octaedra;62,79;25,888056;1999;jerome
Dendrodrilus rubidus;61,963611;25,991944;1999;jerome
Lumbricus rubellus;61,935278;25,739444;1999;jerome
Lumbricus sp;61,935278;25,739444;1999;jerome
Lumbricus castaneus;61,935278;25,739444;1999;jerome
Octolasion tyrtaeum;61,935278;25,739444;1999;jerome
Lumbricus terrestris;61,935278;25,739444;1999;jerome
Aporrectodea caliginosa;61,935278;25,739444;1999;jerome
Dendrobaena octaedra;61,935278;25,739444;1999;jerome
Lumbricus castaneus;62,238056;25,78805;1999;jerome
Lumbricus sp;62,238056;25,78805;1999;jerome
Lumbricus rubellus;62,238056;25,78805;1999;jerome
Dendrobaena octaedra;62,238056;25,78805;1999;jerome
Lumbricus terrestris;62,238056;25,78805;1999;jerome
Aporrectodea caliginosa;62,238056;25,78805;1999;jerome
Perelia kaznakovi;41,287029;70,176632;1983;jerome
Perelia kaznakovi;40,6623515;72,2482225;1989;jerome
Perelia galileana sp n;32,730945;35,172028;1996;jerome
Perelia galileana sp n;32,6398303985001;35,4735160324302;2004;jerome
Perelia shamsi sp n;31,379363;34,871311;1997;jerome
Perelia shamsi sp n;31,379363;34,871311;2000;jerome
Perelia shamsi sp n;31,379363;34,871311;1997;jerome
Rhiphaeodrilus diplotetrathecus;58,8245219;52,4197473;1958;jerome
Rhiphaeodrilus diplotetrathecus;60,2784931;59,1619065;1958;jerome
Allolobophora chlorotica chlorotica;33,0126769408782;35,2586096102279;1998;jerome
Aporrectodea caliginosa;32,497103;35,497336;1996;jerome
Aporrectodea caliginosa;32,0980678176177;34,7889225027763;1996;jerome
Aporrectodea caliginosa;31,046051;34,851612;1997;jerome
Aporrectodea caliginosa;33,0155854;35,784354;1997;jerome
Aporrectodea caliginosa;32,7427316;35,0483915;1997;jerome
Aporrectodea caliginosa;33,2321159;35,7555991;1997;jerome
Aporrectodea caliginosa;33,016553;35,489911;1997;jerome
Aporrectodea caliginosa;31,046051;34,851612;1998;jerome
Aporrectodea caliginosa;32,7176296034413;35,0291731180564;1997;jerome
Aporrectodea caliginosa;31,046051;34,851612;1998;jerome
Aporrectodea caliginosa;32,497103;35,497336;1998;jerome
Aporrectodea caliginosa;31,540694;34,76289;2001;jerome
Aporrectodea caliginosa;33,0155854;35,784354;2001;jerome
Aporrectodea caliginosa;33,2690961;35,772122;2001;jerome
Aporrectodea caliginosa;31,931566;34,872938;2000;jerome
Aporrectodea caliginosa;32,8244321;35,5879975;2001;jerome
Aporrectodea caliginosa;31,046051;34,851612;1999;jerome
Aporrectodea caliginosa;31,046051;34,851612;1999;jerome
Aporrectodea caliginosa;33,2321159;35,7555991;2000;jerome
Aporrectodea caliginosa;31,046051;34,851612;2001;jerome
Aporrectodea caliginosa;31,046051;34,851612;2001;jerome
Aporrectodea caliginosa;32,8244321;35,5879975;2002;jerome
Aporrectodea caliginosa;32,8244321;35,5879975;2002;jerome
Aporrectodea caliginosa;33,0155854;35,784354;2002;jerome
Aporrectodea caliginosa;32,7600695;34,9871793;2002;jerome
Aporrectodea jassyensis;33,0701802;35,2433473;1996;jerome
Aporrectodea jassyensis;32,0980678176177;34,7889225027763;1996;jerome
Aporrectodea jassyensis;32,577899;35,179972;1997;jerome
Aporrectodea jassyensis;31,046051;34,851612;1997;jerome
Aporrectodea jassyensis;33,0126769408782;35,2586096102279;1998;jerome
Aporrectodea jassyensis;33,0126769408782;35,2586096102279;1998;jerome
Aporrectodea jassyensis;33,0126769408782;35,2586096102279;1998;jerome
Aporrectodea jassyensis;33,0155854;35,784354;2001;jerome
Aporrectodea jassyensis;33,2690961;35,772122;2001;jerome
Aporrectodea jassyensis;31,046051;34,851612;1999;jerome
Aporrectodea jassyensis;31,7737813999999;35,2130265;2002;jerome
Aporrectodea jassyensis;31,7737813999999;35,2130265;2002;jerome
Aporrectodea jassyensis;33,027194;35,256304;2002;jerome
Aporrectodea rosea;30,8327727;34,7712374;1995;jerome
Aporrectodea rosea;31,046051;34,851612;1996;jerome
Aporrectodea rosea;32,497103;35,497336;1996;jerome
Aporrectodea rosea;31,379363;34,871311;1995;jerome
Aporrectodea rosea;31,046051;34,851612;1996;jerome
Aporrectodea rosea;33,0701802;35,2433473;1996;jerome
Aporrectodea rosea;32,577899;35,179972;1997;jerome
Aporrectodea rosea;30,7140861;34,8757476;1997;jerome
Aporrectodea rosea;31,046051;34,851612;1997;jerome
Aporrectodea rosea;31,347454;35,035536;1997;jerome
Aporrectodea rosea;33,0155854;35,784354;1997;jerome
Aporrectodea rosea;33,2321159;35,7555991;1997;jerome
Aporrectodea rosea;33,016553;35,489911;1997;jerome
Aporrectodea rosea;33,0569287318711;35,5110039862525;1997;jerome
Aporrectodea rosea;33,0126769408782;35,2586096102279;1998;jerome
Aporrectodea rosea;30,794352;34,7733994;1998;jerome
Aporrectodea rosea;30,794352;34,7733994;1998;jerome
Aporrectodea rosea;30,794352;34,7733994;1998;jerome
Aporrectodea rosea;32,507101;35,44552;1998;jerome
Aporrectodea rosea;32,664333;35,555338;1998;jerome
Aporrectodea rosea;32,497103;35,497336;1998;jerome
Aporrectodea rosea;32,6398303985001;35,4735160324302;1998;jerome
Aporrectodea rosea;32,6398303985001;35,4735160324302;1998;jerome
Aporrectodea rosea;31,046051;34,851612;2001;jerome
Aporrectodea rosea;31,540694;34,76289;2001;jerome
Aporrectodea rosea;31,261447;35,214862;2001;jerome
Aporrectodea rosea;31,046051;34,851612;2001;jerome
Aporrectodea rosea;31,391171;34,904856;2001;jerome
Aporrectodea rosea;31,347454;35,035536;2001;jerome
Aporrectodea rosea;31,046051;34,851612;2001;jerome
Aporrectodea rosea;32,8364799398565;35,4763086286714;2001;jerome
Aporrectodea rosea;33,0155854;35,784354;2001;jerome
Aporrectodea rosea;31,801642;35,225039;2001;jerome
Aporrectodea rosea;33,2236400148947;35,658741206805;2001;jerome
Aporrectodea rosea;33,0569287318711;35,5110039862525;2001;jerome
Aporrectodea rosea;33,0569287318711;35,5110039862525;2001;jerome
Aporrectodea rosea;31,931566;34,872938;2000;jerome
Aporrectodea rosea;31,732077;34,835079;2001;jerome
Aporrectodea rosea;32,6833586;35,6647332;2000;jerome
Aporrectodea rosea;32,4340458;34,9196518;2000;jerome
Aporrectodea rosea;31,7049226;35,3313255;1999;jerome
Aporrectodea rosea;31,88743;35,04532;1999;jerome
Aporrectodea rosea;33,2236400148947;35,658741206805;1998;jerome
Aporrectodea rosea;32,422877;35,3027226;1999;jerome
Aporrectodea rosea;32,5467089210534;35,0056823576088;2000;jerome
Aporrectodea rosea;32,7427316;35,0483915;2000;jerome
Aporrectodea rosea;33,2321159;35,7555991;2000;jerome
Aporrectodea rosea;32,8244321;35,5879975;2002;jerome
Aporrectodea rosea;33,0937523435548;35,6485445382859;2002;jerome
Aporrectodea rosea;33,0155854;35,784354;2002;jerome
Aporrectodea rosea;33,0155854;35,784354;2002;jerome
Aporrectodea rosea;33,0126769408782;35,2586096102279;2002;jerome
Eisenia fetida;31,7049226;35,3313255;1999;jerome
Eisenia fetida;32,422877;35,3027226;1999;jerome
Eiseniella tetraedra;32,9975;35,4122222;1996;jerome
Eiseniella tetraedra;33,072948;35,2213388;1996;jerome
Eiseniella tetraedra;33,2321159;35,7555991;1997;jerome
Eiseniella tetraedra;31,5486139208723;35,2696750128451;2001;jerome
Eiseniella tetraedra;32,9975;35,4122222;2000;jerome
Eiseniella neapolitana;33,0937523435548;35,6485445382859;2002;jerome
Eiseniella neapolitana;33,0937523435548;35,6485445382859;2002;jerome
Helodrilus patriarchalis;33,2321159;35,7555991;1997;jerome
Helodrilus patriarchalis;31,4816540620645;35,3713047760114;1996;jerome
Helodrilus patriarchalis;33,072948;35,2213388;1996;jerome
Helodrilus patriarchalis;32,838316;35,12778;1998;jerome
Helodrilus patriarchalis;32,838316;35,12778;1998;jerome
Helodrilus patriarchalis;33,137905;35,730915;2001;jerome
Helodrilus patriarchalis;32,8244321;35,5879975;2000;jerome
Helodrilus patriarchalis;33,0155854;35,784354;1997;jerome
Helodrilus patriarchalis;31,5486139208723;35,2696750128451;2001;jerome
Helodrilus patriarchalis;32,690875;34,942914;2002;jerome
Helodrilus patriarchalis;31,68026;35,7330743;2004;jerome
Octodrilus complanatus;33,2321159;35,7555991;1997;jerome
Octodrilus complanatus;33,2321159;35,7555991;2001;jerome
Criodrilus lacuum;31,046051;34,851612;1995;jerome
Dendrobaena cognettii;46,021375;12,023129;1978;jerome
Dendrobaena rubida;46,027308;12,03363;1978;jerome
Dendrobaena rubida;46,027308;12,03363;1978;jerome
Dendrobaena rubida;46,021375;12,023129;1978;jerome
Dendrobaena rubida;45,998442;12,015631;1978;jerome
Dendrobaena rubida;45,996694;12,016315;1978;jerome
Dendrobaena sp.;46,021375;12,023129;1978;jerome
Bimastus eiseni;46,027308;12,03363;1978;jerome
Bimastus eiseni;46,018632;12,027308;1978;jerome
Lumbricus castaneus;46,021375;12,023129;1978;jerome
Eiseniona sineporis;46,027308;12,03363;1978;jerome
Eiseniona sineporis;46,027308;12,03363;1978;jerome
Eiseniona sineporis;46,021375;12,023129;1978;jerome
Eiseniona sineporis;46,021375;12,023129;1978;jerome
Eiseniona sineporis;46,019333;12,025281;1978;jerome
Eiseniona sineporis;46,018632;12,027308;1978;jerome
Dendrobaena octaedra;46,027308;12,03363;1978;jerome
Dendrobaena octaedra;46,027308;12,03363;1978;jerome
Dendrobaena octaedra;46,022632;12,023651;1978;jerome
Dendrobaena octaedra;46,021375;12,023129;1978;jerome
Dendrobaena octaedra;46,021375;12,023129;1978;jerome
Dendrobaena octaedra;46,019333;12,025281;1978;jerome
Dendrobaena octaedra;46,018632;12,027308;1978;jerome
Dendrobaena octaedra;45,998442;12,015631;1978;jerome
Dendrobaena octaedra;45,996694;12,016315;1978;jerome
Lumbricus rubellus;46,027308;12,03363;1978;jerome
Lumbricus rubellus;46,027308;12,03363;1978;jerome
Lumbricus rubellus;46,022632;12,023651;1978;jerome
Lumbricus rubellus;46,021375;12,023129;1978;jerome
Lumbricus rubellus;46,021375;12,023129;1978;jerome
Lumbricus rubellus;46,019333;12,025281;1978;jerome
Lumbricus rubellus;46,018632;12,027308;1978;jerome
Lumbricus rubellus;45,998442;12,015631;1978;jerome
Lumbricus rubellus;45,996694;12,016315;1978;jerome
Octolasium lacteum;46,027308;12,03363;1978;jerome
Octolasium lacteum;46,022632;12,023651;1978;jerome
Octolasium lacteum;46,021375;12,023129;1978;jerome
Octolasium lacteum;46,021375;12,023129;1978;jerome
Octolasium lacteum;46,019333;12,025281;1978;jerome
Octolasium lacteum;46,018632;12,027308;1978;jerome
Octolasium lacteum;45,998442;12,015631;1978;jerome
Octolasium lacteum;45,996694;12,016315;1978;jerome
Octolasium lissaense;46,027308;12,03363;1978;jerome
Octolasium lissaense;46,027308;12,03363;1978;jerome
Octolasium lissaense;46,022632;12,023651;1978;jerome
Octolasium lissaense;46,021375;12,023129;1978;jerome
Octolasium lissaense;46,021375;12,023129;1978;jerome
Octolasium lissaense;46,019333;12,025281;1978;jerome
Octolasium lissaense;46,018632;12,027308;1978;jerome
Octolasium lissaense;45,998442;12,015631;1978;jerome
Octolasium lissaense;45,996694;12,016315;1978;jerome
Allolobophora rosea;46,027308;12,03363;1978;jerome
Allolobophora rosea;46,027308;12,03363;1978;jerome
Allolobophora rosea;46,021375;12,023129;1978;jerome
Allolobophora rosea;46,021375;12,023129;1978;jerome
Allolobophora rosea;46,019333;12,025281;1978;jerome
Allolobophora rosea;46,018632;12,027308;1978;jerome
Allolobophora rosea;45,996694;12,016315;1978;jerome
Allolobophora jassyensis;46,019333;12,025281;1978;jerome
Allolobophora jassyensis;46,018632;12,027308;1978;jerome
Allolobophora caliginosa;46,027308;12,03363;1978;jerome
Octolasium mima;46,027308;12,03363;1978;jerome
Octolasium mima;46,021375;12,023129;1978;jerome
Octolasium mima;46,021375;12,023129;1978;jerome
Eophila gestroi;46,027308;12,03363;1978;jerome
Eophila gestroi;46,021375;12,023129;1978;jerome
Eophila gestroi;46,019333;12,025281;1978;jerome
Eophila gestroi;46,018632;12,027308;1978;jerome
Eophila gestroi;45,998442;12,015631;1978;jerome
Eophila gestroi;45,996694;12,016315;1978;jerome
Eophila spp;46,022632;12,023651;1978;jerome
Dendrobaena rubida;46,49237;12,074072;1978;jerome
Dendrobaena octaedra;46,49237;12,074072;1978;jerome
Lumbricus rubellus;46,49237;12,074072;1978;jerome
