taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
9892483	BOLD:ADK2658	9892483	BOLD:ADK2658	1	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964					
9039857	Phagodrilus parvus McKey-Fender, 2001	9039857	Phagodrilus parvus McKey-Fender, 2001	4	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Phagodrilus	4812143	Phagodrilus parvus	9039857	
10583540	BOLD:AAX0660	10583540	BOLD:AAX0660	1	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Lamprodrilus	5194009	Lamprodrilus ammophagus	8894149	
8954814	Agriodrilus vermivorus Michaelsen, 1905	8954814	Agriodrilus vermivorus Michaelsen, 1905	16	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Agriodrilus	4812138	Agriodrilus vermivorus	8954814	
9081714	Stylodrilus asiaticus (Michaelsen, 1901)	9081714	Stylodrilus asiaticus (Michaelsen, 1901)	38	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011	Stylodrilus asiaticus	9081714	
10187280	BOLD:AAJ3028	10187280	BOLD:AAJ3028	1	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Lamprodrilus	5194009	Lamprodrilus achaetus	8760620	
4411014	Lumbriculus tetraporophorus Popčhenko, 1976	4411014	Lumbriculus tetraporophorus Popčhenko, 1976	4	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Lumbriculus	2308018	Lumbriculus tetraporophorus	4411014	
10575618	Rhynchelmis brachycephala bythia Michaelsen, 1905	10575618	Rhynchelmis brachycephala bythia Michaelsen, 1905	3	SUBSPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Rhynchelmis	2307973	Rhynchelmis brachycephala	8251822	
2308014	Stylodrilus crassus (Izosimov, 1962)	2308014	Stylodrilus crassus (Izosimov, 1962)	17	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011	Stylodrilus crassus	2308014	
10661544	BOLD:AAG5080	10661544	BOLD:AAG5080	70	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Lumbriculus	2308018			
10094054	BOLD:ACQ2941	10094054	BOLD:ACQ2941	1	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Eclipidrilus	2308000	Eclipidrilus palustris	2308002	
8911749	Bythonomus sovaliki Holmquist, 1976	8911749	Bythonomus sovaliki Holmquist, 1976	22	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011	Bythonomus sovaliki	8911749	
8944773	Styloscolex burowi Semernoy, 2004	8944773	Styloscolex burowi Semernoy, 2004	2	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Styloscolex	2307967	Styloscolex burowi	8944773	
9141062	Stylodrilus elongatus Semernoy, 2004	9141062	Stylodrilus elongatus Semernoy, 2004	2	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011	Stylodrilus elongatus	9141062	
8752939	Stylodrilus sulcatus Semernoy, 2004	8752939	Stylodrilus sulcatus Semernoy, 2004	2	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011	Stylodrilus sulcatus	8752939	
9708883	Stylodrilus gabretae Vejdovský, 1884	2308015	Stylodrilus heringianus Claparède, 1862	7	SPECIES	SYNONYM	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011	Stylodrilus heringianus	2308015	
9657223	Saenuris vagans Johnston, 1865	9657223	Saenuris vagans Johnston, 1865	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Lumbriculus	2308018	Saenuris vagans	9657223	
8229063	Eclipidrilus breviatriatus Fend & Lenat, 2012	8229063	Eclipidrilus breviatriatus Fend & Lenat, 2012	7	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Eclipidrilus	2308000	Eclipidrilus breviatriatus	8229063	
10726199	BOLD:ADR2515	10726199	BOLD:ADR2515	1	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Lumbriculus	2308018			
10625762	BOLD:ACQ7836	10625762	BOLD:ACQ7836	1	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Rhynchelmis	2307973	Rhynchelmis rostrata	2307975	
8903571	Lamprodrilus pygmaeus Michaelsen, 1901	8903571	Lamprodrilus pygmaeus Michaelsen, 1901	42	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Lamprodrilus	5194009	Lamprodrilus pygmaeus	8903571	
10605667	BOLD:AAX8654	10605667	BOLD:AAX8654	1	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Rhynchelmis	2307973	Rhynchelmis shamanensis	8279365	
7547771	Eclipidrilus microthecus Fend & Lenat, 2012	7547771	Eclipidrilus microthecus Fend & Lenat, 2012	7	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Eclipidrilus	2308000	Eclipidrilus microthecus	7547771	
8751311	Stylodrilus mollis Timm, 1998	8751311	Stylodrilus mollis Timm, 1998	3	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011	Stylodrilus mollis	8751311	
8723069	Pseudorhynchelmis semernoyi Martin & Kaygorodova, 2008	8723069	Pseudorhynchelmis semernoyi Martin & Kaygorodova, 2008	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Pseudorhynchelmis	4813791	Pseudorhynchelmis semernoyi	8723069	
9987550	BOLD:ACP9937	9987550	BOLD:ACP9937	3	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011	Stylodrilus heringianus	2308015	
8220689	Eclipidrilus ithys Brinkhurst, 1998	8220689	Eclipidrilus ithys Brinkhurst, 1998	9	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Eclipidrilus	2308000	Eclipidrilus ithys	8220689	
9558514	Lamprodrilus tolli Michaelsen, 1901	9558514	Lamprodrilus tolli Michaelsen, 1901	2	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Lamprodrilus	5194009	Lamprodrilus tolli	9558514	
10300667	BOLD:ACP9936	10300667	BOLD:ACP9936	6	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011	Stylodrilus heringianus	2308015	
2308020	Lumbriculus inconstans (Smith, 1895)	2308020	Lumbriculus inconstans (Smith, 1895)	23	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Lumbriculus	2308018	Lumbriculus inconstans	2308020	
8279365	Rhynchelmis shamanensis Martin & Kaygorodova, 1998	8279365	Rhynchelmis shamanensis Martin & Kaygorodova, 1998	4	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Rhynchelmis	2307973	Rhynchelmis shamanensis	8279365	
4411003	Trichodrilus campoyi Rodriguez, 1988	4411003	Trichodrilus campoyi Rodriguez, 1988	16	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Trichodrilus	2307987	Trichodrilus campoyi	4411003	
10023043	BOLD:ADA9314	10023043	BOLD:ADA9314	1	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Lumbriculus	2308018			
2307984	Kincaidiana freidris Cook, 1966	9256173	Altmanella freidris (Cook, 1966)	8	SPECIES	SYNONYM	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Altmanella	4812146	Altmanella freidris	9256173	
4410990	Trichodrilus sketi Hrabĕ, 1963	4410990	Trichodrilus sketi Hrabĕ, 1963	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Trichodrilus	2307987	Trichodrilus sketi	4410990	
4411036	Stylodrilus brachystylus Hrabĕ, 1929	4411036	Stylodrilus brachystylus Hrabĕ, 1929	65	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011	Stylodrilus brachystylus	4411036	
8733963	Stylodrilus coreyi Rodriguez, Fend & Lenat, 2014	8733963	Stylodrilus coreyi Rodriguez, Fend & Lenat, 2014	6	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011	Stylodrilus coreyi	8733963	
2308008	Eclipidrilus asymmetricus (Smith, 1896)	2308008	Eclipidrilus asymmetricus (Smith, 1896)	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Eclipidrilus	2308000	Eclipidrilus asymmetricus	2308008	
8877157	Rhynchelmis yakimorum Fend & Brinkhurst, 2000	8877157	Rhynchelmis yakimorum Fend & Brinkhurst, 2000	35	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Rhynchelmis	2307973	Rhynchelmis yakimorum	8877157	
8962673	Sylphella puccoon Rodriguez, Fend & Lenat, 2014	8962673	Sylphella puccoon Rodriguez, Fend & Lenat, 2014	8	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Sylphella	8843540	Sylphella puccoon	8962673	
10589950	BOLD:AAX0659	10589950	BOLD:AAX0659	2	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Lamprodrilus	5194009			
8987119	Stylodrilus contractus Semernoy, 2004	8987119	Stylodrilus contractus Semernoy, 2004	2	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011	Stylodrilus contractus	8987119	
9835195	BOLD:ACQ1503	9835195	BOLD:ACQ1503	1	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Rhynchelmis	2307973	Rhynchelmis utahensis	8985256	
10476239	BOLD:ADR8619	10476239	BOLD:ADR8619	2	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011	Stylodrilus heringianus	2308015	
9794921	Stylodrilus vejdovskyi Benham, 1891	2308015	Stylodrilus heringianus Claparède, 1862	36	SPECIES	SYNONYM	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011	Stylodrilus heringianus	2308015	
8804589	Eremidrilus felini Fend & Rodriguez, 2003	8804589	Eremidrilus felini Fend & Rodriguez, 2003	16	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Eremidrilus	4812145	Eremidrilus felini	8804589	
9007160	Phagodrilus minimus McKey-Fender, 2001	9007160	Phagodrilus minimus McKey-Fender, 2001	6	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Phagodrilus	4812143	Phagodrilus minimus	9007160	
4411006	Trichodrilus tatrensis Hrabĕ, 1937	4411006	Trichodrilus tatrensis Hrabĕ, 1937	13	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Trichodrilus	2307987	Trichodrilus tatrensis	4411006	
4411010	Trichodrilus longipenis Rodriguez & Giani, 1994	4411010	Trichodrilus longipenis Rodriguez & Giani, 1994	3	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Trichodrilus	2307987	Trichodrilus longipenis	4411010	
8719301	Lamprodrilus bythius Michaelsen, 1905	8719301	Lamprodrilus bythius Michaelsen, 1905	10	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Lamprodrilus	5194009	Lamprodrilus bythius	8719301	
8805119	Lamprodrilus inflatus Michaelsen, 1905	8805119	Lamprodrilus inflatus Michaelsen, 1905	13	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Lamprodrilus	5194009	Lamprodrilus inflatus	8805119	
11205947	Rhynchelmis obtusirostris (Menge, 1845)	11205947	Rhynchelmis obtusirostris (Menge, 1845)	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Rhynchelmis	2307973	Rhynchelmis obtusirostris	11205947	
4411051	Rhynchelmis tetratheca Michaelsen, 1920	4411051	Rhynchelmis tetratheca Michaelsen, 1920	161	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Rhynchelmis	2307973	Rhynchelmis tetratheca	4411051	
4812172	Thinodrilus F.Smith, 1895	4812172	Thinodrilus F.Smith, 1895	211	GENUS	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Thinodrilus	4812172			
8901905	Lamprodrilus mrazeki Hrabĕ, 1929	8901905	Lamprodrilus mrazeki Hrabĕ, 1929	14	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Lamprodrilus	5194009	Lamprodrilus mrazeki	8901905	
9149704	Lamprodrilus achaetus palearcticus Popč	8760620	Lamprodrilus achaetus Izosimov, 1962	7	SUBSPECIES	SYNONYM	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Lamprodrilus	5194009	Lamprodrilus achaetus	8760620	
9635758	Lumbriculus limosus Leidy, 1850	2308023	Lumbriculus variegatus (Müller, 1774)	1	SPECIES	SYNONYM	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Lumbriculus	2308018	Lumbriculus variegatus	2308023	
10207284	BOLD:AAE8945	10207284	BOLD:AAE8945	40	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011	Stylodrilus heringianus	2308015	
4410986	Trichodrilus macroporophorus Hrabĕ, 1954	4410986	Trichodrilus macroporophorus Hrabĕ, 1954	5	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Trichodrilus	2307987	Trichodrilus macroporophorus	4410986	
8855353	Lamprodrilus pallidus Michaelsen, 1905	8855353	Lamprodrilus pallidus Michaelsen, 1905	9	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Lamprodrilus	5194009	Lamprodrilus pallidus	8855353	
10603661	BOLD:AAJ4606	10603661	BOLD:AAJ4606	1	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011	Stylodrilus mirus	9600017	
9496409	Styloscolex tubulatus Timm, 1994	9496409	Styloscolex tubulatus Timm, 1994	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Styloscolex	2307967	Styloscolex tubulatus	9496409	
10114075	BOLD:AAJ4550	10114075	BOLD:AAJ4550	1	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Styloscolex	2307967	Styloscolex kolmakovi	9542445	
9318747	Trichodrilus itchaensis Sokolskaya, 1973	9318747	Trichodrilus itchaensis Sokolskaya, 1973	14	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Trichodrilus	2307987	Trichodrilus itchaensis	9318747	
4410976	Trichodrilus rouchi Rodriguez & Giani, 1994	4410976	Trichodrilus rouchi Rodriguez & Giani, 1994	6	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Trichodrilus	2307987	Trichodrilus rouchi	4410976	
4410996	Trichodrilus gordeevi Popčhenko, 1978	4410996	Trichodrilus gordeevi Popčhenko, 1978	4	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Trichodrilus	2307987	Trichodrilus gordeevi	4410996	
9837192	BOLD:ACQ6642	9837192	BOLD:ACQ6642	11	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011	Stylodrilus heringianus	2308015	
2308027	Mesoporodrilus Smith, 1896	2308000	Eclipidrilus Eisen, 1881	18	GENUS	SYNONYM	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Eclipidrilus	2308000			
4410987	Trichodrilus montenegrinus Karaman, 1973	4410987	Trichodrilus montenegrinus Karaman, 1973	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Trichodrilus	2307987	Trichodrilus montenegrinus	4410987	
9258987	Guestphalinus exilis Fend & Rodriguez, 2017	9258987	Guestphalinus exilis Fend & Rodriguez, 2017	9	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Guestphalinus	2307997	Guestphalinus exilis	9258987	
9950027	BOLD:AAX0664	9950027	BOLD:AAX0664	1	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Lamprodrilus	5194009			
4410995	Trichodrilus tenuis Hrabĕ, 1960	4410995	Trichodrilus tenuis Hrabĕ, 1960	16	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Trichodrilus	2307987	Trichodrilus tenuis	4410995	
4411024	Claparedilla meridionalis Vejdovský, 1884	4411022	Stylodrilus lemani (Grube, 1879)	2	SPECIES	SYNONYM	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011	Stylodrilus lemani	4411022	
9706091	Kozovetta miranda Hrabě, 1982	8910019	Stylodrilus mirandus (Hrabĕ, 1982)	1	SPECIES	SYNONYM	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011	Stylodrilus mirandus	8910019	
9211466	Cookidrilus pocosinus Rodriguez, Fend & Lenat, 2014	9211466	Cookidrilus pocosinus Rodriguez, Fend & Lenat, 2014	5	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Cookidrilus	4406404	Cookidrilus pocosinus	9211466	
8911858	Phagodrilus johnsoni McKey-Fender, 2001	8911858	Phagodrilus johnsoni McKey-Fender, 2001	3	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Phagodrilus	4812143	Phagodrilus johnsoni	8911858	
9318850	Styloscolex swarczewski Bürow, 1931	9318850	Styloscolex swarczewski Bürow, 1931	3	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Styloscolex	2307967	Styloscolex swarczewski	9318850	
10489872	BOLD:ACQ0029	10489872	BOLD:ACQ0029	1	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Eclipidrilus	2308000	Eclipidrilus frigidus	2308007	
9377808	Styloscolex sokolskajae Morev, 1978	9377808	Styloscolex sokolskajae Morev, 1978	5	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Styloscolex	2307967	Styloscolex sokolskajae	9377808	
9450691	Bythonomus crassus var. crassior Izosimov, 1962	2308014	Stylodrilus crassus (Izosimov, 1962)	1	VARIETY	SYNONYM	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011	Stylodrilus crassus	2308014	
2308025	Lumbricus variegatus Müller, 1774	2308023	Lumbriculus variegatus (Müller, 1774)	49	SPECIES	SYNONYM	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Lumbriculus	2308018	Lumbriculus variegatus	2308023	
8788716	Stylodrilus californianus Rodriguez, 1996	8788716	Stylodrilus californianus Rodriguez, 1996	10	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011	Stylodrilus californianus	8788716	
4411058	Rhynchelmis granuensis onegensis Hrabĕ, 1961	4411058	Rhynchelmis granuensis onegensis Hrabĕ, 1961	16	SUBSPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Rhynchelmis	2307973	Rhynchelmis granuensis	4411056	
9468015	Lumbriculus kolymensis Morev, 1982	9468015	Lumbriculus kolymensis Morev, 1982	3	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Lumbriculus	2308018	Lumbriculus kolymensis	9468015	
10840762	BOLD:ADW3997	10840762	BOLD:ADW3997	1	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011			
4411054	Rhynchelmis paraolchonensis Giani & Martínez-Ansemil, 1984	4411054	Rhynchelmis paraolchonensis Giani & Martínez-Ansemil, 1984	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Rhynchelmis	2307973	Rhynchelmis paraolchonensis	4411054	
10080487	BOLD:ACQ8414	10080487	BOLD:ACQ8414	1	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011			
8039821	Rhynchelmis bolinensis Fend & Lenat, 2010	8039821	Rhynchelmis bolinensis Fend & Lenat, 2010	10	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Rhynchelmis	2307973	Rhynchelmis bolinensis	8039821	
9908099	BOLD:AAI0912	9908099	BOLD:AAI0912	10	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Rhynchelmis	2307973	Rhynchelmis alyonae	9131367	
4411035	Aurantia Pierantoni, 1904	2308011	Stylodrilus Claparède, 1862	1	GENUS	SYNONYM	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011			
10509948	BOLD:ACQ0838	10509948	BOLD:ACQ0838	1	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Guestphalinus	2307997			
4411053	Rhynchelmis vejdovskyi Hrabĕ & Černosvitov, 1926	4411053	Rhynchelmis vejdovskyi Hrabĕ & Černosvitov, 1926	22	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Rhynchelmis	2307973	Rhynchelmis vejdovskyi	4411053	
9131367	Rhynchelmis alyonae Martin, Ferraguti & Kaygorodova, 1998	9131367	Rhynchelmis alyonae Martin, Ferraguti & Kaygorodova, 1998	5	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Rhynchelmis	2307973	Rhynchelmis alyonae	9131367	
2307996	Hrabea ogumai Yamaguchi, 1936	2307996	Hrabea ogumai Yamaguchi, 1936	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Hrabea	2307995	Hrabea ogumai	2307996	
9965641	BOLD:ACQ1874	9965641	BOLD:ACQ1874	1	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Rhynchelmis	2307973			
10452113	BOLD:ACQ6641	10452113	BOLD:ACQ6641	7	UNRANKED	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Stylodrilus	2308011	Stylodrilus heringianus	2308015	
2307974	Rhynchelmis brooksi Holmquist, 1976	2307974	Rhynchelmis brooksi Holmquist, 1976	48	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Rhynchelmis	2307973	Rhynchelmis brooksi	2307974	
9694195	Euaxes obtusirostris Menge, 1845	9694195	Euaxes obtusirostris Menge, 1845	1	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Euaxes	4812139	Euaxes obtusirostris	9694195	
2307981	Rhynchelmis limosella Hoffmeister, 1843	2307981	Rhynchelmis limosella Hoffmeister, 1843	493	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Rhynchelmis	2307973	Rhynchelmis limosella	2307981	
9631613	Styloscolex kolmakowi Bürow, 1931	9542445	Styloscolex kolmakovi Burow, 1931	4	SPECIES	SYNONYM	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Styloscolex	2307967	Styloscolex kolmakovi	9542445	
9804710	Thinodrilus inconstans F.Smith, 1895	9804710	Thinodrilus inconstans F.Smith, 1895	66	SPECIES	ACCEPTED	Animalia	1	Annelida	42	Clitellata	255	Lumbriculida	473	Lumbriculidae	6964	Thinodrilus	4812172	Thinodrilus inconstans	9804710	
