FID,species,latitude,longitude,datasource,OBJECTID
10548,NA,49.150154370000003,8.739316072999999,sWorm,10549
10549,NA,49.137901530000001,8.744683763999999,sWorm,10550
10550,NA,49.136529959999997,8.734549855999999,sWorm,10551
10551,NA,49.142813750000002,8.737846858999999,sWorm,10552
10552,NA,49.142668880000002,8.741397387999999,sWorm,10553
11259,NA,49.137707679999998,8.730569337000000,sWorm,11260
11260,NA,49.135291570000000,8.743628253000001,sWorm,11261
11261,NA,49.133222730000000,8.755766098000000,sWorm,11262
11262,NA,49.147741150000002,8.733859587000000,sWorm,11263
11263,NA,49.134939989999999,8.743218956000000,sWorm,11264
11264,NA,49.136212420000000,8.745295389000001,sWorm,11265
11265,NA,49.136212420000000,8.745295389000001,sWorm,11266
11266,NA,49.137707679999998,8.730569337000000,sWorm,11267
11267,NA,49.139854810000003,8.729749137000001,sWorm,11268
11268,NA,49.145200590000002,8.731748675000000,sWorm,11269
11269,NA,49.145200590000002,8.731748675000000,sWorm,11270
11270,NA,49.147611740000002,8.728473418000000,sWorm,11271
11271,NA,49.136696299999997,8.752816418000000,sWorm,11272
11272,NA,49.136696299999997,8.752816418000000,sWorm,11273
11273,NA,49.136128499999998,8.752202561000001,sWorm,11274
11274,NA,49.135995559999998,8.753107674000001,sWorm,11275
11275,NA,49.135995559999998,8.753107674000001,sWorm,11276
11276,NA,49.145315640000000,8.751046651999999,sWorm,11277
11277,NA,49.145343349999997,8.747236135000000,sWorm,11278
11278,NA,49.141620310000000,8.747035736999999,sWorm,11279
11279,NA,49.141620310000000,8.747035736999999,sWorm,11280
11280,NA,49.138499539999998,8.738664420999999,sWorm,11281
11281,NA,49.148286939999998,8.744630537000001,sWorm,11282
11282,NA,49.147673500000003,8.743729017000000,sWorm,11283
11283,NA,49.135828060000001,8.742268820000000,sWorm,11284
11284,NA,49.153003169999998,8.742618621000000,sWorm,11285
11285,NA,49.135328690000001,8.744148800000000,sWorm,11286
11286,NA,49.152460320000003,8.745171182000000,sWorm,11287
11287,NA,49.132736010000002,8.738763160000000,sWorm,11288
11288,NA,49.132736010000002,8.738763160000000,sWorm,11289
11289,NA,49.133160330000003,8.735554424000000,sWorm,11290
11290,NA,49.131354840000000,8.732453528000001,sWorm,11291
11291,NA,49.132179460000003,8.739177160000001,sWorm,11292
11292,NA,49.132179460000003,8.739177160000001,sWorm,11293
11293,NA,49.131428610000000,8.733247881000000,sWorm,11294
11294,NA,49.146208489999999,8.748122677000000,sWorm,11295
11295,NA,49.146208489999999,8.748122677000000,sWorm,11296
11296,NA,49.146090409999999,8.747575010000000,sWorm,11297
11297,NA,49.152330130000003,8.743225266000000,sWorm,11298
11298,NA,49.152360870000003,8.740880982000000,sWorm,11299
11299,NA,49.149930959999999,8.748062730999999,sWorm,11300
11300,NA,49.149767619999999,8.747378177000000,sWorm,11301
11301,NA,49.139691370000001,8.736862835000000,sWorm,11302
11302,NA,49.152814520000000,8.738685268999999,sWorm,11303
11303,NA,49.152814520000000,8.738685268999999,sWorm,11304
11304,NA,49.147274940000003,8.734451476000000,sWorm,11305
11305,NA,49.139239609999997,8.739880257999999,sWorm,11306
11306,NA,49.130808340000002,8.733319712000000,sWorm,11307
11307,NA,49.134939989999999,8.743218956000000,sWorm,11308
11308,NA,49.151415810000003,8.748617252000001,sWorm,11309
11309,NA,49.140024250000003,8.736943307000001,sWorm,11310
11310,NA,49.135291570000000,8.743628253000001,sWorm,11311
11311,NA,49.143422090000001,8.752783052000000,sWorm,11312
11312,NA,49.138645750000002,8.739705198999999,sWorm,11313
11313,NA,49.133160330000003,8.735554424000000,sWorm,11314
11314,NA,49.134255660000001,8.734822335000000,sWorm,11315
11315,NA,49.132593790000001,8.735530024999999,sWorm,11316
11316,NA,49.133080630000002,8.736089265000000,sWorm,11317
11317,NA,49.146458860000003,8.747477196000000,sWorm,11318
11318,NA,49.146090409999999,8.747575010000000,sWorm,11319
11319,NA,49.150180640000002,8.747101926999999,sWorm,11320
11320,NA,49.147741150000002,8.733859587000000,sWorm,11321
11321,NA,49.156084229999998,8.737228627000000,sWorm,11322
11322,NA,49.139239609999997,8.739880257999999,sWorm,11323
11323,NA,49.150195289999999,8.745580294000000,sWorm,11324
11324,NA,49.130808340000002,8.733319712000000,sWorm,11325
11325,NA,49.134939989999999,8.743218956000000,sWorm,11326
11326,NA,49.130510790000002,8.749037851000001,sWorm,11327
11327,NA,49.151880910000003,8.743392080000000,sWorm,11328
11328,NA,49.139854810000003,8.729749137000001,sWorm,11329
11329,NA,49.145436629999999,8.732720560000001,sWorm,11330
11330,NA,49.145436629999999,8.732720560000001,sWorm,11331
11331,NA,49.147611740000002,8.728473418000000,sWorm,11332
11332,NA,49.138499539999998,8.738664420999999,sWorm,11333
11333,NA,49.148286939999998,8.744630537000001,sWorm,11334
11334,NA,49.152020389999997,8.749601193000000,sWorm,11335
11335,NA,49.152020389999997,8.749601193000000,sWorm,11336
11336,NA,49.152420970000001,8.747734844000000,sWorm,11337
11337,NA,49.143422090000001,8.752783052000000,sWorm,11338
11338,NA,49.135828060000001,8.742268820000000,sWorm,11339
11339,NA,49.153433710000002,8.738133674000000,sWorm,11340
11340,NA,49.153433710000002,8.738133674000000,sWorm,11341
11341,NA,49.153003169999998,8.742618621000000,sWorm,11342
11342,NA,49.147581490000000,8.751007915000001,sWorm,11343
11343,NA,49.135328690000001,8.744148800000000,sWorm,11344
11344,NA,49.152460320000003,8.745171182000000,sWorm,11345
11345,NA,49.140104270000002,8.728761026999999,sWorm,11346
11346,NA,49.138645750000002,8.739705198999999,sWorm,11347
11347,NA,49.133222730000000,8.755766098000000,sWorm,11348
11348,NA,49.130189319999999,8.750067136000000,sWorm,11349
11349,NA,49.132309919999997,8.741218195000000,sWorm,11350
11350,NA,49.132036560000003,8.735642604000001,sWorm,11351
11351,NA,49.131354840000000,8.732453528000001,sWorm,11352
11352,NA,49.131204390000001,8.733495725999999,sWorm,11353
11353,NA,49.132593790000001,8.735530024999999,sWorm,11354
11354,NA,49.133080630000002,8.736089265000000,sWorm,11355
11355,NA,49.131428610000000,8.733247881000000,sWorm,11356
11356,NA,49.145158109999997,8.740726561000001,sWorm,11357
11357,NA,49.145158109999997,8.740726561000001,sWorm,11358
11358,NA,49.151842940000002,8.742487535000000,sWorm,11359
11359,NA,49.151842940000002,8.742487535000000,sWorm,11360
11360,NA,49.152330130000003,8.743225266000000,sWorm,11361
11361,NA,49.149930959999999,8.748062730999999,sWorm,11362
11362,NA,49.150180640000002,8.747101926999999,sWorm,11363
11363,NA,49.147274940000003,8.734451476000000,sWorm,11364
11364,NA,49.156084229999998,8.737228627000000,sWorm,11365
11365,NA,49.140216780000003,8.734626148000000,sWorm,11366
11366,NA,49.140216780000003,8.734626148000000,sWorm,11367
11367,NA,49.139239609999997,8.739880257999999,sWorm,11368
11368,NA,49.130808340000002,8.733319712000000,sWorm,11369
11369,NA,49.130510790000002,8.749037851000001,sWorm,11370
11370,NA,49.139691370000001,8.736862835000000,sWorm,11371
11371,NA,49.136212420000000,8.745295389000001,sWorm,11372
11372,NA,49.131204390000001,8.733495725999999,sWorm,11373
11373,NA,49.146458860000003,8.747477196000000,sWorm,11374
11374,NA,49.135995559999998,8.753107674000001,sWorm,11375
11375,NA,49.147581490000000,8.751007915000001,sWorm,11376
11376,NA,49.140104270000002,8.728761026999999,sWorm,11377
11377,NA,49.132787219999997,8.741544587000000,sWorm,11378
11378,NA,49.140216780000003,8.734626148000000,sWorm,11379
11379,NA,49.132787219999997,8.741544587000000,sWorm,11380
11380,NA,49.132036560000003,8.735642604000001,sWorm,11381
11381,NA,49.147673500000003,8.743729017000000,sWorm,11382
13022,Allolobophora chlorotica,49.960000000000001,6.920000000000000,sWorm,13023
13023,Allolobophora chlorotica,49.960000000000001,6.920000000000000,sWorm,13024
13024,Allolobophora chlorotica,49.960000000000001,6.920000000000000,sWorm,13025
13025,Allolobophora chlorotica,49.960000000000001,6.920000000000000,sWorm,13026
13026,Allolobophora chlorotica,49.960000000000001,6.920000000000000,sWorm,13027
13027,Aporrectodea cupulifera,49.960000000000001,6.920000000000000,sWorm,13028
13028,Aporrectodea cupulifera,49.960000000000001,6.920000000000000,sWorm,13029
13029,Aporrectodea cupulifera,49.960000000000001,6.920000000000000,sWorm,13030
13030,Aporrectodea cupulifera,49.960000000000001,6.920000000000000,sWorm,13031
13031,Aporrectodea cupulifera,49.960000000000001,6.920000000000000,sWorm,13032
13032,Aporrectodea cupulifera,49.960000000000001,6.920000000000000,sWorm,13033
13033,Aporrectodea cupulifera,49.960000000000001,6.920000000000000,sWorm,13034
13034,Proctodrilus antipae,49.960000000000001,6.920000000000000,sWorm,13035
13035,Proctodrilus antipae,49.960000000000001,6.920000000000000,sWorm,13036
13036,Aporrectodea caliginosa,49.960000000000001,6.920000000000000,sWorm,13037
13037,Aporrectodea caliginosa,49.960000000000001,6.920000000000000,sWorm,13038
13038,Aporrectodea caliginosa,49.960000000000001,6.920000000000000,sWorm,13039
13039,Aporrectodea caliginosa,49.960000000000001,6.920000000000000,sWorm,13040
13040,Aporrectodea caliginosa,49.960000000000001,6.920000000000000,sWorm,13041
13041,Aporrectodea caliginosa,49.960000000000001,6.920000000000000,sWorm,13042
13042,Aporrectodea longa,49.960000000000001,6.920000000000000,sWorm,13043
13043,Aporrectodea longa,49.960000000000001,6.920000000000000,sWorm,13044
13044,Aporrectodea longa,49.960000000000001,6.920000000000000,sWorm,13045
13045,Aporrectodea longa,49.960000000000001,6.920000000000000,sWorm,13046
13046,Aporrectodea rosea,49.960000000000001,6.920000000000000,sWorm,13047
13047,Aporrectodea rosea,49.960000000000001,6.920000000000000,sWorm,13048
13048,Aporrectodea rosea,49.960000000000001,6.920000000000000,sWorm,13049
13049,Aporrectodea rosea,49.960000000000001,6.920000000000000,sWorm,13050
13050,Lumbricus rubellus,49.960000000000001,6.920000000000000,sWorm,13051
13051,Lumbricus rubellus,49.960000000000001,6.920000000000000,sWorm,13052
13052,Lumbricus rubellus,49.960000000000001,6.920000000000000,sWorm,13053
13053,Lumbricus rubellus,49.960000000000001,6.920000000000000,sWorm,13054
13054,Lumbricus rubellus,49.960000000000001,6.920000000000000,sWorm,13055
13055,Lumbricus rubellus,49.960000000000001,6.920000000000000,sWorm,13056
13056,Lumbricus rubellus,49.960000000000001,6.920000000000000,sWorm,13057
13057,Lumbricus terrestris,49.960000000000001,6.920000000000000,sWorm,13058
13058,Lumbricus terrestris,49.960000000000001,6.920000000000000,sWorm,13059
13059,Lumbricus terrestris,49.960000000000001,6.920000000000000,sWorm,13060
13060,Lumbricus terrestris,49.960000000000001,6.920000000000000,sWorm,13061
13061,NA,49.960000000000001,6.920000000000000,sWorm,13062
13062,NA,49.960000000000001,6.920000000000000,sWorm,13063
13063,NA,49.960000000000001,6.920000000000000,sWorm,13064
13064,NA,49.960000000000001,6.920000000000000,sWorm,13065
13065,NA,49.960000000000001,6.920000000000000,sWorm,13066
13066,NA,49.960000000000001,6.920000000000000,sWorm,13067
13067,NA,49.960000000000001,6.920000000000000,sWorm,13068
13611,Aporrectodea caliginosa,51.850000000000001,6.483000000000000,sWorm,13612
13643,Lumbricus rubellus,51.850000000000001,6.483000000000000,sWorm,13644
13645,Lumbricus rubellus,51.832999999999998,6.400000000000000,sWorm,13646
13659,Allolobophora chlorotica,53.618000000000002,9.606999999999999,sWorm,13660
13660,Allolobophora chlorotica,53.613999999999997,9.595000000000001,sWorm,13661
13661,Allolobophora chlorotica,53.619000000000000,9.602000000000000,sWorm,13662
13662,Allolobophora chlorotica,53.618000000000002,9.609999999999999,sWorm,13663
13663,Allolobophora chlorotica,53.616000000000000,9.613000000000000,sWorm,13664
13664,Allolobophora chlorotica,53.619999999999997,9.602000000000000,sWorm,13665
13665,Allolobophora chlorotica,54.558999999999997,8.928000000000001,sWorm,13666
13666,Allolobophora chlorotica,53.618000000000002,9.611000000000001,sWorm,13667
13667,Allolobophora chlorotica,54.561999999999998,8.930999999999999,sWorm,13668
13668,Allolobophora chlorotica,53.616999999999997,9.606000000000000,sWorm,13669
13669,Allolobophora chlorotica,53.619999999999997,9.603999999999999,sWorm,13670
13670,Allolobophora chlorotica,53.618000000000002,9.595000000000001,sWorm,13671
13671,Allolobophora chlorotica,53.616999999999997,9.589000000000000,sWorm,13672
13672,Allolobophora chlorotica,53.616000000000000,9.592000000000001,sWorm,13673
13673,Allolobophora chlorotica,53.619000000000000,9.612000000000000,sWorm,13674
13674,Allolobophora chlorotica,53.619000000000000,9.608000000000001,sWorm,13675
13675,Allolobophora chlorotica,53.616999999999997,9.596000000000000,sWorm,13676
13676,Allolobophora chlorotica,53.616000000000000,9.592000000000001,sWorm,13677
13677,Allolobophora chlorotica,53.618000000000002,9.611000000000001,sWorm,13678
13678,Allolobophora chlorotica,53.619999999999997,9.605000000000000,sWorm,13679
13679,Allolobophora chlorotica,53.615000000000002,9.593000000000000,sWorm,13680
13680,Allolobophora chlorotica,53.618000000000002,9.612000000000000,sWorm,13681
13681,Allolobophora chlorotica,53.616999999999997,9.614000000000001,sWorm,13682
13682,Allolobophora chlorotica,53.618000000000002,9.606999999999999,sWorm,13683
13683,Allolobophora chlorotica,53.618000000000002,9.616000000000000,sWorm,13684
13684,Allolobophora chlorotica,53.621000000000002,9.603999999999999,sWorm,13685
13685,Allolobophora chlorotica,53.616000000000000,9.595000000000001,sWorm,13686
13686,Allolobophora chlorotica,53.619000000000000,9.612000000000000,sWorm,13687
13687,Allolobophora chlorotica,53.619000000000000,9.612000000000000,sWorm,13688
13688,Allolobophora chlorotica,54.555999999999997,8.930999999999999,sWorm,13689
13689,Allolobophora chlorotica,53.616999999999997,9.593999999999999,sWorm,13690
13690,Allolobophora chlorotica,53.619000000000000,9.608000000000001,sWorm,13691
13691,Allolobophora chlorotica,53.619000000000000,9.613000000000000,sWorm,13692
13692,Allolobophora chlorotica,53.618000000000002,9.602000000000000,sWorm,13693
13693,Allolobophora chlorotica,53.616000000000000,9.609999999999999,sWorm,13694
13694,Allolobophora chlorotica,53.619000000000000,9.614000000000001,sWorm,13695
13695,Allolobophora chlorotica,53.616000000000000,9.589000000000000,sWorm,13696
13696,Allolobophora chlorotica,54.555999999999997,8.930999999999999,sWorm,13697
13697,Allolobophora chlorotica,54.561000000000000,8.926000000000000,sWorm,13698
13698,Allolobophora chlorotica,53.621000000000002,9.601000000000001,sWorm,13699
13699,Allolobophora chlorotica,53.615000000000002,9.590000000000000,sWorm,13700
13700,Allolobophora chlorotica,53.618000000000002,9.593999999999999,sWorm,13701
13701,Allolobophora chlorotica,53.619000000000000,9.601000000000001,sWorm,13702
13702,Allolobophora chlorotica,53.619000000000000,9.608000000000001,sWorm,13703
13703,Allolobophora chlorotica,53.618000000000002,9.611000000000001,sWorm,13704
13704,Allolobophora chlorotica,53.618000000000002,9.602000000000000,sWorm,13705
13705,Allolobophora chlorotica,54.561000000000000,8.933000000000000,sWorm,13706
13706,Allolobophora chlorotica,53.619000000000000,9.614000000000001,sWorm,13707
