"MTB";"PERIODE";"Artensumme";"X";"Y";"SMTB";"TKBUNDESLA"
"5212";5234;"1980-1999";13;11.4152610933531;50.7487795756048;"Rudolstadt";"ThÅringen"
"5213";5234;"2000-2018";18;11.4152610933531;50.7487795756048;"Rudolstadt";"ThÅringen"
"5214";5235;"1980-1999";15;11.5819029955439;50.7487806999918;"Pî·neck Nord";"ThÅringen"
"5215";5235;"2000-2018";15;11.5819029955439;50.7487806999918;"Pî·neck Nord";"ThÅringen"
"5216";5235;"1900-2018";16;11.5819029955439;50.7487806999918;"Pî·neck Nord";"ThÅringen"
"5217";5236;"1980-1999";15;11.7485449045757;50.7487818619026;"Neustadt Orla";"ThÅringen"
"5218";5236;"2000-2018";15;11.7485449045757;50.7487818619026;"Neustadt Orla";"ThÅringen"
"5219";5236;"1900-2018";17;11.7485449045757;50.7487818619026;"Neustadt Orla";"ThÅringen"
"5220";5237;"1980-1999";15;11.9151868208297;50.7487830619262;"Triptis";"ThÅringen"
"5221";5237;"2000-2018";15;11.9151868208297;50.7487830619262;"Triptis";"ThÅringen"
"5222";5237;"1900-2018";16;11.9151868208297;50.7487830619262;"Triptis";"ThÅringen"
"5223";5238;"1900-2018";15;12.0818287447046;50.7487843007504;"Weida";"ThÅringen"
"5224";5238;"2000-2018";13;12.0818287447046;50.7487843007504;"Weida";"ThÅringen"
"5225";5238;"1980-1999";15;12.0818287447046;50.7487843007504;"Weida";"ThÅringen"
"5226";5239;"1980-1999";13;12.2484706766515;50.7487855792294;"Teichwolframsdorf";"Sachsen"
"5227";5239;"1900-2018";13;12.2484706766515;50.7487855792294;"Teichwolframsdorf";"Sachsen"
"5228";5239;"2000-2018";12;12.2484706766515;50.7487855792294;"Teichwolframsdorf";"Sachsen"
"5229";5240;"1980-1999";18;12.4151126171958;50.7487868983771;"Zwickau";"Sachsen"
"5230";5240;"1900-2018";18;12.4151126171958;50.7487868983771;"Zwickau";"Sachsen"
"5231";5240;"2000-2018";17;12.4151126171958;50.7487868983771;"Zwickau";"Sachsen"
"5232";5241;"1980-1999";16;12.5817545669276;50.7487882593389;"Zwickau Ost";"Sachsen"
"5233";5241;"1900-2018";18;12.5817545669276;50.7487882593389;"Zwickau Ost";"Sachsen"
"5234";5241;"2000-2018";16;12.5817545669276;50.7487882593389;"Zwickau Ost";"Sachsen"
"5235";5242;"1980-1999";17;12.7483965264447;50.7487896634547;"Stollberg (Erzgebirge)";"Sachsen"
"5236";5242;"1900-2018";18;12.7483965264447;50.7487896634547;"Stollberg (Erzgebirge)";"Sachsen"
"5237";5242;"2000-2018";14;12.7483965264447;50.7487896634547;"Stollberg (Erzgebirge)";"Sachsen"
"5238";5243;"1980-1999";13;12.915038496496;50.7487911122842;"Chemnitz SÅd";"Sachsen"
"5239";5243;"1900-2018";14;12.915038496496;50.7487911122842;"Chemnitz SÅd";"Sachsen"
"5240";5243;"2000-2018";10;12.915038496496;50.7487911122842;"Chemnitz SÅd";"Sachsen"
"5241";5244;"1980-1999";10;13.0816804778965;50.7487926076241;"Zschopau";"Sachsen"
"5242";5244;"2000-2018";11;13.0816804778965;50.7487926076241;"Zschopau";"Sachsen"
"5243";5244;"1900-2018";13;13.0816804778965;50.7487926076241;"Zschopau";"Sachsen"
"5244";5245;"1980-1999";12;13.2483224715827;50.7487941514717;"Lengefeld";"Sachsen"
"5245";5245;"2000-2018";13;13.2483224715827;50.7487941514717;"Lengefeld";"Sachsen"
"5246";5245;"1900-2018";15;13.2483224715827;50.7487941514717;"Lengefeld";"Sachsen"
"5247";5246;"2000-2018";8;13.4149644785738;50.7487957461348;"Sayda";"Sachsen"
"5248";5246;"1900-2018";9;13.4149644785738;50.7487957461348;"Sayda";"Sachsen"
"5249";5246;"1980-1999";9;13.4149644785738;50.7487957461348;"Sayda";"Sachsen"
"5250";5247;"1900-2018";9;13.5816065000693;50.7487973941651;"Rechenberg-BienenmÅhle";"Sachsen"
"5251";5247;"1980-1999";9;13.5816065000693;50.7487973941651;"Rechenberg-BienenmÅhle";"Sachsen"
"5252";5247;"2000-2018";8;13.5816065000693;50.7487973941651;"Rechenberg-BienenmÅhle";"Sachsen"
"5253";5248;"1980-1999";11;13.7482485374057;50.7487990984702;"Altenberg";"Sachsen"
"5254";5248;"2000-2018";11;13.7482485374057;50.7487990984702;"Altenberg";"Sachsen"
"5255";5248;"1900-2018";13;13.7482485374057;50.7487990984702;"Altenberg";"Sachsen"
"5256";5249;"1980-1999";6;13.9148905920608;50.7488008622751;"Liebenau";"Sachsen"
"5257";5249;"2000-2018";8;13.9148905920608;50.7488008622751;"Liebenau";"Sachsen"
"5258";5249;"1900-2018";7;13.9148905920608;50.7488008622751;"Liebenau";"Sachsen"
"5259";5302;"1980-1999";5;6.08272229008323;50.6487739739496;NA;NA
"5260";5302;"1900-2018";5;6.08272229008323;50.6487739739496;NA;NA
"5261";5303;"2000-2018";8;6.24936415454135;50.6487739468046;"Roetgen";"Nordrhein-Westfalen"
"5262";5303;"1900-2018";13;6.24936415454135;50.6487739468046;"Roetgen";"Nordrhein-Westfalen"
"5263";5303;"1980-1999";12;6.24936415454135;50.6487739468046;"Roetgen";"Nordrhein-Westfalen"
"5264";5304;"2000-2018";12;6.41600601793696;50.6487739578805;"Nideggen";"Nordrhein-Westfalen"
"5265";5304;"1980-1999";12;6.41600601793696;50.6487739578805;"Nideggen";"Nordrhein-Westfalen"
"5266";5304;"1900-2018";12;6.41600601793696;50.6487739578805;"Nideggen";"Nordrhein-Westfalen"
"5267";5305;"1980-1999";14;6.5826478806351;50.6487740065727;"Zuelpich";"Nordrhein-Westfalen"
"5268";5305;"1900-2018";15;6.5826478806351;50.6487740065727;"Zuelpich";"Nordrhein-Westfalen"
"5269";5305;"2000-2018";11;6.5826478806351;50.6487740065727;"Zuelpich";"Nordrhein-Westfalen"
"5270";5306;"2000-2018";9;6.74928974298412;50.6487740923858;"Euskirchen";"Nordrhein-Westfalen"
"5271";5306;"1980-1999";16;6.74928974298412;50.6487740923858;"Euskirchen";"Nordrhein-Westfalen"
"5272";5306;"1900-2018";19;6.74928974298412;50.6487740923858;"Euskirchen";"Nordrhein-Westfalen"
"5273";5307;"1980-1999";14;6.91593160527126;50.6487742149028;"Rheinbach";"Nordrhein-Westfalen"
"5274";5307;"1900-2018";14;6.91593160527126;50.6487742149028;"Rheinbach";"Nordrhein-Westfalen"
"5275";5307;"2000-2018";9;6.91593160527126;50.6487742149028;"Rheinbach";"Nordrhein-Westfalen"
"5276";5308;"2000-2018";14;7.08257346779411;50.6487743738157;"Bonn-Bad Godesberg";"Nordrhein-Westfalen"
"5277";5308;"1980-1999";19;7.08257346779411;50.6487743738157;"Bonn-Bad Godesberg";"Nordrhein-Westfalen"
"5278";5308;"1900-2018";20;7.08257346779411;50.6487743738157;"Bonn-Bad Godesberg";"Nordrhein-Westfalen"
"5279";5309;"1980-1999";17;7.24921533082924;50.6487745688769;"Kînigswinter";"Nordrhein-Westfalen"
"5280";5309;"2000-2018";16;7.24921533082924;50.6487745688769;"Kînigswinter";"Nordrhein-Westfalen"
"5281";5309;"1900-2018";17;7.24921533082924;50.6487745688769;"Kînigswinter";"Nordrhein-Westfalen"
"5282";5310;"1980-1999";15;7.41585719463897;50.6487747998583;"Asbach";"Nordrhein-Westfalen"
"5283";5310;"2000-2018";13;7.41585719463897;50.6487747998583;"Asbach";"Nordrhein-Westfalen"
"5284";5310;"1900-2018";15;7.41585719463897;50.6487747998583;"Asbach";"Nordrhein-Westfalen"
"5285";5311;"2000-2018";3;7.58249905945116;50.6487750666391;"Altenkirchen";"Rheinland-Pfalz"
"5286";5311;"1980-1999";11;7.58249905945116;50.6487750666391;"Altenkirchen";"Rheinland-Pfalz"
"5287";5311;"1900-2018";11;7.58249905945116;50.6487750666391;"Altenkirchen";"Rheinland-Pfalz"
"5288";5312;"1900-2018";14;7.74914092551646;50.648775369094;"Hachenburg";"Rheinland-Pfalz"
"5289";5312;"1980-1999";14;7.74914092551646;50.648775369094;"Hachenburg";"Rheinland-Pfalz"
"5290";5313;"2000-2018";2;7.91578279303124;50.6487757071381;"Bad Marienberg (Ww)";"Rheinland-Pfalz"
"5291";5313;"1900-2018";15;7.91578279303124;50.6487757071381;"Bad Marienberg (Ww)";"Rheinland-Pfalz"
"5292";5313;"1980-1999";15;7.91578279303124;50.6487757071381;"Bad Marienberg (Ww)";"Rheinland-Pfalz"
"5293";5314;"2000-2018";9;8.08242466224762;50.648776080743;"Rennerod";"Hessen"
"5294";5314;"1900-2018";13;8.08242466224762;50.648776080743;"Rennerod";"Hessen"
"5295";5314;"1980-1999";11;8.08242466224762;50.648776080743;"Rennerod";"Hessen"
"5296";5315;"2000-2018";15;8.2490665333729;50.6487764898458;"Herborn";"Hessen"
"5297";5315;"1900-2018";14;8.2490665333729;50.6487764898458;"Herborn";"Hessen"
"5298";5315;"1980-1999";10;8.2490665333729;50.6487764898458;"Herborn";"Hessen"
"5299";5316;"2000-2018";13;8.4157084066108;50.6487769344395;"Ballersbach";"Hessen"
"5300";5316;"1900-2018";12;8.4157084066108;50.6487769344395;"Ballersbach";"Hessen"
"5301";5316;"1980-1999";9;8.4157084066108;50.6487769344395;"Ballersbach";"Hessen"
"5302";5317;"2000-2018";14;8.58235028217504;50.6487774144905;"Rodheim-Bieber";"Hessen"
"5303";5317;"1900-2018";17;8.58235028217504;50.6487774144905;"Rodheim-Bieber";"Hessen"
"5304";5317;"1980-1999";14;8.58235028217504;50.6487774144905;"Rodheim-Bieber";"Hessen"
"5305";5318;"2000-2018";13;8.74899216030442;50.6487779300187;"Allendorf (Lumda)";"Hessen"
"5306";5318;"1900-2018";17;8.74899216030442;50.6487779300187;"Allendorf (Lumda)";"Hessen"
"5307";5318;"1980-1999";17;8.74899216030442;50.6487779300187;"Allendorf (Lumda)";"Hessen"
"5308";5319;"1980-1999";12;8.91563404117838;50.6487784810027;"Londorf";"Hessen"
"5309";5319;"2000-2018";12;8.91563404117838;50.6487784810027;"Londorf";"Hessen"
"5310";5319;"1900-2018";17;8.91563404117838;50.6487784810027;"Londorf";"Hessen"
"5311";5320;"1980-1999";15;9.08227592502075;50.6487790674365;"Burg-GemÅnden";"Hessen"
"5312";5320;"2000-2018";11;9.08227592502075;50.6487790674365;"Burg-GemÅnden";"Hessen"
"5313";5320;"1900-2018";18;9.08227592502075;50.6487790674365;"Burg-GemÅnden";"Hessen"
"5314";5321;"1900-2018";12;9.24891781203631;50.6487796893153;"Storndorf";"Hessen"
"5315";5321;"2000-2018";12;9.24891781203631;50.6487796893153;"Storndorf";"Hessen"
"5316";5321;"1980-1999";11;9.24891781203631;50.6487796893153;"Storndorf";"Hessen"
"5317";5322;"1900-2018";16;9.41555970244883;50.648780346635;"Lauterbach (Hessen)";"Hessen"
"5318";5322;"2000-2018";16;9.41555970244883;50.648780346635;"Lauterbach (Hessen)";"Hessen"
"5319";5322;"1980-1999";12;9.41555970244883;50.648780346635;"Lauterbach (Hessen)";"Hessen"
"5320";5323;"2000-2018";13;9.58220159643767;50.6487810394071;"Schlitz";"Hessen"
"5321";5323;"1980-1999";15;9.58220159643767;50.6487810394071;"Schlitz";"Hessen"
"5322";5323;"1900-2018";15;9.58220159643767;50.6487810394071;"Schlitz";"Hessen"
"5323";5324;"2000-2018";11;9.74884349424144;50.6487817676017;"HÅnfeld";"Hessen"
"5324";5324;"1980-1999";11;9.74884349424144;50.6487817676017;"HÅnfeld";"Hessen"
"5325";5324;"1900-2018";12;9.74884349424144;50.6487817676017;"HÅnfeld";"Hessen"
"5326";5325;"1900-2018";15;9.91548539607368;50.6487825312427;"Spahl";"Hessen"
"5327";5325;"1980-1999";14;9.91548539607368;50.6487825312427;"Spahl";"Hessen"
"5328";5325;"2000-2018";8;9.91548539607368;50.6487825312427;"Spahl";"Hessen"
"5329";5326;"1900-2018";10;10.0821273021378;50.648783330327;"Tann (Rhîn)";"Hessen"
"5330";5326;"1980-1999";10;10.0821273021378;50.648783330327;"Tann (Rhîn)";"Hessen"
"5331";5326;"2000-2018";7;10.0821273021378;50.648783330327;"Tann (Rhîn)";"Hessen"
"5332";5327;"2000-2018";12;10.2487692126409;50.6487841649077;"Oepfersdorf";"ThÅringen"
"5333";5327;"1900-2018";15;10.2487692126409;50.6487841649077;"Oepfersdorf";"ThÅringen"
"5334";5327;"1980-1999";13;10.2487692126409;50.6487841649077;"Oepfersdorf";"ThÅringen"
"5335";5328;"1900-2018";16;10.4154111278346;50.6487850350032;"Wasungen";"ThÅringen"
"5336";5328;"2000-2018";13;10.4154111278346;50.6487850350032;"Wasungen";"ThÅringen"
"5337";5328;"1980-1999";14;10.4154111278346;50.6487850350032;"Wasungen";"ThÅringen"
"5338";5329;"1900-2018";13;10.582053047915;50.6487859406885;"Suhl West";"ThÅringen"
"5339";5329;"2000-2018";11;10.582053047915;50.6487859406885;"Suhl West";"ThÅringen"
"5340";5329;"1980-1999";11;10.582053047915;50.6487859406885;"Suhl West";"ThÅringen"
"5341";5330;"2000-2018";9;10.7486949731321;50.648786882079;"Suhl";"ThÅringen"
"5342";5330;"1900-2018";15;10.7486949731321;50.648786882079;"Suhl";"ThÅringen"
"5343";5330;"1980-1999";15;10.7486949731321;50.648786882079;"Suhl";"ThÅringen"
"5344";5331;"2000-2018";12;10.9153369037134;50.6487878592855;"Ilmenau";"ThÅringen"
"5345";5331;"1900-2018";16;10.9153369037134;50.6487878592855;"Ilmenau";"ThÅringen"
"5346";5331;"1980-1999";16;10.9153369037134;50.6487878592855;"Ilmenau";"ThÅringen"
"5347";5332;"1900-2018";15;11.0819788399206;50.6487888725265;"Kînigsee";"ThÅringen"
"5348";5332;"1980-1999";14;11.0819788399206;50.6487888725265;"Kînigsee";"ThÅringen"
"5349";5332;"2000-2018";13;11.0819788399206;50.6487888725265;"Kînigsee";"ThÅringen"
"5350";5333;"1900-2018";14;11.2486207820296;50.6487899220393;"Bad Blankenburg";"ThÅringen"
"5351";5333;"2000-2018";13;11.2486207820296;50.6487899220393;"Bad Blankenburg";"ThÅringen"
"5352";5333;"1980-1999";14;11.2486207820296;50.6487899220393;"Bad Blankenburg";"ThÅringen"
"5353";5334;"2000-2018";14;11.4152627303373;50.6487910081221;"Saalfeld (Saale)";"ThÅringen"
"5354";5334;"1900-2018";17;11.4152627303373;50.6487910081221;"Saalfeld (Saale)";"ThÅringen"
"5355";5334;"1980-1999";16;11.4152627303373;50.6487910081221;"Saalfeld (Saale)";"ThÅringen"
"5356";5335;"1900-2018";17;11.5819046851303;50.6487921311821;"Pî·nick";"ThÅringen"
"5357";5335;"2000-2018";15;11.5819046851303;50.6487921311821;"Pî·nick";"ThÅringen"
"5358";5335;"1980-1999";17;11.5819046851303;50.6487921311821;"Pî·nick";"ThÅringen"
"5359";5336;"2000-2018";14;11.7485466467561;50.6487932917048;"Knau";"ThÅringen"
"5360";5336;"1900-2018";14;11.7485466467561;50.6487932917048;"Knau";"ThÅringen"
"5361";5336;"1980-1999";14;11.7485466467561;50.6487932917048;"Knau";"ThÅringen"
"5362";5337;"1900-2018";15;11.9151886155789;50.6487944902848;"Zeulenroda";"Sachsen"
"5363";5337;"2000-2018";15;11.9151886155789;50.6487944902848;"Zeulenroda";"Sachsen"
"5364";5337;"1980-1999";14;11.9151886155789;50.6487944902848;"Zeulenroda";"Sachsen"
"5365";5338;"2000-2018";13;12.0818305920185;50.6487957276307;"Triebes";"Sachsen"
"5366";5338;"1900-2018";14;12.0818305920185;50.6487957276307;"Triebes";"Sachsen"
"5367";5338;"1980-1999";14;12.0818305920185;50.6487957276307;"Triebes";"Sachsen"
"5368";5339;"1900-2018";18;12.2484725765319;50.6487970045673;"Greiz";"Sachsen"
"5369";5339;"1980-1999";16;12.2484725765319;50.6487970045673;"Greiz";"Sachsen"
"5370";5339;"2000-2018";16;12.2484725765319;50.6487970045673;"Greiz";"Sachsen"
"5371";5340;"2000-2018";15;12.4151145696102;50.6487983221132;"Zwickau SÅd";"Sachsen"
"5372";5340;"1900-2018";15;12.4151145696102;50.6487983221132;"Zwickau SÅd";"Sachsen"
"5373";5340;"1980-1999";14;12.4151145696102;50.6487983221132;"Zwickau SÅd";"Sachsen"
"5374";5341;"1900-2018";15;12.5817565718248;50.648799681432;"Wilkau-Ha·lau";"Sachsen"
"5375";5341;"2000-2018";15;12.5817565718248;50.648799681432;"Wilkau-Ha·lau";"Sachsen"
"5376";5341;"1980-1999";14;12.5817565718248;50.648799681432;"Wilkau-Ha·lau";"Sachsen"
"5377";5342;"1900-2018";15;12.7483985838361;50.6488010838647;"Zwînitz";"Sachsen"
"5378";5342;"2000-2018";15;12.7483985838361;50.6488010838647;"Zwînitz";"Sachsen"
"5379";5342;"1980-1999";15;12.7483985838361;50.6488010838647;"Zwînitz";"Sachsen"
"5380";5343;"2000-2018";10;12.9150406063579;50.6488025309608;"Ehrenfriedersdorf";"Sachsen"
"5381";5343;"1900-2018";13;12.9150406063579;50.6488025309608;"Ehrenfriedersdorf";"Sachsen"
"5382";5343;"1980-1999";13;12.9150406063579;50.6488025309608;"Ehrenfriedersdorf";"Sachsen"
"5383";5344;"2000-2018";11;13.081682640209;50.6488040245136;"Marienberg";"Sachsen"
"5384";5344;"1900-2018";11;13.081682640209;50.6488040245136;"Marienberg";"Sachsen"
"5385";5344;"1980-1999";11;13.081682640209;50.6488040245136;"Marienberg";"Sachsen"
"5386";5345;"1900-2018";11;13.2483246863042;50.6488055665144;"Zîblitz";"Sachsen"
"5387";5345;"1980-1999";10;13.2483246863042;50.6488055665144;"Zîblitz";"Sachsen"
"5388";5345;"2000-2018";10;13.2483246863042;50.6488055665144;"Zîblitz";"Sachsen"
"5389";5346;"1900-2018";8;13.4149667456843;50.6488071592804;"Olbernhau";"Sachsen"
"5390";5346;"2000-2018";7;13.4149667456843;50.6488071592804;"Olbernhau";"Sachsen"
"5391";5346;"1980-1999";7;13.4149667456843;50.6488071592804;"Olbernhau";"Sachsen"
"5392";5347;"2000-2018";5;13.5816088195294;50.6488088053788;"Deutscheinsiedel Ost";"Sachsen"
"5393";5347;"1900-2018";5;13.5816088195294;50.6488088053788;"Deutscheinsiedel Ost";"Sachsen"
"5394";5347;"1980-1999";2;13.5816088195294;50.6488088053788;"Deutscheinsiedel Ost";"Sachsen"
"5395";5403;"1900-2018";9;6.24936415630413;50.5487853947679;"Monschau";"Nordrhein-Westfalen"
"5396";5403;"2000-2018";9;6.24936415630413;50.5487853947679;"Monschau";"Nordrhein-Westfalen"
"5397";5403;"1980-1999";9;6.24936415630413;50.5487853947679;"Monschau";"Nordrhein-Westfalen"
"5398";5404;"2000-2018";12;6.41600607223388;50.5487854060473;"Schleiden";"Nordrhein-Westfalen"
"5399";5404;"1900-2018";14;6.41600607223388;50.5487854060473;"Schleiden";"Nordrhein-Westfalen"
"5400";5404;"1980-1999";12;6.41600607223388;50.5487854060473;"Schleiden";"Nordrhein-Westfalen"
"5401";5405;"1900-2018";12;6.58264798745952;50.5487854549105;"Mechernich";"Nordrhein-Westfalen"
"5402";5405;"2000-2018";6;6.58264798745952;50.5487854549105;"Mechernich";"Nordrhein-Westfalen"
"5403";5405;"1980-1999";12;6.58264798745952;50.5487854549105;"Mechernich";"Nordrhein-Westfalen"
"5404";5406;"2000-2018";9;6.74928990232287;50.5487855408289;"Bad Muenstereifel";"Nordrhein-Westfalen"
"5405";5406;"1900-2018";14;6.74928990232287;50.5487855408289;"Bad Muenstereifel";"Nordrhein-Westfalen"
"5406";5406;"1980-1999";14;6.74928990232287;50.5487855408289;"Bad Muenstereifel";"Nordrhein-Westfalen"
"5407";5407;"1900-2018";16;6.91593181714003;50.5487856634108;"Altenahr";"Nordrhein-Westfalen"
"5408";5407;"1980-1999";16;6.91593181714003;50.5487856634108;"Altenahr";"Nordrhein-Westfalen"
"5409";5407;"2000-2018";5;6.91593181714003;50.5487856634108;"Altenahr";"Nordrhein-Westfalen"
"5410";5408;"2000-2018";14;7.08257373221137;50.5487858223423;"Bad Neuenahr-Ahrweiler";"Nordrhein-Westfalen"
"5411";5408;"1900-2018";18;7.08257373221137;50.5487858223423;"Bad Neuenahr-Ahrweiler";"Nordrhein-Westfalen"
"5412";5408;"1980-1999";18;7.08257373221137;50.5487858223423;"Bad Neuenahr-Ahrweiler";"Nordrhein-Westfalen"
"5413";5409;"2000-2018";8;7.24921564776715;50.5487860173518;"Linz am Rhein";"Rheinland-Pfalz"
"5414";5409;"1900-2018";16;7.24921564776715;50.5487860173518;"Linz am Rhein";"Rheinland-Pfalz"
"5415";5409;"1980-1999";16;7.24921564776715;50.5487860173518;"Linz am Rhein";"Rheinland-Pfalz"
"5416";5410;"2000-2018";9;7.4158575640905;50.5487862482493;"Waldbreitbach";"Rheinland-Pfalz"
"5417";5410;"1900-2018";13;7.4158575640905;50.5487862482493;"Waldbreitbach";"Rheinland-Pfalz"
"5418";5410;"1980-1999";11;7.4158575640905;50.5487862482493;"Waldbreitbach";"Rheinland-Pfalz"
"5419";5411;"2000-2018";2;7.5824994814271;50.5487865148903;"Dierdorf";"Rheinland-Pfalz"
"5420";5411;"1900-2018";11;7.5824994814271;50.5487865148903;"Dierdorf";"Rheinland-Pfalz"
"5421";5411;"1980-1999";11;7.5824994814271;50.5487865148903;"Dierdorf";"Rheinland-Pfalz"
"5422";5412;"2000-2018";3;7.74914139999481;50.5487868171581;"Selters (Ww)";"Rheinland-Pfalz"
"5423";5412;"1900-2018";14;7.74914139999481;50.5487868171581;"Selters (Ww)";"Rheinland-Pfalz"
"5424";5412;"1980-1999";13;7.74914139999481;50.5487868171581;"Selters (Ww)";"Rheinland-Pfalz"
"5425";5413;"2000-2018";5;7.91578332003194;50.5487871549631;"Westerburg";"Hessen"
"5426";5413;"1900-2018";16;7.91578332003194;50.5487871549631;"Westerburg";"Hessen"
"5427";5413;"1980-1999";16;7.91578332003194;50.5487871549631;"Westerburg";"Hessen"
"5428";5414;"1980-1999";18;8.08242524173437;50.5487875282846;"Mengerskirchen";"Hessen"
"5429";5414;"2000-2018";16;8.08242524173437;50.5487875282846;"Mengerskirchen";"Hessen"
"5430";5414;"1900-2018";18;8.08242524173437;50.5487875282846;"Mengerskirchen";"Hessen"
"5431";5415;"1980-1999";10;8.24906716538094;50.548787937043;"Merenberg";"Hessen"
"5432";5415;"2000-2018";14;8.24906716538094;50.548787937043;"Merenberg";"Hessen"
"5433";5415;"1900-2018";13;8.24906716538094;50.548787937043;"Merenberg";"Hessen"
"5434";5416;"1900-2018";17;8.4157090911094;50.5487883812385;"Braunfels";"Hessen"
"5435";5416;"2000-2018";15;8.4157090911094;50.5487883812385;"Braunfels";"Hessen"
"5436";5416;"1980-1999";16;8.4157090911094;50.5487883812385;"Braunfels";"Hessen"
"5437";5417;"1900-2018";14;8.58235101916824;50.5487888608532;"Wetzlar";"Hessen"
"5438";5417;"2000-2018";13;8.58235101916824;50.5487888608532;"Wetzlar";"Hessen"
"5439";5417;"1980-1999";14;8.58235101916824;50.5487888608532;"Wetzlar";"Hessen"
"5440";5418;"2000-2018";17;8.74899294976503;50.5487893758913;"Gie·en";"Hessen"
"5441";5418;"1980-1999";15;8.74899294976503;50.5487893758913;"Gie·en";"Hessen"
"5442";5418;"1900-2018";18;8.74899294976503;50.5487893758913;"Gie·en";"Hessen"
"5443";5419;"2000-2018";13;8.91563488312252;50.5487899263406;"Laubach";"Hessen"
"5444";5419;"1980-1999";15;8.91563488312252;50.5487899263406;"Laubach";"Hessen"
"5445";5419;"1900-2018";17;8.91563488312252;50.5487899263406;"Laubach";"Hessen"
"5446";5420;"1900-2018";14;9.08227681946804;50.5487905121843;"Schotten";"Hessen"
"5447";5420;"1980-1999";11;9.08227681946804;50.5487905121843;"Schotten";"Hessen"
"5448";5420;"2000-2018";12;9.08227681946804;50.5487905121843;"Schotten";"Hessen"
"5449";5421;"1900-2018";13;9.24891875895245;50.5487911334176;"Ulrichstein";"Hessen"
"5450";5421;"2000-2018";10;9.24891875895245;50.5487911334176;"Ulrichstein";"Hessen"
"5451";5421;"1980-1999";12;9.24891875895245;50.5487911334176;"Ulrichstein";"Hessen"
"5452";5422;"2000-2018";9;9.41556070180302;50.5487917900472;"Herbstein";"Hessen"
"5453";5422;"1980-1999";11;9.41556070180302;50.5487917900472;"Herbstein";"Hessen"
"5454";5422;"1900-2018";14;9.41556070180302;50.5487917900472;"Herbstein";"Hessen"
"5455";5423;"1980-1999";12;9.58220264824682;50.5487924820755;"Gro·enlÅder";"Hessen"
"5456";5423;"2000-2018";15;9.58220264824682;50.5487924820755;"Gro·enlÅder";"Hessen"
"5457";5423;"1900-2018";16;9.58220264824682;50.5487924820755;"Gro·enlÅder";"Hessen"
"5458";5424;"2000-2018";11;9.74884459848244;50.5487932094883;"Fulda";"Hessen"
"5459";5424;"1900-2018";14;9.74884459848244;50.5487932094883;"Fulda";"Hessen"
"5460";5424;"1980-1999";10;9.74884459848244;50.5487932094883;"Fulda";"Hessen"
"5461";5425;"1980-1999";10;9.91548655275816;50.5487939722936;"Kleinsassen";"Hessen"
"5462";5425;"2000-2018";12;9.91548655275816;50.5487939722936;"Kleinsassen";"Hessen"
"5463";5425;"1900-2018";12;9.91548655275816;50.5487939722936;"Kleinsassen";"Hessen"
"5464";5426;"2000-2018";12;10.0821285112203;50.5487947704813;"Hilders";"Bayern"
"5465";5426;"1900-2018";13;10.0821285112203;50.5487947704813;"Hilders";"Bayern"
"5466";5426;"1980-1999";12;10.0821285112203;50.5487947704813;"Hilders";"Bayern"
"5467";5427;"1900-2018";13;10.2487704741429;50.5487956041212;"Helmershausen";"Bayern"
"5468";5427;"2000-2018";8;10.2487704741429;50.5487956041212;"Helmershausen";"Bayern"
"5469";5427;"1980-1999";12;10.2487704741429;50.5487956041212;"Helmershausen";"Bayern"
"5470";5428;"2000-2018";10;10.4154124417217;50.5487964732238;"Meiningen";"ThÅringen"
"5471";5428;"1900-2018";17;10.4154124417217;50.5487964732238;"Meiningen";"ThÅringen"
"5472";5428;"1980-1999";17;10.4154124417217;50.5487964732238;"Meiningen";"ThÅringen"
"5473";5429;"2000-2018";10;10.5820544141943;50.5487973778692;"Themar";"ThÅringen"
"5474";5429;"1980-1999";15;10.5820544141943;50.5487973778692;"Themar";"ThÅringen"
"5475";5429;"1900-2018";16;10.5820544141943;50.5487973778692;"Themar";"ThÅringen"
"5476";5430;"2000-2018";12;10.7486963917783;50.5487983181639;"Suhl SÅd";"ThÅringen"
"5477";5430;"1900-2018";16;10.7486963917783;50.5487983181639;"Suhl SÅd";"ThÅringen"
"5478";5430;"1980-1999";16;10.7486963917783;50.5487983181639;"Suhl SÅd";"ThÅringen"
"5479";5431;"1900-2018";12;10.9153383747188;50.5487992942426;"Schînbrunn";"ThÅringen"
"5480";5431;"2000-2018";10;10.9153383747188;50.5487992942426;"Schînbrunn";"ThÅringen"
"5481";5431;"1980-1999";12;10.9153383747188;50.5487992942426;"Schînbrunn";"ThÅringen"
"5482";5432;"2000-2018";11;11.0819803632983;50.5488003062854;"Neuhaus am Rennweg";"ThÅringen"
"5483";5432;"1900-2018";12;11.0819803632983;50.5488003062854;"Neuhaus am Rennweg";"ThÅringen"
"5484";5432;"1980-1999";10;11.0819803632983;50.5488003062854;"Neuhaus am Rennweg";"ThÅringen"
"5485";5433;"2000-2018";12;11.2486223577465;50.5488013545539;"GrÑfenthal";"Bayern"
"5486";5433;"1980-1999";9;11.2486223577465;50.5488013545539;"GrÑfenthal";"Bayern"
"5487";5433;"1900-2018";11;11.2486223577465;50.5488013545539;"GrÑfenthal";"Bayern"
"5488";5434;"2000-2018";10;11.4152643583631;50.5488024393523;"Leutenberg";"Bayern"
"5489";5434;"1900-2018";12;11.4152643583631;50.5488024393523;"Leutenberg";"Bayern"
