"MTB";"PERIODE";"Artensumme";"X";"Y";"SMTB";"TKBUNDESLA"
"763";2208;"1980-1999";1;7.08256465053331;53.7484190316966;NA;NA
"764";2209;"1900-2018";4;7.24920472452593;53.748419227913;"Norderney";"Niedersachsen"
"765";2209;"1980-1999";2;7.24920472452593;53.748419227913;"Norderney";"Niedersachsen"
"766";2209;"2000-2018";3;7.24920472452593;53.748419227913;"Norderney";"Niedersachsen"
"767";2210;"1900-2018";3;7.41584479937419;53.7484194615579;"Langeoog West";"Niedersachsen"
"768";2210;"1980-1999";2;7.41584479937419;53.7484194615579;"Langeoog West";"Niedersachsen"
"769";2211;"2000-2018";1;7.5824848753501;53.7484197324942;"Langeoog Ost";"Niedersachsen"
"770";2211;"1980-1999";2;7.5824848753501;53.7484197324942;"Langeoog Ost";"Niedersachsen"
"771";2211;"1900-2018";4;7.5824848753501;53.7484197324942;"Langeoog Ost";"Niedersachsen"
"772";2212;"2000-2018";3;7.74912495267812;53.7484200406073;"Spiekeroog";"Niedersachsen"
"773";2212;"1900-2018";5;7.74912495267812;53.7484200406073;"Spiekeroog";"Niedersachsen"
"774";2212;"1980-1999";3;7.74912495267812;53.7484200406073;"Spiekeroog";"Niedersachsen"
"775";2213;"1900-2018";8;7.91576503163008;53.7484203858062;"Wangerooge";"Niedersachsen"
"776";2213;"2000-2018";5;7.91576503163008;53.7484203858062;"Wangerooge";"Niedersachsen"
"777";2213;"1980-1999";7;7.91576503163008;53.7484203858062;"Wangerooge";"Niedersachsen"
"778";2214;"1980-1999";1;8.08240511240617;53.7484207680581;"Alte Mellum";"Niedersachsen"
"779";2214;"1900-2018";2;8.08240511240617;53.7484207680581;"Alte Mellum";"Niedersachsen"
"780";2217;"1900-2018";11;8.58232536810085;53.7484221367545;"Nordholz";"Niedersachsen"
"781";2217;"2000-2018";9;8.58232536810085;53.7484221367545;"Nordholz";"Niedersachsen"
"782";2217;"1980-1999";11;8.58232536810085;53.7484221367545;"Nordholz";"Niedersachsen"
"783";2218;"2000-2018";1;8.74896545854518;53.7484226669289;"Wanna";"Niedersachsen"
"784";2218;"1900-2018";9;8.74896545854518;53.7484226669289;"Wanna";"Niedersachsen"
"785";2218;"1980-1999";8;8.74896545854518;53.7484226669289;"Wanna";"Niedersachsen"
"786";2219;"2000-2018";3;8.91560555197622;53.748423234041;"Ihlienworth";"Niedersachsen"
"787";2219;"1900-2018";7;8.91560555197622;53.748423234041;"Ihlienworth";"Niedersachsen"
"788";2219;"1980-1999";6;8.91560555197622;53.748423234041;"Ihlienworth";"Niedersachsen"
"789";2220;"1900-2018";9;9.08224564860266;53.7484238381188;"Cadenberge";"Niedersachsen"
"790";2220;"2000-2018";3;9.08224564860266;53.7484238381188;"Cadenberge";"Niedersachsen"
"791";2220;"1980-1999";7;9.08224564860266;53.7484238381188;"Cadenberge";"Niedersachsen"
"792";2221;"1980-1999";6;9.24888574867213;53.7484244791571;"Wischhafen";"Niedersachsen"
"793";2221;"2000-2018";2;9.24888574867213;53.7484244791571;"Wischhafen";"Niedersachsen"
"794";2221;"1900-2018";6;9.24888574867213;53.7484244791571;"Wischhafen";"Niedersachsen"
"795";2222;"2000-2018";4;9.41552585239323;53.7484251571178;"GlÅckstadt";"Niedersachsen"
"796";2222;"1900-2018";6;9.41552585239323;53.7484251571178;"GlÅckstadt";"Niedersachsen"
"797";2222;"1980-1999";6;9.41552585239323;53.7484251571178;"GlÅckstadt";"Niedersachsen"
"798";2223;"2000-2018";6;9.58216595998287;53.7484258720232;"Elmshorn";"Schleswig-Holstein"
"799";2223;"1900-2018";7;9.58216595998287;53.7484258720232;"Elmshorn";"Schleswig-Holstein"
"800";2224;"2000-2018";8;9.74880607171153;53.7484266238565;"Barmstedt";"Schleswig-Holstein"
"801";2224;"1900-2018";12;9.74880607171153;53.7484266238565;"Barmstedt";"Schleswig-Holstein"
"802";2224;"1980-1999";8;9.74880607171153;53.7484266238565;"Barmstedt";"Schleswig-Holstein"
"803";2225;"1900-2018";12;9.91544618774697;53.7484274126325;"Qickborn";"Schleswig-Holstein"
"804";2225;"1980-1999";11;9.91544618774697;53.7484274126325;"Qickborn";"Schleswig-Holstein"
"805";2225;"2000-2018";12;9.91544618774697;53.7484274126325;"Qickborn";"Schleswig-Holstein"
"806";2226;"1980-1999";18;10.0820863083516;53.7484282383522;"Wakendorf";"Hamburg"
"807";2226;"2000-2018";17;10.0820863083516;53.7484282383522;"Wakendorf";"Hamburg"
"808";2226;"1900-2018";20;10.0820863083516;53.7484282383522;"Wakendorf";"Hamburg"
"809";2227;"2000-2018";14;10.2487264337693;53.7484291010585;"Bargteheide";"Hamburg"
"810";2227;"1980-1999";12;10.2487264337693;53.7484291010585;"Bargteheide";"Hamburg"
"811";2227;"1900-2018";17;10.2487264337693;53.7484291010585;"Bargteheide";"Hamburg"
"812";2228;"2000-2018";7;10.4153665641999;53.7484300007741;"Eichede";"Schleswig-Holstein"
"813";2228;"1900-2018";8;10.4153665641999;53.7484300007741;"Eichede";"Schleswig-Holstein"
"814";2228;"1980-1999";6;10.4153665641999;53.7484300007741;"Eichede";"Schleswig-Holstein"
"815";2229;"2000-2018";11;10.5820066999148;53.7484309375796;"Krummesse";"Schleswig-Holstein"
"816";2229;"1980-1999";11;10.5820066999148;53.7484309375796;"Krummesse";"Schleswig-Holstein"
"817";2229;"1900-2018";12;10.5820066999148;53.7484309375796;"Krummesse";"Schleswig-Holstein"
"818";2230;"1980-1999";13;10.748646841138;53.7484319115795;"Ratzeburg";"Schleswig-Holstein"
"819";2230;"1900-2018";15;10.748646841138;53.7484319115795;"Ratzeburg";"Schleswig-Holstein"
"820";2230;"2000-2018";13;10.748646841138;53.7484319115795;"Ratzeburg";"Schleswig-Holstein"
"821";2231;"2000-2018";13;10.9152869881408;53.7484329229006;"Carlow";"Schleswig-Holstein"
"822";2231;"1980-1999";14;10.9152869881408;53.7484329229006;"Carlow";"Schleswig-Holstein"
"823";2231;"1900-2018";14;10.9152869881408;53.7484329229006;"Carlow";"Schleswig-Holstein"
"824";2232;"2000-2018";13;11.081927141202;53.7484339717263;"Gadebusch";"Mecklenburg-Vorpommern"
"825";2232;"1900-2018";14;11.081927141202;53.7484339717263;"Gadebusch";"Mecklenburg-Vorpommern"
"826";2232;"1980-1999";11;11.081927141202;53.7484339717263;"Gadebusch";"Mecklenburg-Vorpommern"
"827";2233;"1900-2018";12;11.2485673005914;53.7484350583208;"MÅhlen Eichsen";"Mecklenburg-Vorpommern"
"828";2233;"2000-2018";10;11.2485673005914;53.7484350583208;"MÅhlen Eichsen";"Mecklenburg-Vorpommern"
"829";2233;"1980-1999";11;11.2485673005914;53.7484350583208;"MÅhlen Eichsen";"Mecklenburg-Vorpommern"
"830";2234;"1980-1999";14;11.4152074666304;53.7484361829766;"Bad Kleinen";"Mecklenburg-Vorpommern"
"831";2234;"2000-2018";14;11.4152074666304;53.7484361829766;"Bad Kleinen";"Mecklenburg-Vorpommern"
"832";2234;"1900-2018";16;11.4152074666304;53.7484361829766;"Bad Kleinen";"Mecklenburg-Vorpommern"
"833";2235;"1980-1999";14;11.581847639613;53.7484373460835;"Ventschow";"Mecklenburg-Vorpommern"
"834";2235;"2000-2018";14;11.581847639613;53.7484373460835;"Ventschow";"Mecklenburg-Vorpommern"
"835";2235;"1900-2018";16;11.581847639613;53.7484373460835;"Ventschow";"Mecklenburg-Vorpommern"
"836";2236;"2000-2018";15;11.7484878199222;53.7484385481249;"Sternberg";"Mecklenburg-Vorpommern"
"837";2236;"1980-1999";13;11.7484878199222;53.7484385481249;"Sternberg";"Mecklenburg-Vorpommern"
"838";2236;"1900-2018";15;11.7484878199222;53.7484385481249;"Sternberg";"Mecklenburg-Vorpommern"
"839";2237;"2000-2018";13;11.9151280079926;53.748439789697;"Warriow";"Mecklenburg-Vorpommern"
"840";2237;"1980-1999";15;11.9151280079926;53.748439789697;"Warriow";"Mecklenburg-Vorpommern"
"841";2237;"1900-2018";16;11.9151280079926;53.748439789697;"Warriow";"Mecklenburg-Vorpommern"
"842";2238;"1980-1999";14;12.0817682041654;53.7484410714813;"PrÅzen";"Mecklenburg-Vorpommern"
"843";2238;"1900-2018";15;12.0817682041654;53.7484410714813;"PrÅzen";"Mecklenburg-Vorpommern"
"844";2238;"2000-2018";13;12.0817682041654;53.7484410714813;"PrÅzen";"Mecklenburg-Vorpommern"
"845";2239;"1980-1999";16;12.2484084089653;53.7484423943383;"GÅstrow";"Mecklenburg-Vorpommern"
"846";2239;"2000-2018";15;12.2484084089653;53.7484423943383;"GÅstrow";"Mecklenburg-Vorpommern"
"847";2239;"1900-2018";17;12.2484084089653;53.7484423943383;"GÅstrow";"Mecklenburg-Vorpommern"
"848";2240;"1980-1999";14;12.4150486229547;53.7484437592331;"Lalendorf";"Mecklenburg-Vorpommern"
"849";2240;"1900-2018";16;12.4150486229547;53.7484437592331;"Lalendorf";"Mecklenburg-Vorpommern"
"850";2240;"2000-2018";16;12.4150486229547;53.7484437592331;"Lalendorf";"Mecklenburg-Vorpommern"
"851";2241;"1980-1999";14;12.5816888467035;53.7484451673246;"Teterow";"Mecklenburg-Vorpommern"
"852";2241;"2000-2018";16;12.5816888467035;53.7484451673246;"Teterow";"Mecklenburg-Vorpommern"
"853";2241;"1900-2018";17;12.5816888467035;53.7484451673246;"Teterow";"Mecklenburg-Vorpommern"
"854";2242;"1900-2018";16;12.7483290809149;53.7484466199567;"Malchin";"Mecklenburg-Vorpommern"
"855";2242;"1980-1999";12;12.7483290809149;53.7484466199567;"Malchin";"Mecklenburg-Vorpommern"
"856";2242;"2000-2018";13;12.7483290809149;53.7484466199567;"Malchin";"Mecklenburg-Vorpommern"
"857";2243;"1980-1999";13;12.9149693263298;53.7484481186582;"Ivenack";"Mecklenburg-Vorpommern"
"858";2243;"2000-2018";14;12.9149693263298;53.7484481186582;"Ivenack";"Mecklenburg-Vorpommern"
"859";2243;"1900-2018";15;12.9149693263298;53.7484481186582;"Ivenack";"Mecklenburg-Vorpommern"
"860";2244;"1900-2018";10;13.0816095838343;53.7484496651899;"Sarow";"Mecklenburg-Vorpommern"
"861";2244;"1980-1999";9;13.0816095838343;53.7484496651899;"Sarow";"Mecklenburg-Vorpommern"
"862";2244;"2000-2018";9;13.0816095838343;53.7484496651899;"Sarow";"Mecklenburg-Vorpommern"
"863";2245;"1980-1999";6;13.2482498543967;53.7484512615652;"GÅltz";"Mecklenburg-Vorpommern"
"864";2245;"2000-2018";12;13.2482498543967;53.7484512615652;"GÅltz";"Mecklenburg-Vorpommern"
"865";2245;"1900-2018";13;13.2482498543967;53.7484512615652;"GÅltz";"Mecklenburg-Vorpommern"
"866";2246;"1900-2018";14;13.4148901391769;53.7484529100339;"Siedenbollentin";"Mecklenburg-Vorpommern"
"867";2246;"1980-1999";12;13.4148901391769;53.7484529100339;"Siedenbollentin";"Mecklenburg-Vorpommern"
"868";2246;"2000-2018";12;13.4148901391769;53.7484529100339;"Siedenbollentin";"Mecklenburg-Vorpommern"
"869";2247;"1980-1999";14;13.5815304393798;53.7484546131533;"Spantekow";"Mecklenburg-Vorpommern"
"870";2247;"1900-2018";14;13.5815304393798;53.7484546131533;"Spantekow";"Mecklenburg-Vorpommern"
"871";2247;"2000-2018";11;13.5815304393798;53.7484546131533;"Spantekow";"Mecklenburg-Vorpommern"
"872";2248;"1980-1999";12;13.7481707564406;53.748456373791;"Ducherow";"Mecklenburg-Vorpommern"
"873";2248;"2000-2018";10;13.7481707564406;53.748456373791;"Ducherow";"Mecklenburg-Vorpommern"
"874";2248;"1900-2018";14;13.7481707564406;53.748456373791;"Ducherow";"Mecklenburg-Vorpommern"
"875";2249;"1980-1999";8;13.9148110919784;53.7484581951348;"Leopoldshagen";"Mecklenburg-Vorpommern"
"876";2249;"1900-2018";13;13.9148110919784;53.7484581951348;"Leopoldshagen";"Mecklenburg-Vorpommern"
"877";2249;"2000-2018";13;13.9148110919784;53.7484581951348;"Leopoldshagen";"Mecklenburg-Vorpommern"
"878";2250;"1900-2018";13;14.0814514477805;53.7484600807396;"UeckermÅnde";"Mecklenburg-Vorpommern"
"879";2250;"2000-2018";6;14.0814514477805;53.7484600807396;"UeckermÅnde";"Mecklenburg-Vorpommern"
"880";2250;"1980-1999";13;14.0814514477805;53.7484600807396;"UeckermÅnde";"Mecklenburg-Vorpommern"
"881";2251;"1980-1999";10;14.2480918258699;53.7484620345512;"Altwarp";"Mecklenburg-Vorpommern"
"882";2251;"1900-2018";14;14.2480918258699;53.7484620345512;"Altwarp";"Mecklenburg-Vorpommern"
"883";2251;"2000-2018";9;14.2480918258699;53.7484620345512;"Altwarp";"Mecklenburg-Vorpommern"
"884";2306;"1900-2018";3;6.74928468287235;53.648430222253;"Insel Borkum (Nord)";"Niedersachsen"
"885";2306;"2000-2018";2;6.74928468287235;53.648430222253;"Insel Borkum (Nord)";"Niedersachsen"
"886";2306;"1980-1999";2;6.74928468287235;53.648430222253;"Insel Borkum (Nord)";"Niedersachsen"
"887";2307;"1980-1999";2;6.91592481895206;53.6484303430081;"Juist West";"Niedersachsen"
"888";2307;"2000-2018";2;6.91592481895206;53.6484303430081;"Juist West";"Niedersachsen"
"889";2307;"1900-2018";4;6.91592481895206;53.6484303430081;"Juist West";"Niedersachsen"
"890";2308;"1900-2018";4;7.08256495535969;53.6484305016081;"Juist Ost";"Niedersachsen"
"891";2308;"2000-2018";2;7.08256495535969;53.6484305016081;"Juist Ost";"Niedersachsen"
"892";2309;"1900-2018";3;7.2492050923359;53.6484306977906;"Hage";"Niedersachsen"
"893";2309;"1980-1999";3;7.2492050923359;53.6484306977906;"Hage";"Niedersachsen"
"894";2310;"1900-2018";2;7.41584523016278;53.6484309313467;"Dornum";"Niedersachsen"
"895";2310;"1980-1999";1;7.41584523016278;53.6484309313467;"Dornum";"Niedersachsen"
"896";2311;"1980-1999";6;7.58248536911243;53.6484312021499;"Esens";"Niedersachsen"
"897";2311;"2000-2018";5;7.58248536911243;53.6484312021499;"Esens";"Niedersachsen"
"898";2311;"1900-2018";6;7.58248536911243;53.6484312021499;"Esens";"Niedersachsen"
"899";2312;"1980-1999";2;7.74912550941815;53.6484315100823;"Carolinensiel";"Niedersachsen"
"900";2312;"1900-2018";2;7.74912550941815;53.6484315100823;"Carolinensiel";"Niedersachsen"
"901";2313;"1900-2018";2;7.91576565132567;53.6484318550641;"Wangerland";"Niedersachsen"
"902";2313;"1980-1999";2;7.91576565132567;53.6484318550641;"Wangerland";"Niedersachsen"
"903";2314;"1900-2018";3;8.08240579506087;53.6484322370432;"Hooksiel";"Niedersachsen"
"904";2314;"2000-2018";3;8.08240579506087;53.6484322370432;"Hooksiel";"Niedersachsen"
"905";2314;"1980-1999";1;8.08240579506087;53.6484322370432;"Hooksiel";"Niedersachsen"
"906";2315;"1980-1999";2;8.24904594086832;53.6484326559785;"Langwarden";"Niedersachsen"
"907";2315;"1900-2018";2;8.24904594086832;53.6484326559785;"Langwarden";"Niedersachsen"
"908";2316;"1980-1999";1;8.41568608897708;53.6484331118652;"Schmargen";"Niedersachsen"
"909";2316;"1900-2018";2;8.41568608897708;53.6484331118652;"Schmargen";"Niedersachsen"
"910";2317;"1980-1999";9;8.582326239583;53.6484336046546;"Langen";"Bremen"
"911";2317;"2000-2018";4;8.582326239583;53.6484336046546;"Langen";"Bremen"
"912";2317;"1900-2018";9;8.582326239583;53.6484336046546;"Langen";"Bremen"
"913";2318;"1900-2018";12;8.74896639295968;53.6484341343775;"Drangenstedt";"Niedersachsen"
"914";2318;"1980-1999";12;8.74896639295968;53.6484341343775;"Drangenstedt";"Niedersachsen"
"915";2318;"2000-2018";6;8.74896639295968;53.6484341343775;"Drangenstedt";"Niedersachsen"
"916";2319;"2000-2018";6;8.91560654930806;53.648434700995;"Bad Bederkesa";"Niedersachsen"
"917";2319;"1900-2018";7;8.91560654930806;53.648434700995;"Bad Bederkesa";"Niedersachsen"
"918";2319;"1980-1999";7;8.91560654930806;53.648434700995;"Bad Bederkesa";"Niedersachsen"
"919";2320;"2000-2018";7;9.08224670886797;53.6484353045235;"Lamstedt";"Niedersachsen"
"920";2320;"1980-1999";12;9.08224670886797;53.6484353045235;"Lamstedt";"Niedersachsen"
"921";2320;"1900-2018";15;9.08224670886797;53.6484353045235;"Lamstedt";"Niedersachsen"
"922";2321;"1980-1999";8;9.24888687183736;53.6484359449578;"Himmelepforten";"Niedersachsen"
"923";2321;"2000-2018";2;9.24888687183736;53.6484359449578;"Himmelepforten";"Niedersachsen"
"924";2321;"1900-2018";8;9.24888687183736;53.6484359449578;"Himmelepforten";"Niedersachsen"
"925";2322;"2000-2018";5;9.41552703845602;53.6484366222714;"Stade Nord";"Niedersachsen"
"926";2322;"1980-1999";7;9.41552703845602;53.6484366222714;"Stade Nord";"Niedersachsen"
"927";2322;"1900-2018";11;9.41552703845602;53.6484366222714;"Stade Nord";"Niedersachsen"
"928";2323;"1980-1999";11;9.58216720892479;53.648437336493;"Uetersen";"Niedersachsen"
"929";2323;"2000-2018";10;9.58216720892479;53.648437336493;"Uetersen";"Niedersachsen"
"930";2323;"1900-2018";16;9.58216720892479;53.648437336493;"Uetersen";"Niedersachsen"
"931";2324;"2000-2018";16;9.74880738351706;53.6484380875816;"Pinneberg";"Hamburg"
"932";2324;"1980-1999";17;9.74880738351706;53.6484380875816;"Pinneberg";"Hamburg"
"933";2324;"1900-2018";16;9.74880738351706;53.6484380875816;"Pinneberg";"Hamburg"
"934";2325;"1980-1999";15;9.91544756242849;53.6484388755756;"Niendorf";"Hamburg"
"935";2325;"2000-2018";14;9.91544756242849;53.6484388755756;"Niendorf";"Hamburg"
"936";2325;"1900-2018";15;9.91544756242849;53.6484388755756;"Niendorf";"Hamburg"
"937";2326;"1980-1999";17;10.0820877458878;53.6484397004698;"FuhlsbÅttel";"Hamburg"
"938";2326;"1900-2018";21;10.0820877458878;53.6484397004698;"FuhlsbÅttel";"Hamburg"
"939";2326;"2000-2018";12;10.0820877458878;53.6484397004698;"FuhlsbÅttel";"Hamburg"
"940";2327;"1900-2018";18;10.2487279341394;53.6484405622949;"Ahrensburg";"Hamburg"
"941";2327;"2000-2018";12;10.2487279341394;53.6484405622949;"Ahrensburg";"Hamburg"
"942";2327;"1980-1999";15;10.2487279341394;53.6484405622949;"Ahrensburg";"Hamburg"
"943";2328;"2000-2018";14;10.4153681274085;53.6484414610928;"Trittau";"Schleswig-Holstein"
"944";2328;"1980-1999";10;10.4153681274085;53.6484414610928;"Trittau";"Schleswig-Holstein"
"945";2328;"1900-2018";17;10.4153681274085;53.6484414610928;"Trittau";"Schleswig-Holstein"
"946";2329;"2000-2018";13;10.5820083259407;53.6484423969332;"Nusse";"Schleswig-Holstein"
"947";2329;"1980-1999";12;10.5820083259407;53.6484423969332;"Nusse";"Schleswig-Holstein"
"948";2329;"1900-2018";14;10.5820083259407;53.6484423969332;"Nusse";"Schleswig-Holstein"
"949";2330;"1980-1999";14;10.7486485299685;53.6484433699237;"Mîlln";"Schleswig-Holstein"
"950";2330;"2000-2018";13;10.7486485299685;53.6484433699237;"Mîlln";"Schleswig-Holstein"
"951";2330;"1900-2018";15;10.7486485299685;53.6484433699237;"Mîlln";"Schleswig-Holstein"
"952";2331;"1900-2018";16;10.9152887397636;53.6484443801808;"Seedorf";"Schleswig-Holstein"
"953";2331;"2000-2018";14;10.9152887397636;53.6484443801808;"Seedorf";"Schleswig-Holstein"
"954";2331;"1980-1999";15;10.9152887397636;53.6484443801808;"Seedorf";"Schleswig-Holstein"
"955";2332;"1980-1999";13;11.0819289556074;53.6484454279029;"Roggendorf";"Mecklenburg-Vorpommern"
"956";2332;"1900-2018";14;11.0819289556074;53.6484454279029;"Roggendorf";"Mecklenburg-Vorpommern"
"957";2332;"2000-2018";14;11.0819289556074;53.6484454279029;"Roggendorf";"Mecklenburg-Vorpommern"
"958";2333;"1980-1999";14;11.24856917774;53.6484465133424;"LÅtzow";"Mecklenburg-Vorpommern"
"959";2333;"1900-2018";14;11.24856917774;53.6484465133424;"LÅtzow";"Mecklenburg-Vorpommern"
"960";2333;"2000-2018";13;11.24856917774;53.6484465133424;"LÅtzow";"Mecklenburg-Vorpommern"
"961";2334;"1980-1999";15;11.4152094065118;53.6484476367904;"Schwerin";"Mecklenburg-Vorpommern"
"962";2334;"1900-2018";17;11.4152094065118;53.6484476367904;"Schwerin";"Mecklenburg-Vorpommern"
"963";2334;"2000-2018";14;11.4152094065118;53.6484476367904;"Schwerin";"Mecklenburg-Vorpommern"
"964";2335;"1900-2018";15;11.58184964224;53.6484487986554;"Langen BrÅtz";"Mecklenburg-Vorpommern"
"965";2335;"1980-1999";14;11.58184964224;53.6484487986554;"Langen BrÅtz";"Mecklenburg-Vorpommern"
"966";2335;"2000-2018";12;11.58184964224;53.6484487986554;"Langen BrÅtz";"Mecklenburg-Vorpommern"
"967";2336;"1900-2018";15;11.7484898852555;53.6484499994134;"Demen";"Mecklenburg-Vorpommern"
"968";2336;"1980-1999";14;11.7484898852555;53.6484499994134;"Demen";"Mecklenburg-Vorpommern"
"969";2336;"2000-2018";12;11.7484898852555;53.6484499994134;"Demen";"Mecklenburg-Vorpommern"
"970";2337;"1980-1999";15;11.9151301360033;53.6484512396412;"Dabel";"Mecklenburg-Vorpommern"
"971";2337;"1900-2018";16;11.9151301360033;53.6484512396412;"Dabel";"Mecklenburg-Vorpommern"
"972";2337;"2000-2018";15;11.9151301360033;53.6484512396412;"Dabel";"Mecklenburg-Vorpommern"
"973";2338;"2000-2018";12;12.081770394846;53.6484525200488;"Dobbertin";"Mecklenburg-Vorpommern"
"974";2338;"1900-2018";15;12.081770394846;53.6484525200488;"Dobbertin";"Mecklenburg-Vorpommern"
"975";2338;"1980-1999";14;12.081770394846;53.6484525200488;"Dobbertin";"Mecklenburg-Vorpommern"
"976";2339;"1980-1999";15;12.2484106623096;53.6484538414752;"Krakow am See";"Mecklenburg-Vorpommern"
"977";2339;"2000-2018";14;12.2484106623096;53.6484538414752;"Krakow am See";"Mecklenburg-Vorpommern"
"978";2339;"1900-2018";16;12.2484106623096;53.6484538414752;"Krakow am See";"Mecklenburg-Vorpommern"
"979";2340;"1980-1999";13;12.4150509389209;53.648455204908;"Hohen Wangelin";"Mecklenburg-Vorpommern"
"980";2340;"2000-2018";14;12.4150509389209;53.648455204908;"Hohen Wangelin";"Mecklenburg-Vorpommern"
"981";2340;"1900-2018";15;12.4150509389209;53.648455204908;"Hohen Wangelin";"Mecklenburg-Vorpommern"
"982";2341;"1980-1999";14;12.5816912252947;53.6484566114928;"Dahmen";"Mecklenburg-Vorpommern"
"983";2341;"1900-2018";17;12.5816912252947;53.6484566114928;"Dahmen";"Mecklenburg-Vorpommern"
"984";2341;"2000-2018";15;12.5816912252947;53.6484566114928;"Dahmen";"Mecklenburg-Vorpommern"
"985";2342;"1980-1999";14;12.7483315220811;53.6484580625919;"Schwinkendorf";"Mecklenburg-Vorpommern"
"986";2342;"1900-2018";15;12.7483315220811;53.6484580625919;"Schwinkendorf";"Mecklenburg-Vorpommern"
"987";2342;"2000-2018";11;12.7483315220811;53.6484580625919;"Schwinkendorf";"Mecklenburg-Vorpommern"
"988";2343;"1980-1999";14;12.9149718300598;53.6484595596967;"Stavenhagen";"Mecklenburg-Vorpommern"
"989";2343;"1900-2018";14;12.9149718300598;53.6484595596967;"Stavenhagen";"Mecklenburg-Vorpommern"
"990";2343;"2000-2018";11;12.9149718300598;53.6484595596967;"Stavenhagen";"Mecklenburg-Vorpommern"
"991";2344;"1980-1999";7;13.0816121501047;53.6484611046057;"Rosenow";"Mecklenburg-Vorpommern"
"992";2344;"1900-2018";11;13.0816121501047;53.6484611046057;"Rosenow";"Mecklenburg-Vorpommern"
"993";2344;"2000-2018";11;13.0816121501047;53.6484611046057;"Rosenow";"Mecklenburg-Vorpommern"
"994";2345;"1900-2018";16;13.2482524831924;53.6484626993051;"Altentreptow";"Mecklenburg-Vorpommern"
"995";2345;"1980-1999";15;13.2482524831924;53.6484626993051;"Altentreptow";"Mecklenburg-Vorpommern"
"996";2345;"2000-2018";15;13.2482524831924;53.6484626993051;"Altentreptow";"Mecklenburg-Vorpommern"
"997";2346;"1980-1999";14;13.4148928304491;53.6484643460816;"Brunn";"Mecklenburg-Vorpommern"
"998";2346;"2000-2018";15;13.4148928304491;53.6484643460816;"Brunn";"Mecklenburg-Vorpommern"
"999";2346;"1900-2018";16;13.4148928304491;53.6484643460816;"Brunn";"Mecklenburg-Vorpommern"
"1000";2347;"1980-1999";12;13.5815331930991;53.648466047463;"Friedland";"Mecklenburg-Vorpommern"
"1001";2347;"2000-2018";10;13.5815331930991;53.648466047463;"Friedland";"Mecklenburg-Vorpommern"
"1002";2347;"1900-2018";14;13.5815331930991;53.648466047463;"Friedland";"Mecklenburg-Vorpommern"
"1003";2348;"1900-2018";15;13.748173572572;53.6484678063287;"Heinrichswalde";"Mecklenburg-Vorpommern"
"1004";2348;"1980-1999";15;13.748173572572;53.6484678063287;"Heinrichswalde";"Mecklenburg-Vorpommern"
"1005";2348;"2000-2018";13;13.748173572572;53.6484678063287;"Heinrichswalde";"Mecklenburg-Vorpommern"
"1006";2349;"1900-2018";13;13.9148139704801;53.6484696258758;"Ferdinandshof";"Mecklenburg-Vorpommern"
"1007";2349;"1980-1999";13;13.9148139704801;53.6484696258758;"Ferdinandshof";"Mecklenburg-Vorpommern"
"1008";2349;"2000-2018";12;13.9148139704801;53.6484696258758;"Ferdinandshof";"Mecklenburg-Vorpommern"
"1009";2350;"1900-2018";10;14.0814543886115;53.6484715096603;"Torgelow";"Mecklenburg-Vorpommern"
"1010";2350;"1980-1999";10;14.0814543886115;53.6484715096603;"Torgelow";"Mecklenburg-Vorpommern"
"1011";2350;"2000-2018";5;14.0814543886115;53.6484715096603;"Torgelow";"Mecklenburg-Vorpommern"
"1012";2351;"1980-1999";8;14.2480948289875;53.6484734616188;"Rieth";"Mecklenburg-Vorpommern"
"1013";2351;"2000-2018";1;14.2480948289875;53.6484734616188;"Rieth";"Mecklenburg-Vorpommern"
"1014";2351;"1900-2018";8;14.2480948289875;53.6484734616188;"Rieth";"Mecklenburg-Vorpommern"
"1015";2406;"1980-1999";3;6.74928486102213;53.5484416919909;"Insel Borkum (SÅd)";"Niedersachsen"
"1016";2406;"2000-2018";2;6.74928486102213;53.5484416919909;"Insel Borkum (SÅd)";"Niedersachsen"
"1017";2406;"1900-2018";4;6.74928486102213;53.5484416919909;"Insel Borkum (SÅd)";"Niedersachsen"
"1018";2408;"1980-1999";2;7.0825652587264;53.5484419714092;"Greetsiel";"Niedersachsen"
"1019";2408;"1900-2018";3;7.0825652587264;53.5484419714092;"Greetsiel";"Niedersachsen"
"1020";2409;"1980-1999";2;7.24920545829619;53.5484421675539;"Norden";"Niedersachsen"
"1021";2409;"1900-2018";5;7.24920545829619;53.5484421675539;"Norden";"Niedersachsen"
"1022";2409;"2000-2018";1;7.24920545829619;53.5484421675539;"Norden";"Niedersachsen"
"1023";2410;"1980-1999";8;7.4158456587108;53.5484424010324;"Westerholt";"Niedersachsen"
"1024";2410;"2000-2018";6;7.4158456587108;53.5484424010324;"Westerholt";"Niedersachsen"
"1025";2410;"1900-2018";8;7.4158456587108;53.5484424010324;"Westerholt";"Niedersachsen"
"1026";2411;"2000-2018";2;7.58248586025709;53.5484426717067;"Blomberg";"Niedersachsen"
"1027";2411;"1900-2018";7;7.58248586025709;53.5484426717067;"Blomberg";"Niedersachsen"
"1028";2411;"1980-1999";7;7.58248586025709;53.5484426717067;"Blomberg";"Niedersachsen"
"1029";2412;"1980-1999";8;7.74912606315741;53.5484429794643;"Wittmund";"Niedersachsen"
