species,latitude,longitude,datasource,year
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex dubius,-38,143,sWorm,1998
Microscolex phosphoreus,-38,143,sWorm,1998
Microscolex phosphoreus,-38,143,sWorm,1998
Microscolex phosphoreus,-38,143,sWorm,1998
Microscolex phosphoreus,-38,143,sWorm,1998
Microscolex phosphoreus,-38,143,sWorm,1998
Microscolex phosphoreus,-38,143,sWorm,1998
Microscolex phosphoreus,-38,143,sWorm,1998
Microscolex phosphoreus,-38,143,sWorm,1998
Microscolex phosphoreus,-38,143,sWorm,1998
Microscolex phosphoreus,-38,143,sWorm,1998
Microscolex phosphoreus,-38,143,sWorm,1998
Microscolex phosphoreus,-38,143,sWorm,1998
Microscolex phosphoreus,-38,143,sWorm,1998
Microscolex phosphoreus,-38,143,sWorm,1998
Microscolex phosphoreus,-38,143,sWorm,1998
Microscolex phosphoreus,-38,143,sWorm,1998
Microscolex phosphoreus,-38,143,sWorm,1998
Microscolex phosphoreus,-38,143,sWorm,1998
Microscolex phosphoreus,-38,143,sWorm,1998
Microscolex phosphoreus,-38,143,sWorm,1998
Octolasion cyaneum,-38,143,sWorm,1998
Octolasion cyaneum,-38,143,sWorm,1998
Octolasion cyaneum,-38,143,sWorm,1998
Octolasion cyaneum,-38,143,sWorm,1998
Octolasion cyaneum,-38,143,sWorm,1998
Octolasion cyaneum,-38,143,sWorm,1998
Octolasion cyaneum,-38,143,sWorm,1998
Octolasion cyaneum,-38,143,sWorm,1998
Octolasion cyaneum,-38,143,sWorm,1998
Octolasion cyaneum,-38,143,sWorm,1998
Octolasion cyaneum,-38,143,sWorm,1998
Octolasion cyaneum,-38,143,sWorm,1998
Octolasion cyaneum,-38,143,sWorm,1998
Octolasion cyaneum,-38,143,sWorm,1998
Octolasion cyaneum,-38,143,sWorm,1998
Octolasion cyaneum,-38,143,sWorm,1998
Octolasion cyaneum,-38,143,sWorm,1998
Octolasion cyaneum,-38,143,sWorm,1998
Octolasion cyaneum,-38,143,sWorm,1998
Octolasion cyaneum,-38,143,sWorm,1998
Octolasion cyaneum,-38,143,sWorm,1998
Octolasion cyaneum,-38,143,sWorm,1998
Aporrectodea caliginosa,-37,140,sWorm,1998
Aporrectodea caliginosa,-37,140,sWorm,1998
Aporrectodea caliginosa,-37,140,sWorm,1998
Aporrectodea caliginosa,-37,140,sWorm,1998
Aporrectodea caliginosa,-37,140,sWorm,1998
Aporrectodea caliginosa,-37,140,sWorm,1998
Aporrectodea caliginosa,-37,140,sWorm,1998
Aporrectodea caliginosa,-37,140,sWorm,1998
Aporrectodea caliginosa,-37,140,sWorm,1998
Aporrectodea caliginosa,-37,140,sWorm,1998
Aporrectodea caliginosa,-37,140,sWorm,1998
Aporrectodea caliginosa,-37,140,sWorm,1998
Aporrectodea caliginosa,-37,140,sWorm,1998
Aporrectodea caliginosa,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea rosea,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Aporrectodea trapezoides,-37,140,sWorm,1998
Gemascolex lateralis,-37,140,sWorm,1998
Gemascolex lateralis,-37,140,sWorm,1998
Gemascolex lateralis,-37,140,sWorm,1998
Gemascolex walkeri,-37,140,sWorm,1998
Gemascolex walkeri,-37,140,sWorm,1998
Gemascolex walkeri,-37,140,sWorm,1998
Gemascolex walkeri,-37,140,sWorm,1998
Gemascolex walkeri,-37,140,sWorm,1998
Gemascolex walkeri,-37,140,sWorm,1998
Heteroporodrilus shephardi,-37,140,sWorm,1998
Heteroporodrilus shephardi,-37,140,sWorm,1998
Heteroporodrilus shephardi,-37,140,sWorm,1998
Heteroporodrilus shephardi,-37,140,sWorm,1998
Heteroporodrilus shephardi,-37,140,sWorm,1998
Heteroporodrilus shephardi,-37,140,sWorm,1998
Heteroporodrilus shephardi,-37,140,sWorm,1998
Heteroporodrilus shephardi,-37,140,sWorm,1998
Heteroporodrilus shephardi,-37,140,sWorm,1998
Heteroporodrilus shephardi,-37,140,sWorm,1998
Heteroporodrilus shephardi,-37,140,sWorm,1998
Heteroporodrilus shephardi,-37,140,sWorm,1998
Heteroporodrilus shephardi,-37,140,sWorm,1998
Heteroporodrilus shephardi,-37,140,sWorm,1998
Heteroporodrilus shephardi,-37,140,sWorm,1998
Heteroporodrilus shephardi,-37,140,sWorm,1998
Heteroporodrilus shephardi,-37,140,sWorm,1998
Heteroporodrilus shephardi,-37,140,sWorm,1998
Heteroporodrilus shephardi,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex dubius,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Microscolex phosphoreus,-37,140,sWorm,1998
Octolasion cyaneum,-37,140,sWorm,1998
Octolasion cyaneum,-37,140,sWorm,1998
Octolasion cyaneum,-37,140,sWorm,1998
Octolasion cyaneum,-37,140,sWorm,1998
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea caliginosa,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea rosea,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
Aporrectodea trapezoides,-35,149,sWorm,2004
