"IUCNcat","SSP","sumCell","coverage","coverage_km2","SpeciesID"
"Unprotected","ssp370",49921.7829209701,0.8179,249608.91,"Aporr_cali_ssp370_mean"
"V","ssp370",9343.05945628318,0.1531,46715.3,"Aporr_cali_ssp370_mean"
"VI","ssp370",68.8275759964763,0.0011,344.14,"Aporr_cali_ssp370_mean"
"Ia","ssp585",6.48669310662206,1e-04,32.43,"Aporr_cali_ssp585_mean"
"Ib","ssp585",7.22546863136927,1e-04,36.13,"Aporr_cali_ssp585_mean"
"II","ssp585",216.985291335987,0.0036,1084.93,"Aporr_cali_ssp585_mean"
"III","ssp585",15.8050285521605,3e-04,79.03,"Aporr_cali_ssp585_mean"
"IV","ssp585",1441.43272735163,0.0242,7207.16,"Aporr_cali_ssp585_mean"
"Not.Applicable","ssp585",104.52600654914,0.0018,522.63,"Aporr_cali_ssp585_mean"
"Not.Assigned","ssp585",1093.8929446872,0.0184,5469.46,"Aporr_cali_ssp585_mean"
"Not.Reported","ssp585",7673.28255920522,0.129,38366.41,"Aporr_cali_ssp585_mean"
"Outside.PA","ssp585",39888.5450753654,0.6707,199442.73,"Aporr_cali_ssp585_mean"
"Presence","ssp585",59472,1,297360,"Aporr_cali_ssp585_mean"
"Protected","ssp585",10711.7534141931,0.1801,53558.77,"Aporr_cali_ssp585_mean"
"Unprotected","ssp585",48760.2465858069,0.8199,243801.23,"Aporr_cali_ssp585_mean"
"V","ssp585",8953.773715888,0.1506,44768.87,"Aporr_cali_ssp585_mean"
"VI","ssp585",70.0444893272888,0.0012,350.22,"Aporr_cali_ssp585_mean"
"Ia","ssp126",50.029335053072,6e-04,250.15,"Aporr_long_ssp126_mean"
"Ib","ssp126",48.6673778445793,6e-04,243.34,"Aporr_long_ssp126_mean"
"II","ssp126",437.494180022783,0.005,2187.47,"Aporr_long_ssp126_mean"
"III","ssp126",41.8796009716616,5e-04,209.4,"Aporr_long_ssp126_mean"
"IV","ssp126",2526.88345265968,0.029,12634.42,"Aporr_long_ssp126_mean"
"Not.Applicable","ssp126",203.589002219889,0.0023,1017.95,"Aporr_long_ssp126_mean"
"Not.Assigned","ssp126",1574.22935142112,0.018,7871.15,"Aporr_long_ssp126_mean"
"Not.Reported","ssp126",11366.9222145048,0.1303,56834.61,"Aporr_long_ssp126_mean"
"Outside.PA","ssp126",59459.5007514272,0.6817,297297.5,"Aporr_long_ssp126_mean"
"Presence","ssp126",87218,1,436090,"Aporr_long_ssp126_mean"
"Protected","ssp126",14613.758680427,0.1676,73068.79,"Aporr_long_ssp126_mean"
"Unprotected","ssp126",72604.241319573,0.8324,363021.21,"Aporr_long_ssp126_mean"
"V","ssp126",11316.7267247337,0.1298,56583.63,"Aporr_long_ssp126_mean"
"VI","ssp126",192.078009141493,0.0022,960.39,"Aporr_long_ssp126_mean"
"Ia","ssp370",53.016300647305,6e-04,265.08,"Aporr_long_ssp370_mean"
"Ib","ssp370",56.5894808830008,7e-04,282.95,"Aporr_long_ssp370_mean"
"II","ssp370",430.417294269704,0.005,2152.09,"Aporr_long_ssp370_mean"
"III","ssp370",39.9849216759967,5e-04,199.92,"Aporr_long_ssp370_mean"
"IV","ssp370",2468.12495068405,0.0289,12340.62,"Aporr_long_ssp370_mean"
"Not.Applicable","ssp370",186.873061034343,0.0022,934.37,"Aporr_long_ssp370_mean"
"Not.Assigned","ssp370",1496.82892708866,0.0175,7484.14,"Aporr_long_ssp370_mean"
"Not.Reported","ssp370",10850.7379424364,0.1269,54253.69,"Aporr_long_ssp370_mean"
"Outside.PA","ssp370",58855.4683297795,0.6881,294277.34,"Aporr_long_ssp370_mean"
"Presence","ssp370",85532,1,427660,"Aporr_long_ssp370_mean"
"Protected","ssp370",14142.0917396611,0.1653,70710.46,"Aporr_long_ssp370_mean"
"Unprotected","ssp370",71389.9082603389,0.8347,356949.54,"Aporr_long_ssp370_mean"
"V","ssp370",10902.2925922475,0.1275,54511.46,"Aporr_long_ssp370_mean"
"VI","ssp370",191.666199253523,0.0022,958.33,"Aporr_long_ssp370_mean"
"Ia","ssp585",53.2685023921041,7e-04,266.34,"Aporr_long_ssp585_mean"
"Ib","ssp585",54.7224993149093,7e-04,273.61,"Aporr_long_ssp585_mean"
"II","ssp585",405.156517236413,0.005,2025.78,"Aporr_long_ssp585_mean"
"III","ssp585",35.8369398231067,4e-04,179.18,"Aporr_long_ssp585_mean"
"IV","ssp585",2399.92259443316,0.0296,11999.61,"Aporr_long_ssp585_mean"
"Not.Applicable","ssp585",164.513534040636,0.002,822.57,"Aporr_long_ssp585_mean"
"Not.Assigned","ssp585",1490.65757727345,0.0184,7453.29,"Aporr_long_ssp585_mean"
"Not.Reported","ssp585",10091.390427678,0.1243,50456.95,"Aporr_long_ssp585_mean"
"Outside.PA","ssp585",56065.2137959888,0.6906,280326.07,"Aporr_long_ssp585_mean"
"Presence","ssp585",81186,1,405930,"Aporr_long_ssp585_mean"
"Protected","ssp585",13374.2246650192,0.1647,66871.12,"Aporr_long_ssp585_mean"
"Unprotected","ssp585",67811.7753349808,0.8353,339058.88,"Aporr_long_ssp585_mean"
