"x" "y" "ID" "Artensumme"
13.914080847 54.038172133 608 13
14.069080847 54.038172133 609 NA
8.427080847 53.945172133 631 NA
8.582080847 53.945172133 632 NA
8.923080847 53.945172133 634 12
9.078080847 53.945172133 635 12
9.264080847 53.945172133 636 16
9.419080847 53.945172133 637 16
9.574080847 53.945172133 638 13
9.760080847 53.945172133 639 12
9.915080847 53.945172133 640 9
10.070080847 53.945172133 641 NA
10.256080847 53.945172133 642 12
10.411080847 53.945172133 643 12
10.597080847 53.945172133 644 12
10.752080847 53.945172133 645 13
10.907080847 53.945172133 646 13
11.093080847 53.945172133 647 8
11.248080847 53.945172133 648 14
11.403080847 53.945172133 649 NA
11.589080847 53.945172133 650 4
11.744080847 53.945172133 651 8
11.930080847 53.945172133 652 8
12.085080847 53.945172133 653 9
12.240080847 53.945172133 654 2
12.426080847 53.945172133 655 4
12.581080847 53.945172133 656 7
12.736080847 53.945172133 657 NA
12.922080847 53.945172133 658 8
13.077080847 53.945172133 659 9
13.263080847 53.945172133 660 7
13.418080847 53.945172133 661 4
13.573080847 53.945172133 662 3
13.759080847 53.945172133 663 6
13.914080847 53.945172133 664 12
14.069080847 53.945172133 665 NA
14.255080847 53.945172133 666 NA
8.582080847 53.852172133 688 NA
8.737080847 53.852172133 689 NA
8.923080847 53.852172133 690 NA
9.078080847 53.852172133 691 NA
9.264080847 53.852172133 692 NA
9.419080847 53.852172133 693 NA
9.574080847 53.852172133 694 NA
9.760080847 53.852172133 695 NA
9.915080847 53.852172133 696 NA
10.070080847 53.852172133 697 NA
10.256080847 53.852172133 698 NA
10.411080847 53.852172133 699 NA
10.597080847 53.852172133 700 NA
10.752080847 53.852172133 701 NA
10.907080847 53.852172133 702 NA
11.093080847 53.852172133 703 NA
11.248080847 53.852172133 704 NA
11.403080847 53.852172133 705 NA
11.589080847 53.852172133 706 NA
11.744080847 53.852172133 707 NA
11.930080847 53.852172133 708 NA
12.085080847 53.852172133 709 NA
12.240080847 53.852172133 710 NA
12.426080847 53.852172133 711 NA
12.581080847 53.852172133 712 NA
12.736080847 53.852172133 713 NA
12.922080847 53.852172133 714 NA
13.077080847 53.852172133 715 NA
13.263080847 53.852172133 716 NA
13.418080847 53.852172133 717 NA
13.573080847 53.852172133 718 NA
13.759080847 53.852172133 719 NA
13.914080847 53.852172133 720 NA
14.069080847 53.852172133 721 NA
14.255080847 53.852172133 722 NA
7.249080847 53.759172133 736 NA
7.404080847 53.759172133 737 NA
7.590080847 53.759172133 738 NA
7.745080847 53.759172133 739 NA
7.931080847 53.759172133 740 NA
8.086080847 53.759172133 741 NA
8.582080847 53.759172133 744 NA
8.737080847 53.759172133 745 NA
8.923080847 53.759172133 746 NA
9.078080847 53.759172133 747 NA
9.264080847 53.759172133 748 NA
9.419080847 53.759172133 749 NA
9.574080847 53.759172133 750 NA
9.760080847 53.759172133 751 NA
9.915080847 53.759172133 752 NA
10.070080847 53.759172133 753 NA
10.256080847 53.759172133 754 NA
10.411080847 53.759172133 755 NA
10.597080847 53.759172133 756 NA
10.752080847 53.759172133 757 NA
10.907080847 53.759172133 758 NA
11.093080847 53.759172133 759 NA
11.248080847 53.759172133 760 NA
11.403080847 53.759172133 761 NA
11.589080847 53.759172133 762 NA
11.744080847 53.759172133 763 NA
11.930080847 53.759172133 764 NA
12.085080847 53.759172133 765 NA
12.240080847 53.759172133 766 NA
12.426080847 53.759172133 767 NA
12.581080847 53.759172133 768 NA
12.736080847 53.759172133 769 NA
12.922080847 53.759172133 770 NA
13.077080847 53.759172133 771 NA
13.263080847 53.759172133 772 NA
13.418080847 53.759172133 773 NA
13.573080847 53.759172133 774 NA
13.759080847 53.759172133 775 NA
13.914080847 53.759172133 776 NA
14.069080847 53.759172133 777 NA
14.255080847 53.759172133 778 NA
6.753080847 53.635172133 789 NA
6.908080847 53.635172133 790 NA
7.094080847 53.635172133 791 NA
7.249080847 53.635172133 792 NA
7.404080847 53.635172133 793 NA
7.590080847 53.635172133 794 NA
7.745080847 53.635172133 795 NA
7.931080847 53.635172133 796 NA
8.086080847 53.635172133 797 NA
8.241080847 53.635172133 798 NA
8.427080847 53.635172133 799 NA
8.582080847 53.635172133 800 NA
8.737080847 53.635172133 801 NA
8.923080847 53.635172133 802 NA
9.078080847 53.635172133 803 NA
9.264080847 53.635172133 804 NA
9.419080847 53.635172133 805 NA
9.574080847 53.635172133 806 NA
9.760080847 53.635172133 807 NA
9.915080847 53.635172133 808 NA
10.070080847 53.635172133 809 NA
10.256080847 53.635172133 810 NA
10.411080847 53.635172133 811 NA
10.597080847 53.635172133 812 NA
10.752080847 53.635172133 813 NA
10.907080847 53.635172133 814 NA
11.093080847 53.635172133 815 NA
11.248080847 53.635172133 816 NA
11.403080847 53.635172133 817 NA
11.589080847 53.635172133 818 NA
11.744080847 53.635172133 819 NA
11.930080847 53.635172133 820 NA
12.085080847 53.635172133 821 NA
12.240080847 53.635172133 822 NA
12.426080847 53.635172133 823 NA
12.581080847 53.635172133 824 NA
12.736080847 53.635172133 825 NA
12.922080847 53.635172133 826 NA
13.077080847 53.635172133 827 NA
13.263080847 53.635172133 828 NA
13.418080847 53.635172133 829 NA
13.573080847 53.635172133 830 NA
13.759080847 53.635172133 831 NA
13.914080847 53.635172133 832 NA
14.069080847 53.635172133 833 NA
14.255080847 53.635172133 834 NA
6.753080847 53.542172133 845 NA
7.094080847 53.542172133 847 17
7.249080847 53.542172133 848 14
7.404080847 53.542172133 849 NA
7.590080847 53.542172133 850 12
7.745080847 53.542172133 851 12
7.931080847 53.542172133 852 16
8.086080847 53.542172133 853 15
8.241080847 53.542172133 854 17
8.427080847 53.542172133 855 17
8.582080847 53.542172133 856 14
8.737080847 53.542172133 857 NA
8.923080847 53.542172133 858 6
9.078080847 53.542172133 859 12
9.264080847 53.542172133 860 9
9.419080847 53.542172133 861 13
9.574080847 53.542172133 862 12
9.760080847 53.542172133 863 17
9.915080847 53.542172133 864 18
10.070080847 53.542172133 865 NA
10.256080847 53.542172133 866 13
10.411080847 53.542172133 867 6
10.597080847 53.542172133 868 8
10.752080847 53.542172133 869 1
10.907080847 53.542172133 870 3
11.093080847 53.542172133 871 8
11.248080847 53.542172133 872 4
11.403080847 53.542172133 873 NA
11.589080847 53.542172133 874 5
11.744080847 53.542172133 875 4
11.930080847 53.542172133 876 2
12.085080847 53.542172133 877 4
12.240080847 53.542172133 878 6
12.426080847 53.542172133 879 1
12.581080847 53.542172133 880 5
12.736080847 53.542172133 881 NA
12.922080847 53.542172133 882 3
13.077080847 53.542172133 883 2
13.263080847 53.542172133 884 15
13.418080847 53.542172133 885 3
13.573080847 53.542172133 886 1
13.759080847 53.542172133 887 5
13.914080847 53.542172133 888 0
14.069080847 53.542172133 889 NA
14.255080847 53.542172133 890 0
7.094080847 53.449172133 903 16
7.249080847 53.449172133 904 17
7.404080847 53.449172133 905 NA
7.590080847 53.449172133 906 12
7.745080847 53.449172133 907 12
7.931080847 53.449172133 908 11
8.086080847 53.449172133 909 18
8.241080847 53.449172133 910 NA
8.427080847 53.449172133 911 18
8.582080847 53.449172133 912 17
8.737080847 53.449172133 913 NA
8.923080847 53.449172133 914 8
9.078080847 53.449172133 915 11
9.264080847 53.449172133 916 8
9.419080847 53.449172133 917 8
9.574080847 53.449172133 918 9
9.760080847 53.449172133 919 14
9.915080847 53.449172133 920 15
10.070080847 53.449172133 921 NA
10.256080847 53.449172133 922 19
10.411080847 53.449172133 923 13
10.597080847 53.449172133 924 13
10.752080847 53.449172133 925 11
10.907080847 53.449172133 926 4
11.093080847 53.449172133 927 10
11.248080847 53.449172133 928 7
11.403080847 53.449172133 929 NA
11.589080847 53.449172133 930 12
11.744080847 53.449172133 931 3
11.930080847 53.449172133 932 6
12.085080847 53.449172133 933 4
12.240080847 53.449172133 934 2
12.426080847 53.449172133 935 4
12.581080847 53.449172133 936 1
12.736080847 53.449172133 937 NA
12.922080847 53.449172133 938 0
13.077080847 53.449172133 939 0
13.263080847 53.449172133 940 1
13.418080847 53.449172133 941 6
13.573080847 53.449172133 942 5
13.759080847 53.449172133 943 0
13.914080847 53.449172133 944 1
14.069080847 53.449172133 945 NA
14.255080847 53.449172133 946 7
14.410080847 53.449172133 947 8
7.094080847 53.356172133 959 17
7.249080847 53.356172133 960 18
7.404080847 53.356172133 961 NA
7.590080847 53.356172133 962 12
7.745080847 53.356172133 963 11
7.931080847 53.356172133 964 11
8.086080847 53.356172133 965 13
8.241080847 53.356172133 966 18
8.427080847 53.356172133 967 17
8.582080847 53.356172133 968 11
8.737080847 53.356172133 969 NA
8.923080847 53.356172133 970 9
9.078080847 53.356172133 971 8
9.264080847 53.356172133 972 3
9.419080847 53.356172133 973 8
9.574080847 53.356172133 974 6
9.760080847 53.356172133 975 4
9.915080847 53.356172133 976 11
10.070080847 53.356172133 977 NA
10.256080847 53.356172133 978 16
10.411080847 53.356172133 979 15
10.597080847 53.356172133 980 15
10.752080847 53.356172133 981 15
10.907080847 53.356172133 982 9
11.093080847 53.356172133 983 5
11.248080847 53.356172133 984 5
11.403080847 53.356172133 985 NA
11.589080847 53.356172133 986 9
11.744080847 53.356172133 987 2
11.930080847 53.356172133 988 0
12.085080847 53.356172133 989 1
12.240080847 53.356172133 990 0
12.426080847 53.356172133 991 2
12.581080847 53.356172133 992 6
12.736080847 53.356172133 993 NA
12.922080847 53.356172133 994 2
13.077080847 53.356172133 995 2
13.263080847 53.356172133 996 2
13.418080847 53.356172133 997 1
13.573080847 53.356172133 998 0
13.759080847 53.356172133 999 0
13.914080847 53.356172133 1000 3
14.069080847 53.356172133 1001 NA
14.255080847 53.356172133 1002 2
14.410080847 53.356172133 1003 2
7.249080847 53.263172133 1016 NA
7.404080847 53.263172133 1017 NA
7.590080847 53.263172133 1018 NA
7.745080847 53.263172133 1019 NA
7.931080847 53.263172133 1020 NA
8.086080847 53.263172133 1021 NA
8.241080847 53.263172133 1022 NA
8.427080847 53.263172133 1023 NA
8.582080847 53.263172133 1024 NA
8.737080847 53.263172133 1025 NA
8.923080847 53.263172133 1026 NA
9.078080847 53.263172133 1027 NA
9.264080847 53.263172133 1028 NA
9.419080847 53.263172133 1029 NA
9.574080847 53.263172133 1030 NA
9.760080847 53.263172133 1031 NA
9.915080847 53.263172133 1032 NA
10.070080847 53.263172133 1033 NA
10.256080847 53.263172133 1034 NA
10.411080847 53.263172133 1035 NA
10.597080847 53.263172133 1036 NA
10.752080847 53.263172133 1037 NA
10.907080847 53.263172133 1038 NA
11.093080847 53.263172133 1039 NA
11.248080847 53.263172133 1040 NA
11.403080847 53.263172133 1041 NA
11.589080847 53.263172133 1042 NA
11.744080847 53.263172133 1043 NA
11.930080847 53.263172133 1044 NA
12.085080847 53.263172133 1045 NA
12.240080847 53.263172133 1046 NA
12.426080847 53.263172133 1047 NA
12.581080847 53.263172133 1048 NA
12.736080847 53.263172133 1049 NA
12.922080847 53.263172133 1050 NA
13.077080847 53.263172133 1051 NA
13.263080847 53.263172133 1052 NA
13.418080847 53.263172133 1053 NA
13.573080847 53.263172133 1054 NA
13.759080847 53.263172133 1055 NA
13.914080847 53.263172133 1056 NA
14.069080847 53.263172133 1057 NA
14.255080847 53.263172133 1058 NA
14.410080847 53.263172133 1059 NA
7.249080847 53.139172133 1072 NA
7.404080847 53.139172133 1073 NA
7.590080847 53.139172133 1074 NA
7.745080847 53.139172133 1075 NA
7.931080847 53.139172133 1076 NA
8.086080847 53.139172133 1077 NA
8.241080847 53.139172133 1078 NA
8.427080847 53.139172133 1079 NA
8.582080847 53.139172133 1080 NA
8.737080847 53.139172133 1081 NA
8.923080847 53.139172133 1082 NA
9.078080847 53.139172133 1083 NA
9.264080847 53.139172133 1084 NA
9.419080847 53.139172133 1085 NA
9.574080847 53.139172133 1086 NA
9.760080847 53.139172133 1087 NA
9.915080847 53.139172133 1088 NA
10.070080847 53.139172133 1089 NA
10.256080847 53.139172133 1090 NA
10.411080847 53.139172133 1091 NA
10.597080847 53.139172133 1092 NA
10.752080847 53.139172133 1093 NA
10.907080847 53.139172133 1094 NA
11.093080847 53.139172133 1095 NA
11.248080847 53.139172133 1096 NA
11.403080847 53.139172133 1097 NA
11.589080847 53.139172133 1098 NA
11.744080847 53.139172133 1099 NA
11.930080847 53.139172133 1100 NA
12.085080847 53.139172133 1101 NA
12.240080847 53.139172133 1102 NA
12.426080847 53.139172133 1103 NA
12.581080847 53.139172133 1104 NA
12.736080847 53.139172133 1105 NA
12.922080847 53.139172133 1106 NA
13.077080847 53.139172133 1107 NA
13.263080847 53.139172133 1108 NA
13.418080847 53.139172133 1109 NA
13.573080847 53.139172133 1110 NA
13.759080847 53.139172133 1111 NA
13.914080847 53.139172133 1112 NA
14.069080847 53.139172133 1113 NA
14.255080847 53.139172133 1114 NA
14.410080847 53.139172133 1115 NA
7.249080847 53.046172133 1128 10
7.404080847 53.046172133 1129 NA
7.590080847 53.046172133 1130 12
7.745080847 53.046172133 1131 8
7.931080847 53.046172133 1132 5
8.086080847 53.046172133 1133 10
8.241080847 53.046172133 1134 9
8.427080847 53.046172133 1135 7
8.582080847 53.046172133 1136 13
8.737080847 53.046172133 1137 NA
8.923080847 53.046172133 1138 16
9.078080847 53.046172133 1139 14
9.264080847 53.046172133 1140 5
9.419080847 53.046172133 1141 1
9.574080847 53.046172133 1142 11
9.760080847 53.046172133 1143 2
9.915080847 53.046172133 1144 5
10.070080847 53.046172133 1145 NA
10.256080847 53.046172133 1146 7
10.411080847 53.046172133 1147 9
10.597080847 53.046172133 1148 8
10.752080847 53.046172133 1149 0
10.907080847 53.046172133 1150 1
11.093080847 53.046172133 1151 5
11.248080847 53.046172133 1152 2
11.403080847 53.046172133 1153 NA
11.589080847 53.046172133 1154 13
11.744080847 53.046172133 1155 9
11.930080847 53.046172133 1156 3
12.085080847 53.046172133 1157 2
12.240080847 53.046172133 1158 1
12.426080847 53.046172133 1159 1
12.581080847 53.046172133 1160 0
12.736080847 53.046172133 1161 NA
12.922080847 53.046172133 1162 2
13.077080847 53.046172133 1163 0
13.263080847 53.046172133 1164 2
13.418080847 53.046172133 1165 0
13.573080847 53.046172133 1166 2
13.759080847 53.046172133 1167 0
13.914080847 53.046172133 1168 2
14.069080847 53.046172133 1169 NA
14.255080847 53.046172133 1170 15
14.410080847 53.046172133 1171 0
7.249080847 52.953172133 1184 6
7.404080847 52.953172133 1185 NA
7.590080847 52.953172133 1186 3
7.745080847 52.953172133 1187 3
7.931080847 52.953172133 1188 5
8.086080847 52.953172133 1189 3
8.241080847 52.953172133 1190 7
8.427080847 52.953172133 1191 7
8.582080847 52.953172133 1192 10
8.737080847 52.953172133 1193 NA
8.923080847 52.953172133 1194 12
9.078080847 52.953172133 1195 14
9.264080847 52.953172133 1196 12
9.419080847 52.953172133 1197 4
9.574080847 52.953172133 1198 2
9.760080847 52.953172133 1199 5
9.915080847 52.953172133 1200 3
10.070080847 52.953172133 1201 NA
10.256080847 52.953172133 1202 1
10.411080847 52.953172133 1203 5
10.597080847 52.953172133 1204 10
10.752080847 52.953172133 1205 0
10.907080847 52.953172133 1206 4
11.093080847 52.953172133 1207 10
11.248080847 52.953172133 1208 3
11.403080847 52.953172133 1209 NA
11.589080847 52.953172133 1210 1
11.744080847 52.953172133 1211 7
11.930080847 52.953172133 1212 6
12.085080847 52.953172133 1213 NA
12.240080847 52.953172133 1214 8
12.426080847 52.953172133 1215 3
12.581080847 52.953172133 1216 1
12.736080847 52.953172133 1217 NA
12.922080847 52.953172133 1218 2
13.077080847 52.953172133 1219 1
13.263080847 52.953172133 1220 1
13.418080847 52.953172133 1221 4
13.573080847 52.953172133 1222 2
13.759080847 52.953172133 1223 2
13.914080847 52.953172133 1224 0
14.069080847 52.953172133 1225 NA
14.255080847 52.953172133 1226 2
7.094080847 52.860172133 1239 9
7.249080847 52.860172133 1240 2
7.404080847 52.860172133 1241 NA
7.590080847 52.860172133 1242 8
7.745080847 52.860172133 1243 6
7.931080847 52.860172133 1244 4
8.086080847 52.860172133 1245 8
8.241080847 52.860172133 1246 3
8.427080847 52.860172133 1247 13
8.582080847 52.860172133 1248 4
8.737080847 52.860172133 1249 NA
8.923080847 52.860172133 1250 13
9.078080847 52.860172133 1251 11
9.264080847 52.860172133 1252 14
9.419080847 52.860172133 1253 10
9.574080847 52.860172133 1254 7
9.760080847 52.860172133 1255 5
9.915080847 52.860172133 1256 14
10.070080847 52.860172133 1257 NA
10.256080847 52.860172133 1258 2
10.411080847 52.860172133 1259 3
10.597080847 52.860172133 1260 1
10.752080847 52.860172133 1261 2
10.907080847 52.860172133 1262 11
11.093080847 52.860172133 1263 11
11.248080847 52.860172133 1264 6
11.403080847 52.860172133 1265 NA
11.589080847 52.860172133 1266 3
11.744080847 52.860172133 1267 8
11.930080847 52.860172133 1268 10
12.085080847 52.860172133 1269 2
12.240080847 52.860172133 1270 4
12.426080847 52.860172133 1271 4
12.581080847 52.860172133 1272 6
12.736080847 52.860172133 1273 NA
12.922080847 52.860172133 1274 5
13.077080847 52.860172133 1275 2
13.263080847 52.860172133 1276 8
13.418080847 52.860172133 1277 1
13.573080847 52.860172133 1278 1
13.759080847 52.860172133 1279 5
13.914080847 52.860172133 1280 2
14.069080847 52.860172133 1281 NA
14.255080847 52.860172133 1282 0
7.094080847 52.736172133 1295 5
7.249080847 52.736172133 1296 10
7.404080847 52.736172133 1297 NA
7.590080847 52.736172133 1298 3
7.745080847 52.736172133 1299 8
7.931080847 52.736172133 1300 6
8.086080847 52.736172133 1301 3
8.241080847 52.736172133 1302 9
8.427080847 52.736172133 1303 10
8.582080847 52.736172133 1304 9
8.737080847 52.736172133 1305 NA
8.923080847 52.736172133 1306 13
9.078080847 52.736172133 1307 10
9.264080847 52.736172133 1308 4
9.419080847 52.736172133 1309 2
9.574080847 52.736172133 1310 14
9.760080847 52.736172133 1311 10
9.915080847 52.736172133 1312 2
10.070080847 52.736172133 1313 NA
10.256080847 52.736172133 1314 9
10.411080847 52.736172133 1315 1
10.597080847 52.736172133 1316 9
10.752080847 52.736172133 1317 10
10.907080847 52.736172133 1318 NA
11.093080847 52.736172133 1319 11
11.248080847 52.736172133 1320 2
11.403080847 52.736172133 1321 NA
11.589080847 52.736172133 1322 3
11.744080847 52.736172133 1323 NA
11.930080847 52.736172133 1324 4
12.085080847 52.736172133 1325 0
12.240080847 52.736172133 1326 4
12.426080847 52.736172133 1327 7
12.581080847 52.736172133 1328 7
12.736080847 52.736172133 1329 NA
12.922080847 52.736172133 1330 7
13.077080847 52.736172133 1331 4
13.263080847 52.736172133 1332 7
13.418080847 52.736172133 1333 5
13.573080847 52.736172133 1334 4
13.759080847 52.736172133 1335 0
13.914080847 52.736172133 1336 0
14.069080847 52.736172133 1337 NA
14.255080847 52.736172133 1338 7
14.410080847 52.736172133 1339 1
6.753080847 52.643172133 1349 NA
6.908080847 52.643172133 1350 NA
7.094080847 52.643172133 1351 NA
7.249080847 52.643172133 1352 NA
7.404080847 52.643172133 1353 NA
7.590080847 52.643172133 1354 NA
7.745080847 52.643172133 1355 NA
7.931080847 52.643172133 1356 NA
8.086080847 52.643172133 1357 NA
8.241080847 52.643172133 1358 NA
8.427080847 52.643172133 1359 NA
8.582080847 52.643172133 1360 NA
8.737080847 52.643172133 1361 NA
8.923080847 52.643172133 1362 NA
9.078080847 52.643172133 1363 NA
9.264080847 52.643172133 1364 NA
9.419080847 52.643172133 1365 NA
9.574080847 52.643172133 1366 NA
9.760080847 52.643172133 1367 NA
9.915080847 52.643172133 1368 NA
10.070080847 52.643172133 1369 NA
10.256080847 52.643172133 1370 NA
10.411080847 52.643172133 1371 NA
10.597080847 52.643172133 1372 NA
10.752080847 52.643172133 1373 NA
10.907080847 52.643172133 1374 NA
11.093080847 52.643172133 1375 NA
11.248080847 52.643172133 1376 NA
11.403080847 52.643172133 1377 NA
11.589080847 52.643172133 1378 NA
11.744080847 52.643172133 1379 NA
11.930080847 52.643172133 1380 NA
12.085080847 52.643172133 1381 NA
12.240080847 52.643172133 1382 NA
12.426080847 52.643172133 1383 NA
12.581080847 52.643172133 1384 NA
12.736080847 52.643172133 1385 NA
12.922080847 52.643172133 1386 NA
13.077080847 52.643172133 1387 NA
13.263080847 52.643172133 1388 NA
13.418080847 52.643172133 1389 NA
13.573080847 52.643172133 1390 NA
13.759080847 52.643172133 1391 NA
13.914080847 52.643172133 1392 NA
14.069080847 52.643172133 1393 NA
14.255080847 52.643172133 1394 NA
14.410080847 52.643172133 1395 NA
14.596080847 52.643172133 1396 NA
6.753080847 52.550172133 1405 NA
6.908080847 52.550172133 1406 NA
7.094080847 52.550172133 1407 NA
7.249080847 52.550172133 1408 NA
7.404080847 52.550172133 1409 NA
7.590080847 52.550172133 1410 NA
7.745080847 52.550172133 1411 NA
7.931080847 52.550172133 1412 NA
8.086080847 52.550172133 1413 NA
8.241080847 52.550172133 1414 NA
8.427080847 52.550172133 1415 NA
8.582080847 52.550172133 1416 NA
8.737080847 52.550172133 1417 NA
8.923080847 52.550172133 1418 NA
9.078080847 52.550172133 1419 NA
9.264080847 52.550172133 1420 NA
9.419080847 52.550172133 1421 NA
9.574080847 52.550172133 1422 NA
9.760080847 52.550172133 1423 NA
9.915080847 52.550172133 1424 NA
10.070080847 52.550172133 1425 NA
10.256080847 52.550172133 1426 NA
10.411080847 52.550172133 1427 NA
10.597080847 52.550172133 1428 NA
