"Group_name","Species","SpeciesID","Fct_group","Comment","Ecogroup_Phillips","Acc_name","Species_Briones","Ecogroup_Briones","Species_final","Genus","Percent_Epigeic","Percent_Anecic","Percent_Endogeic","Ecogroup_Bottinelli","Ecogroup","kingdom","subkingdom","infrakingdom","superphylum","phylum","class","superorder","order","suborder","superfamily","family","Records","NumCells_2km"
"Earthworms","Diplotrema oxcutzcabensis","Diplo_oxcu",NA,NA,"Endogeic","Diplotrema oxcutzcabensis",NA,NA,"Diplotrema oxcutzcabensis","Diplotrema",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Acanthodrilidae",0,0
"Earthworms","Diplotrema papillata","Diplo_papi",NA,NA,"Endogeic","Diplotrema papillata",NA,NA,"Diplotrema papillata","Diplotrema",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Acanthodrilidae",0,0
"Earthworms","Diporodrilus pilosus","Dipor_pilo",NA,NA,NA,"Diporodrilus pilosus",NA,NA,"Diporodrilus pilosus","Diporodrilus",0,8,92,"Endogeic","Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Dorgiodrilus robustus","Dorgi_robu",NA,NA,"Endogeic","Dorgiodrilus robustus",NA,NA,"Dorgiodrilus robustus","Dorgiodrilus",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Ocnerodrilidae",0,0
"Earthworms","Drawida barwelli","Drawi_barw",NA,NA,"Endogeic","Drawida barwelli",NA,NA,"Drawida barwelli","Drawida",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Moniligastrida",NA,NA,"Moniligastridae",0,0
"Earthworms","Drawida gisti","Drawi_gist",NA,NA,"Endogeic","Drawida gisti",NA,NA,"Drawida gisti","Drawida",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Moniligastrida",NA,NA,"Moniligastridae",0,0
"Earthworms","Drawida japonica","Drawi_japo",NA,NA,"Endogeic","Drawida japonica",NA,NA,"Drawida japonica","Drawida",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Moniligastrida",NA,NA,"Moniligastridae",0,0
"Earthworms","Drawida nepalensis","Drawi_nepa",NA,NA,"Anecic","Drawida nepalensis",NA,NA,"Drawida nepalensis","Drawida",NA,NA,NA,NA,"Anecic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Moniligastrida",NA,NA,"Moniligastridae",0,0
"Earthworms","Eisenia andrei","Eisen_andr",NA,NA,"Epigeic","Eisenia andrei","Eisenia andrei","Epigeic","Eisenia andrei","Eisenia",94,3,3,"Epigeic","Epigeic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumbricidae",24,12
"Earthworms","Eisenia atlavinyteae","Eisen_atla",NA,NA,"Epi-Endogeic","Eisenia atlavinyteae",NA,NA,"Eisenia atlavinyteae","Eisenia",NA,NA,NA,NA,"Epi-Endogeic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumbricidae",1800,0
"Earthworms","Eisenia austriaca","Eisen_aust",NA,NA,NA,"Eisenia austriaca",NA,NA,"Eisenia austriaca","Eisenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumbricidae",0,0
"Earthworms","Eisenia balatonica","Eisen_bala",NA,NA,NA,"Eisenia balatonica","Eisenia balatonica","Epigeic","Eisenia balatonica","Eisenia",NA,NA,NA,NA,"Epigeic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumbricidae",1,1
"Earthworms","Eiseniella balatonica","Eisen_bala",NA,NA,NA,"Eiseniella balatonica","Eisenia balatonica",NA,"Eisenia balatonica","Eisenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumbricidae",1,1
"Earthworms","Eisenia fetida","Eisen_feti",NA,NA,"Epigeic","Eisenia fetida","Eisenia fetida","Epigeic","Eisenia fetida","Eisenia",93,4,3,"Epigeic","Epigeic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumbricidae",893,335
"Earthworms","Eisenia foetica","Eisen_foet",NA,NA,NA,"Eisenia foetida",NA,NA,"Eisenia foetida","Eisenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumbricidae",2,1
"Earthworms","Eisenia japonica","Eisen_japo",NA,NA,"Endogeic","Eisenia japonica",NA,NA,"Eisenia japonica","Eisenia",NA,NA,NA,NA,"Endogeic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumbricidae",0,0
"Earthworms","Eisenia lucens","Eisen_luce",NA,NA,"Epigeic","Eisenia lucens","Eisenia lucens","Epigeic","Eisenia lucens","Eisenia",NA,NA,NA,NA,"Epigeic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumbricidae",21,12
"Earthworms","Lumbricus lucens","Eisen_luce",NA,NA,NA,"Lumbricus lucens","Esienia lucens",NA,"Eisenia lucens","Esienia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,12
"Earthworms","Eisenia nordenskioldi nordenskioldi","Eisen_nord",NA,NA,"Epi-Endogeic","Eisenia nordenskioldi nordenskioldi","Eisenia nordenskioldi","Epi-Endogeic","Eisenia nordenskioldi","Eisenia",NA,NA,NA,NA,"Epi-Endogeic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumbricidae",67,0
"Earthworms","Eisenia nordenskioldi","Eisen_nord",NA,NA,NA,"Eisenia nordenskioldi","Eisenia nordenskioldi","Epi-Endogeic","Eisenia nordenskioldi","Eisenia",NA,NA,NA,NA,"Epi-Endogeic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumbricidae",67,0
"Earthworms","Eisenia rhodopensis","Eisen_rhod",NA,NA,NA,"Eisenia rhodopensis",NA,NA,"Eisenia rhodopensis","Eisenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumbricidae",0,0
"Earthworms","Eisenia rosea","Eisen_rose",NA,NA,NA,"Eisenia rosea",NA,NA,"Eisenia rosea","Eisenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumbricidae",0,0
"Earthworms","Eisenia spelaea","Eisen_spel",NA,NA,NA,"Eisenia spelaea","Eisenia spelaea","Epigeic","Eisenia spelaea","Eisenia",NA,NA,NA,NA,"Epigeic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumbricidae",0,0
"Earthworms","Eisenia spelea","Eisen_spel",NA,NA,NA,"Eisenia spelea",NA,NA,"Eisenia spelea","Eisenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumbricidae",0,0
"Earthworms","Eisenia storkani","Eisen_stor",NA,NA,NA,"Eisenia storkani",NA,NA,"Eisenia storkani","Eisenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumbricidae",2,2
"Earthworms","Eisenia submontana","Eisen_subm",NA,NA,NA,"Eisenia submontana",NA,NA,"Eisenia submontana","Eisenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumbricidae",1,1
"Earthworms","Eiseniella balcanica","Eisen_balc",NA,NA,NA,"Eiseniella balcanica",NA,NA,"Eiseniella balcanica","Eiseniella",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Eiseniella colchidica","Eisen_colc",NA,NA,NA,"Eiseniella colchidica",NA,NA,"Eiseniella colchidica","Eiseniella",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",1,1
"Earthworms","Eiseniella neapolitana","Eisen_neap",NA,NA,NA,"Eiseniella neapolitana",NA,NA,"Eiseniella neapolitana","Eiseniella",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",2,0
"Earthworms","Eiseniella ochridana","Eisen_ochr",NA,NA,NA,"Eiseniella ochridana",NA,NA,"Eiseniella ochridana","Eiseniella",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Eiseniella oltenica","Eisen_olte",NA,NA,NA,"Eiseniella oltenica",NA,NA,"Eiseniella oltenica","Eiseniella",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Eisaniella tetraeda","Eisen_tetr",NA,NA,NA,"Eiseniella tetraeda",NA,NA,"Eiseniella tetraeda","Eiseniella",78,22,0,"Epigeic","Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",12162,5474
"Earthworms","Eiseniella tetraedra","Eisen_tetr",NA,NA,"Epigeic","Eiseniella tetraedra","Eiseniella tetraedra","Epigeic","Eiseniella tetraedra","Eiseniella",78,22,0,"Epigeic","Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",12162,5474
"Earthworms","Eiseniona albolineata","Eisen_albo",NA,NA,NA,"Eiseniona albolineata",NA,NA,"Eiseniona albolineata","Eiseniona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumbricidae",0,0
"Earthworms","Eiseniona oliveirai","Eisen_oliv",NA,NA,NA,"Eiseniona oliveirai",NA,NA,"Eiseniona oliveirai","Eiseniona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumbricidae",0,0
"Earthworms","Eiseniona sineporis","Eisen_sine",NA,NA,NA,"Eiseniona sineporis",NA,NA,"Eiseniona sineporis","Eiseniona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumbricidae",6,2
"Earthworms","Eminoscolex lamani","Emino_lama",NA,NA,"Epigeic","Eminoscolex lamani",NA,NA,"Eminoscolex lamani","Eminoscolex",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata",NA,"Eudrilidae",0,0
"Earthworms","Eminoscolex violaceus","Emino_viol",NA,NA,"Epigeic","Eminoscolex violaceus",NA,NA,"Eminoscolex violaceus","Eminoscolex",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata",NA,"Eudrilidae",0,0
"Earthworms","Eophila crodabepis","Eophi_crod",NA,NA,NA,"Eophila crodabepis",NA,NA,"Eophila crodabepis","Eophila",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Eophila cyanea","Eophi_cyan",NA,NA,NA,"Eophila cyanea",NA,NA,"Eophila cyanea","Eophila",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Eophila gestroi","Eophi_gest",NA,NA,NA,"Eophila gestroi",NA,NA,"Eophila gestroi","Eophila",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",6,3
"Earthworms","Eophila pyrenaica","Eophi_pyre",NA,NA,NA,"Eophila pyrenaica",NA,NA,"Eophila pyrenaica","Eophila",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Eophila tellinii","Eophi_tell",NA,NA,NA,"Eophila tellinii","Eophila tellinii","Anecic","Eophila tellinii","Eophila",NA,NA,NA,NA,"Anecic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",9,4
"Earthworms","Ephyriodrilus afroccidentalis","Ephyr_afro",NA,NA,"Epigeic","Ephyriodrilus afroccidentalis",NA,NA,"Ephyriodrilus afroccidentalis","Ephyriodrilus",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata",NA,"Eudrilidae",0,0
"Earthworms","Ethnodrilus aveli","Ethno_avel",NA,NA,NA,"Ethnodrilus aveli",NA,NA,"Ethnodrilus aveli","Ethnodrilus",16,0,84,"Endogeic","Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Eudrilus eugeniae","Eudri_euge",NA,NA,"Epi-Endogeic","Eudrilus eugeniae",NA,NA,"Eudrilus eugeniae","Eudrilus",NA,NA,NA,NA,"Epi-Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata",NA,"Eudrilidae",0,0
"Earthworms","Eudrilus pallidus","Eudri_pall",NA,NA,"Epigeic","Eudrilus pallidus",NA,NA,"Eudrilus pallidus","Eudrilus",NA,NA,NA,NA,"Epigeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata",NA,"Eudrilidae",0,0
"Earthworms","Eukerria saltensis","Euker_salt",NA,NA,"Endogeic","Eukerria saltensis","Eukerria saltensis","Endogeic","Eukerria saltensis","Eukerria",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Ocnerodrilidae",4,4
"Earthworms","Eutyphoeus incommodus","Eutyp_inco",NA,NA,"Epi-Endogeic","Eutyphoeus incommodus",NA,NA,"Eutyphoeus incommodus","Eutyphoeus",NA,NA,NA,NA,"Epi-Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Acanthodrilidae",0,0
"Earthworms","Eutyphoeus mizoramensis","Eutyp_mizo",NA,NA,"Anecic","Eutyphoeus mizoramensis",NA,NA,"Eutyphoeus mizoramensis","Eutyphoeus",NA,NA,NA,NA,"Anecic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Acanthodrilidae",0,0
"Earthworms","Eutyphoeus waltoni","Eutyp_walt",NA,NA,"Anecic","Eutyphoeus waltoni",NA,NA,"Eutyphoeus waltoni","Eutyphoeus",NA,NA,NA,NA,"Anecic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Acanthodrilidae",0,0
"Earthworms","Fimoscolex bartzi","Fimos_bart",NA,NA,"Endogeic","Fimoscolex bartzi",NA,NA,"Fimoscolex bartzi","Fimoscolex",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata",NA,"Glossoscolecidae",0,0
"Earthworms","Fitzingeria platyura","Fitzi_plat",NA,NA,NA,"Fitzingeria platyura",NA,NA,"Fitzingeria platyura","Fitzingeria",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",54,23
"Earthworms","Gatesona chaetophora","Gates_chae",NA,NA,NA,"Gatesona chaetophora",NA,NA,"Gatesona chaetophora","Gatesona",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Gemascolex lateralis","Gemas_late",NA,NA,"Epi-Endogeic","Gemascolex lateralis",NA,NA,"Gemascolex lateralis","Gemascolex",NA,NA,NA,NA,"Epi-Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Megascolecidae",0,0
"Earthworms","Gemascolex octothecatus","Gemas_octo",NA,NA,"Endogeic","Gemascolex octothecatus",NA,NA,"Gemascolex octothecatus","Gemascolex",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Megascolecidae",0,0
"Earthworms","Gemascolex walkeri","Gemas_walk",NA,NA,"Endogeic","Gemascolex walkeri",NA,NA,"Gemascolex walkeri","Gemascolex",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Megascolecidae",0,0
"Earthworms","Glossodrilus parecis","Gloss_pare",NA,NA,"Endogeic","Glossodrilus parecis",NA,NA,"Glossodrilus parecis","Glossodrilus",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata",NA,"Glossoscolecidae",0,0
"Earthworms","Glossoscolex giocondoi","Gloss_gioc",NA,NA,"Endogeic","Glossoscolex giocondoi",NA,NA,"Glossoscolex giocondoi","Glossoscolex",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata",NA,"Glossoscolecidae",0,0
"Earthworms","Gordiodrilus marcusi","Gordi_marc",NA,NA,"Endogeic","Gordiodrilus marcusi",NA,NA,"Gordiodrilus marcusi","Gordiodrilus",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Ocnerodrilidae",0,0
"Earthworms","Gordiodrilus wemanus","Gordi_wema",NA,NA,"Endogeic","Gordiodrilus wemanus",NA,NA,"Gordiodrilus wemanus","Gordiodrilus",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Ocnerodrilidae",0,0
"Earthworms","Healyella boluana","Healy_bolu",NA,NA,NA,"Healyella boluana",NA,NA,"Healyella boluana","Healyella",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Healyella mariae","Healy_mari",NA,NA,NA,"Healyella mariae",NA,NA,"Healyella mariae","Healyella",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",6,6
"Earthworms","Healyella naja","Healy_naja",NA,NA,NA,"Healyella naja",NA,NA,"Healyella naja","Healyella",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",2,2
"Earthworms","Healyella suriaca","Healy_syri",NA,NA,NA,"Healyella syriaca",NA,NA,"Healyella syriaca","Healyella",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",1,1
"Earthworms","Healyella zicsii","Healy_zics",NA,NA,NA,"Healyella zicsii",NA,NA,"Healyella zicsii","Healyella",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Helodrilus antipai","Helod_anti",NA,NA,NA,"Helodrilus antipae",NA,NA,"Helodrilus antipae","Helodrilus",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",6,2
"Earthworms","Helodrilus antipae","Helod_anti",NA,NA,NA,"Helodrilus antipae",NA,NA,"Helodrilus antipae","Helodrilus",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",6,2
"Earthworms","Helodrilus cortezi","Helod_cort",NA,NA,NA,"Helodrilus cortezi",NA,NA,"Helodrilus cortezi","Helodrilus",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Helodrilus moebii","Helod_moeb",NA,NA,NA,"Helodrilus moebii",NA,NA,"Helodrilus moebii","Helodrilus",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",0,0
"Earthworms","Helodrilus norvegicus","Helod_norv",NA,NA,NA,"Helodrilus norvegicus",NA,NA,"Helodrilus norvegicus","Helodrilus",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",1,1
"Earthworms","Helodrilus oculatus","Helod_ocul",NA,NA,"Epi-Endogeic","Helodrilus oculatus","Helodrilus oculatus","Epi-Endogeic","Helodrilus oculatus","Helodrilus",NA,NA,NA,NA,"Epi-Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",17,13
"Earthworms","Helodrilus patriarchalis","Helod_patr",NA,NA,NA,"Helodrilus patriarchalis",NA,NA,"Helodrilus patriarchalis","Helodrilus",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",12,0
"Earthworms","Hemigastrodrilus monicae","Hemig_moni",NA,NA,NA,"Hemigastrodrilus monicae","Hemigastrodrilus monicae","Endogeic","Hemigastrodrilus monicae","Hemigastrodrilus",0,0,100,"Endogeic","Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Hormogastridae",1,1
"Earthworms","Heteroporodrilus shephardi","Heter_shep",NA,NA,"Endogeic","Heteroporodrilus shephardi",NA,NA,"Heteroporodrilus shephardi","Heteroporodrilus",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Megascolecoidea","Megascolecidae",0,0
"Earthworms","Hormogaster castillana","Hormo_cast",NA,NA,NA,"Hormogaster castillana",NA,NA,"Hormogaster castillana","Hormogaster",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Hormogastridae",0,0
"Earthworms","Hormogaster elisae","Hormo_elis",NA,NA,"Endogeic","Hormogaster elisae","Hormogaster elisae","Endogeic","Hormogaster elisae","Hormogaster",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Hormogastridae",27,1
"Earthworms","Hormogaster najaformis","Hormo_naja",NA,NA,NA,"Hormogaster najaformis","Hormogaster najaformis","Endogeic","Hormogaster najaformis","Hormogaster",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Hormogastridae",1,1
"Earthworms","Hormogaster pretiosa","Hormo_pret",NA,NA,NA,"Hormogaster pretiosa",NA,NA,"Hormogaster pretiosa","Hormogaster",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Hormogastridae",0,0
"Earthworms","Hormogaster redii","Hormo_redi",NA,NA,NA,"Hormogaster redii",NA,NA,"Hormogaster redii","Hormogaster",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Hormogastridae",0,0
"Earthworms","Hormogaster riojana","Hormo_rioj",NA,NA,NA,"Hormogaster riojana","Hormogaster riojana","Endogeic","Hormogaster riojana","Hormogaster",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Hormogastridae",1,1
"Earthworms","Hormogaster samnitica","Hormo_samn",NA,NA,NA,"Hormogaster samnitica","Hormogaster samnitica","Endogeic","Hormogaster samnitica","Hormogaster",NA,NA,NA,NA,"Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Hormogastridae",1,1
"Earthworms","Hyperiodrilus africanus","Hyper_afri",NA,NA,"Epi-Endogeic","Hyperiodrilus africanus",NA,NA,"Hyperiodrilus africanus","Hyperiodrilus",NA,NA,NA,NA,"Epi-Endogeic","Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata",NA,"Eudrilidae",0,0
"Earthworms","Kenleenus armadas","Kenle_arma",NA,NA,NA,"Kenleenus armadas",NA,NA,"Kenleenus armadas","Kenleenus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lumbricidae",0,0
"Earthworms","Kritodrilus micrurus","Krito_micr",NA,NA,NA,"Kritodrilus micrurus",NA,NA,"Kritodrilus micrurus","Kritodrilus",NA,NA,NA,NA,NA,"Animalia","Bilateria","Protostomia","Lophozoa","Annelida","Clitellata","Metagynophora","Opisthopora","Crassiclitellata","Lumbricoidea","Lumbricidae",2,1
