Predictor,maxent,Species,Run
Hg,0,Micro_dubi,3
MAP,0,Micro_dubi,3
MAP_Seas,0.214,Micro_dubi,3
MAT,93.176,Micro_dubi,3
Moisture,0.421,Micro_dubi,3
N,0.356,Micro_dubi,3
NDVI,0,Micro_dubi,3
P,0.751,Micro_dubi,3
Pastures,0,Micro_dubi,3
Pop_Dens,0,Micro_dubi,3
SOC,0,Micro_dubi,3
Shrubland,0.824,Micro_dubi,3
Slope,0,Micro_dubi,3
pH,0,Micro_dubi,3
Agriculture,1.216,Micro_phos,3
Aspect,0.019,Micro_phos,3
CEC,6.164,Micro_phos,3
Clay.Silt,1.736,Micro_phos,3
Cu,3.054,Micro_phos,3
Dist_Coast,17.824,Micro_phos,3
Dist_River,0.125,Micro_phos,3
Dist_Urban,0.277,Micro_phos,3
Elev,4.896,Micro_phos,3
Forest_Coni,0,Micro_phos,3
Forest_Deci,0.851,Micro_phos,3
Hg,0.084,Micro_phos,3
MAP,0.691,Micro_phos,3
MAP_Seas,0,Micro_phos,3
MAT,55.234,Micro_phos,3
Moisture,0.376,Micro_phos,3
N,0,Micro_phos,3
NDVI,2.282,Micro_phos,3
P,0.384,Micro_phos,3
Pastures,0,Micro_phos,3
Pop_Dens,0.113,Micro_phos,3
SOC,1.159,Micro_phos,3
Shrubland,0,Micro_phos,3
Slope,0,Micro_phos,3
pH,3.515,Micro_phos,3
Agriculture,0,Murch_minu,3
Aspect,0,Murch_minu,3
CEC,0,Murch_minu,3
Clay.Silt,0,Murch_minu,3
Cu,0,Murch_minu,3
Dist_Coast,7.045,Murch_minu,3
Dist_River,15.23,Murch_minu,3
Dist_Urban,0,Murch_minu,3
Elev,0,Murch_minu,3
Forest_Coni,0,Murch_minu,3
Forest_Deci,0,Murch_minu,3
Hg,9.561,Murch_minu,3
MAP,0,Murch_minu,3
MAP_Seas,1.174,Murch_minu,3
MAT,0,Murch_minu,3
Moisture,0,Murch_minu,3
N,0,Murch_minu,3
NDVI,0,Murch_minu,3
P,0,Murch_minu,3
Pastures,2.952,Murch_minu,3
Pop_Dens,0,Murch_minu,3
SOC,0,Murch_minu,3
Shrubland,64.039,Murch_minu,3
Slope,0,Murch_minu,3
pH,0,Murch_minu,3
Agriculture,0.089,Murch_muld,3
Aspect,0,Murch_muld,3
CEC,5.187,Murch_muld,3
Clay.Silt,0.688,Murch_muld,3
Cu,15.932,Murch_muld,3
Dist_Coast,20.329,Murch_muld,3
Dist_River,0.632,Murch_muld,3
Dist_Urban,0,Murch_muld,3
Elev,10.358,Murch_muld,3
Forest_Coni,1.498,Murch_muld,3
Forest_Deci,3.587,Murch_muld,3
Hg,8.808,Murch_muld,3
MAP,0.017,Murch_muld,3
MAP_Seas,5.175,Murch_muld,3
MAT,2.174,Murch_muld,3
Moisture,0.883,Murch_muld,3
N,0.832,Murch_muld,3
NDVI,0,Murch_muld,3
P,0.144,Murch_muld,3
Pastures,5.803,Murch_muld,3
Pop_Dens,7.187,Murch_muld,3
SOC,2.623,Murch_muld,3
Shrubland,0.289,Murch_muld,3
Slope,1.8,Murch_muld,3
pH,5.964,Murch_muld,3
Agriculture,0,Octod_comp,3
Aspect,0.935,Octod_comp,3
CEC,0.683,Octod_comp,3
Clay.Silt,0,Octod_comp,3
Cu,0,Octod_comp,3
Dist_Coast,0.036,Octod_comp,3
Dist_River,0.036,Octod_comp,3
Dist_Urban,0.036,Octod_comp,3
Elev,0,Octod_comp,3
Forest_Coni,65.18,Octod_comp,3
Forest_Deci,0.036,Octod_comp,3
Hg,0,Octod_comp,3
MAP,0,Octod_comp,3
MAP_Seas,0,Octod_comp,3
MAT,31.691,Octod_comp,3
Moisture,0,Octod_comp,3
N,0.144,Octod_comp,3
NDVI,0.108,Octod_comp,3
P,0,Octod_comp,3
Pastures,0.144,Octod_comp,3
Pop_Dens,0.755,Octod_comp,3
SOC,0,Octod_comp,3
Shrubland,0,Octod_comp,3
Slope,0.216,Octod_comp,3
pH,0,Octod_comp,3
Agriculture,7.097,Octod_tran,3
Aspect,0,Octod_tran,3
CEC,1.613,Octod_tran,3
Clay.Silt,0.323,Octod_tran,3
Cu,0,Octod_tran,3
Dist_Coast,45.484,Octod_tran,3
Dist_River,0,Octod_tran,3
Dist_Urban,0.645,Octod_tran,3
Elev,0,Octod_tran,3
Forest_Coni,3.226,Octod_tran,3
Forest_Deci,34.839,Octod_tran,3
Hg,0,Octod_tran,3
MAP,0,Octod_tran,3
MAP_Seas,0,Octod_tran,3
MAT,0,Octod_tran,3
Moisture,0,Octod_tran,3
N,0.323,Octod_tran,3
NDVI,0,Octod_tran,3
P,0,Octod_tran,3
Pastures,0,Octod_tran,3
Pop_Dens,1.613,Octod_tran,3
SOC,0,Octod_tran,3
Shrubland,4.516,Octod_tran,3
Slope,0.323,Octod_tran,3
pH,0,Octod_tran,3
Agriculture,9.81,Octol_cyan,3
Aspect,0.965,Octol_cyan,3
CEC,8.72,Octol_cyan,3
Clay.Silt,10.337,Octol_cyan,3
Cu,1.493,Octol_cyan,3
Dist_Coast,6.707,Octol_cyan,3
Dist_River,2.332,Octol_cyan,3
Dist_Urban,0,Octol_cyan,3
Elev,2.085,Octol_cyan,3
Forest_Coni,1.72,Octol_cyan,3
Forest_Deci,1.236,Octol_cyan,3
Hg,2.859,Octol_cyan,3
MAP,2.384,Octol_cyan,3
MAP_Seas,11.126,Octol_cyan,3
MAT,20.08,Octol_cyan,3
Moisture,1.21,Octol_cyan,3
N,1.643,Octol_cyan,3
NDVI,1.058,Octol_cyan,3
P,4.883,Octol_cyan,3
Pastures,2.201,Octol_cyan,3
Pop_Dens,1.243,Octol_cyan,3
SOC,3.429,Octol_cyan,3
Shrubland,0,Octol_cyan,3
Slope,0.212,Octol_cyan,3
pH,2.267,Octol_cyan,3
Agriculture,5.536,Octol_lact,3
Aspect,0.581,Octol_lact,3
CEC,11.444,Octol_lact,3
Clay.Silt,1.9,Octol_lact,3
Cu,0.393,Octol_lact,3
Dist_Coast,17.33,Octol_lact,3
Dist_River,0.335,Octol_lact,3
Dist_Urban,1.397,Octol_lact,3
Elev,0.952,Octol_lact,3
Forest_Coni,5.718,Octol_lact,3
Forest_Deci,2.125,Octol_lact,3
Hg,1.918,Octol_lact,3
MAP,1.526,Octol_lact,3
MAP_Seas,1.851,Octol_lact,3
MAT,14.198,Octol_lact,3
Moisture,2.031,Octol_lact,3
N,0.713,Octol_lact,3
NDVI,5.153,Octol_lact,3
P,4.93,Octol_lact,3
Pastures,3.698,Octol_lact,3
Pop_Dens,5.469,Octol_lact,3
SOC,1.465,Octol_lact,3
Shrubland,1.425,Octol_lact,3
Slope,0.512,Octol_lact,3
pH,7.401,Octol_lact,3
Agriculture,1.006,Octol_tyrt,3
Aspect,0.407,Octol_tyrt,3
CEC,3.406,Octol_tyrt,3
Clay.Silt,6.309,Octol_tyrt,3
Cu,0.507,Octol_tyrt,3
Dist_Coast,17.191,Octol_tyrt,3
Dist_River,0.996,Octol_tyrt,3
Dist_Urban,0,Octol_tyrt,3
Elev,3.516,Octol_tyrt,3
Forest_Coni,1.587,Octol_tyrt,3
Forest_Deci,0.924,Octol_tyrt,3
Hg,9.132,Octol_tyrt,3
MAP,0.864,Octol_tyrt,3
MAP_Seas,9.077,Octol_tyrt,3
MAT,27.824,Octol_tyrt,3
Moisture,1.109,Octol_tyrt,3
N,1.09,Octol_tyrt,3
NDVI,0.509,Octol_tyrt,3
P,5.521,Octol_tyrt,3
Pastures,2.939,Octol_tyrt,3
Pop_Dens,4.874,Octol_tyrt,3
SOC,0.649,Octol_tyrt,3
Shrubland,0.14,Octol_tyrt,3
Slope,0.001,Octol_tyrt,3
pH,0.422,Octol_tyrt,3
Agriculture,0,Proct_anti,3
Aspect,0,Proct_anti,3
CEC,0,Proct_anti,3
Clay.Silt,0,Proct_anti,3
Cu,0,Proct_anti,3
Dist_Coast,0,Proct_anti,3
Dist_River,0,Proct_anti,3
Dist_Urban,0,Proct_anti,3
Elev,11.978,Proct_anti,3
Forest_Coni,0,Proct_anti,3
Forest_Deci,2.645,Proct_anti,3
Hg,0,Proct_anti,3
MAP,0,Proct_anti,3
MAP_Seas,4.369,Proct_anti,3
MAT,9.541,Proct_anti,3
Moisture,0,Proct_anti,3
N,0,Proct_anti,3
NDVI,0,Proct_anti,3
P,0.372,Proct_anti,3
Pastures,2.705,Proct_anti,3
Pop_Dens,0,Proct_anti,3
SOC,0,Proct_anti,3
Shrubland,63.026,Proct_anti,3
Slope,0,Proct_anti,3
pH,5.365,Proct_anti,3
Agriculture,0,Proct_tube,3
Aspect,0,Proct_tube,3
CEC,0.019,Proct_tube,3
Clay.Silt,0,Proct_tube,3
Cu,0.857,Proct_tube,3
Dist_Coast,1.488,Proct_tube,3
Dist_River,0.114,Proct_tube,3
Dist_Urban,0.032,Proct_tube,3
Elev,1.097,Proct_tube,3
Forest_Coni,0,Proct_tube,3
Forest_Deci,0,Proct_tube,3
Hg,0.391,Proct_tube,3
MAP,0.019,Proct_tube,3
MAP_Seas,0.057,Proct_tube,3
MAT,80.304,Proct_tube,3
Moisture,1.04,Proct_tube,3
N,12.37,Proct_tube,3
NDVI,0,Proct_tube,3
P,0.202,Proct_tube,3
Pastures,0.826,Proct_tube,3
Pop_Dens,0.006,Proct_tube,3
SOC,0.032,Proct_tube,3
Shrubland,0,Proct_tube,3
Slope,1.148,Proct_tube,3
pH,0,Proct_tube,3
Agriculture,0.222,Satch_made,3
Aspect,0.247,Satch_made,3
CEC,6.889,Satch_made,3
Clay.Silt,0,Satch_made,3
Cu,0,Satch_made,3
Dist_Coast,0,Satch_made,3
Dist_River,0.049,Satch_made,3
Dist_Urban,0,Satch_made,3
Elev,0,Satch_made,3
Forest_Coni,0.049,Satch_made,3
Forest_Deci,2.469,Satch_made,3
Hg,0,Satch_made,3
MAP,20.395,Satch_made,3
MAP_Seas,63.654,Satch_made,3
MAT,0.42,Satch_made,3
Moisture,0.469,Satch_made,3
N,0,Satch_made,3
NDVI,0,Satch_made,3
P,0.963,Satch_made,3
Pastures,1.037,Satch_made,3
Pop_Dens,0.099,Satch_made,3
SOC,0,Satch_made,3
Shrubland,2.074,Satch_made,3
Slope,0.963,Satch_made,3
pH,0,Satch_made,3
Agriculture,1.012,Satch_mamm,3
Aspect,0.565,Satch_mamm,3
CEC,1.395,Satch_mamm,3
Clay.Silt,0.67,Satch_mamm,3
Cu,0.534,Satch_mamm,3
Dist_Coast,37.796,Satch_mamm,3
Dist_River,0.029,Satch_mamm,3
Dist_Urban,0.375,Satch_mamm,3
Elev,2.324,Satch_mamm,3
Forest_Coni,11.142,Satch_mamm,3
Forest_Deci,2.553,Satch_mamm,3
Hg,15.762,Satch_mamm,3
MAP,0.577,Satch_mamm,3
MAP_Seas,1.702,Satch_mamm,3
MAT,17.914,Satch_mamm,3
Moisture,0.67,Satch_mamm,3
N,1.017,Satch_mamm,3
NDVI,0.085,Satch_mamm,3
P,0.627,Satch_mamm,3
Pastures,0.884,Satch_mamm,3
Pop_Dens,1.108,Satch_mamm,3
SOC,0.569,Satch_mamm,3
Shrubland,0.303,Satch_mamm,3
Slope,0.148,Satch_mamm,3
pH,0.239,Satch_mamm,3
Agriculture,0.636,Allol_chlo,4
Aspect,0.784,Allol_chlo,4
CEC,6.756,Allol_chlo,4
Clay.Silt,1.982,Allol_chlo,4
Cu,6.609,Allol_chlo,4
Dist_Coast,1.559,Allol_chlo,4
Dist_River,0.763,Allol_chlo,4
Dist_Urban,0.12,Allol_chlo,4
Elev,9.039,Allol_chlo,4
Forest_Coni,2.854,Allol_chlo,4
Forest_Deci,0.627,Allol_chlo,4
Hg,0.274,Allol_chlo,4
MAP,2.82,Allol_chlo,4
MAP_Seas,6.453,Allol_chlo,4
MAT,20.695,Allol_chlo,4
Moisture,3.305,Allol_chlo,4
N,3.946,Allol_chlo,4
NDVI,0.572,Allol_chlo,4
P,0.387,Allol_chlo,4
Pastures,3.916,Allol_chlo,4
Pop_Dens,5.65,Allol_chlo,4
SOC,0.966,Allol_chlo,4
Shrubland,1.611,Allol_chlo,4
Slope,1.309,Allol_chlo,4
pH,16.367,Allol_chlo,4
Agriculture,21.127,Allol_dofl,4
Aspect,0,Allol_dofl,4
CEC,23.944,Allol_dofl,4
Clay.Silt,2.817,Allol_dofl,4
Cu,0,Allol_dofl,4
Dist_Coast,50.704,Allol_dofl,4
Dist_River,0,Allol_dofl,4
Dist_Urban,0,Allol_dofl,4
Elev,0,Allol_dofl,4
Forest_Coni,1.409,Allol_dofl,4
Forest_Deci,0,Allol_dofl,4
Hg,0,Allol_dofl,4
MAP,0,Allol_dofl,4
MAP_Seas,0,Allol_dofl,4
MAT,0,Allol_dofl,4
Moisture,0,Allol_dofl,4
N,0,Allol_dofl,4
NDVI,0,Allol_dofl,4
P,0,Allol_dofl,4
Pastures,0,Allol_dofl,4
Pop_Dens,0,Allol_dofl,4
SOC,0,Allol_dofl,4
Shrubland,0,Allol_dofl,4
Slope,0,Allol_dofl,4
pH,0,Allol_dofl,4
Agriculture,0.065,Allol_rose,4
Aspect,0,Allol_rose,4
CEC,0,Allol_rose,4
Clay.Silt,0,Allol_rose,4
Cu,17.992,Allol_rose,4
Dist_Coast,0,Allol_rose,4
Dist_River,0,Allol_rose,4
Dist_Urban,0,Allol_rose,4
Elev,32.269,Allol_rose,4
Forest_Coni,0,Allol_rose,4
Forest_Deci,0,Allol_rose,4
Hg,0,Allol_rose,4
MAP,0,Allol_rose,4
MAP_Seas,0,Allol_rose,4
MAT,0,Allol_rose,4
Moisture,0,Allol_rose,4
N,0,Allol_rose,4
NDVI,0,Allol_rose,4
P,0,Allol_rose,4
Pastures,23.533,Allol_rose,4
Pop_Dens,0,Allol_rose,4
SOC,0,Allol_rose,4
Shrubland,0,Allol_rose,4
Slope,26.141,Allol_rose,4
pH,0,Allol_rose,4
Agriculture,8.391,Allol_eise,4
Aspect,0.251,Allol_eise,4
CEC,6.21,Allol_eise,4
Clay.Silt,10.203,Allol_eise,4
Cu,0.011,Allol_eise,4
Dist_Coast,9.346,Allol_eise,4
Dist_River,0.333,Allol_eise,4
Dist_Urban,0.702,Allol_eise,4
Elev,1.476,Allol_eise,4
Forest_Coni,3.905,Allol_eise,4
Forest_Deci,1.511,Allol_eise,4
Hg,2.09,Allol_eise,4
MAP,0.161,Allol_eise,4
MAP_Seas,4.812,Allol_eise,4
MAT,22.976,Allol_eise,4
Moisture,3.343,Allol_eise,4
N,1.653,Allol_eise,4
NDVI,1.314,Allol_eise,4
P,10.42,Allol_eise,4
Pastures,3.538,Allol_eise,4
Pop_Dens,3.397,Allol_eise,4
SOC,0.08,Allol_eise,4
Shrubland,0.35,Allol_eise,4
Slope,1.075,Allol_eise,4
pH,2.453,Allol_eise,4
Agriculture,4.083,Aporr_cali,4
Aspect,0.393,Aporr_cali,4
CEC,7.794,Aporr_cali,4
Clay.Silt,3.132,Aporr_cali,4
Cu,8.08,Aporr_cali,4
Dist_Coast,7.591,Aporr_cali,4
Dist_River,0.281,Aporr_cali,4
Dist_Urban,0,Aporr_cali,4
Elev,4.506,Aporr_cali,4
Forest_Coni,1.686,Aporr_cali,4
Forest_Deci,1.638,Aporr_cali,4
Hg,0.382,Aporr_cali,4
MAP,1.806,Aporr_cali,4
MAP_Seas,10.307,Aporr_cali,4
MAT,8.063,Aporr_cali,4
Moisture,3.004,Aporr_cali,4
N,7.436,Aporr_cali,4
NDVI,2.012,Aporr_cali,4
P,8.492,Aporr_cali,4
Pastures,3.436,Aporr_cali,4
Pop_Dens,8.938,Aporr_cali,4
SOC,0.234,Aporr_cali,4
Shrubland,0.358,Aporr_cali,4
Slope,0.703,Aporr_cali,4
pH,5.646,Aporr_cali,4
Agriculture,0.904,Aporr_cupu,4
Aspect,0.082,Aporr_cupu,4
CEC,0,Aporr_cupu,4
Clay.Silt,5.177,Aporr_cupu,4
Cu,3.615,Aporr_cupu,4
Dist_Coast,7.231,Aporr_cupu,4
Dist_River,5.834,Aporr_cupu,4
Dist_Urban,0.493,Aporr_cupu,4
Elev,34.593,Aporr_cupu,4
Forest_Coni,4.93,Aporr_cupu,4
Forest_Deci,0.082,Aporr_cupu,4
Hg,0,Aporr_cupu,4
MAP,0,Aporr_cupu,4
MAP_Seas,2.958,Aporr_cupu,4
MAT,0.657,Aporr_cupu,4
Moisture,1.479,Aporr_cupu,4
N,1.232,Aporr_cupu,4
NDVI,1.068,Aporr_cupu,4
P,0.164,Aporr_cupu,4
Pastures,1.397,Aporr_cupu,4
Pop_Dens,19.228,Aporr_cupu,4
SOC,0,Aporr_cupu,4
Shrubland,4.109,Aporr_cupu,4
Slope,4.026,Aporr_cupu,4
pH,0.74,Aporr_cupu,4
Agriculture,0.928,Aporr_hand,4
Aspect,0,Aporr_hand,4
CEC,0,Aporr_hand,4
Clay.Silt,0,Aporr_hand,4
Cu,0,Aporr_hand,4
Dist_Coast,0.265,Aporr_hand,4
Dist_River,0.088,Aporr_hand,4
Dist_Urban,6.985,Aporr_hand,4
Elev,0,Aporr_hand,4
Forest_Coni,0,Aporr_hand,4
Forest_Deci,0.707,Aporr_hand,4
Hg,0,Aporr_hand,4
MAP,0,Aporr_hand,4
MAP_Seas,0.619,Aporr_hand,4
MAT,0,Aporr_hand,4
Moisture,0,Aporr_hand,4
N,0,Aporr_hand,4
NDVI,0,Aporr_hand,4
P,65.385,Aporr_hand,4
Pastures,7.516,Aporr_hand,4
Pop_Dens,17.507,Aporr_hand,4
SOC,0,Aporr_hand,4
Shrubland,0,Aporr_hand,4
Slope,0,Aporr_hand,4
pH,0,Aporr_hand,4
Agriculture,4.468,Aporr_icte,4
Aspect,1.378,Aporr_icte,4
CEC,5.863,Aporr_icte,4
Clay.Silt,5.354,Aporr_icte,4
Cu,1.74,Aporr_icte,4
Dist_Coast,10.438,Aporr_icte,4
Dist_River,1.482,Aporr_icte,4
Dist_Urban,0.75,Aporr_icte,4
Elev,1.493,Aporr_icte,4
Forest_Coni,1.601,Aporr_icte,4
Forest_Deci,4.307,Aporr_icte,4
Hg,0.108,Aporr_icte,4
MAP,1.095,Aporr_icte,4
MAP_Seas,0.415,Aporr_icte,4
MAT,2.651,Aporr_icte,4
Moisture,5.193,Aporr_icte,4
N,0.22,Aporr_icte,4
NDVI,0.384,Aporr_icte,4
P,3.278,Aporr_icte,4
Pastures,2.462,Aporr_icte,4
Pop_Dens,28.944,Aporr_icte,4
SOC,2.166,Aporr_icte,4
Shrubland,0.638,Aporr_icte,4
Slope,10.309,Aporr_icte,4
pH,3.264,Aporr_icte,4
Agriculture,3.094,Aporr_jass,4
Aspect,0,Aporr_jass,4
CEC,0,Aporr_jass,4
Clay.Silt,7.489,Aporr_jass,4
Cu,0.038,Aporr_jass,4
Dist_Coast,0,Aporr_jass,4
Dist_River,0,Aporr_jass,4
Dist_Urban,0,Aporr_jass,4
Elev,0,Aporr_jass,4
Forest_Coni,32.352,Aporr_jass,4
Forest_Deci,0,Aporr_jass,4
Hg,0,Aporr_jass,4
MAP,0.038,Aporr_jass,4
MAP_Seas,0,Aporr_jass,4
MAT,0,Aporr_jass,4
Moisture,35.427,Aporr_jass,4
N,10.809,Aporr_jass,4
NDVI,10.111,Aporr_jass,4
P,0,Aporr_jass,4
Pastures,0,Aporr_jass,4
Pop_Dens,0.226,Aporr_jass,4
SOC,0.415,Aporr_jass,4
Shrubland,0,Aporr_jass,4
Slope,0,Aporr_jass,4
pH,0,Aporr_jass,4
Agriculture,0.399,Aporr_limi,4
Aspect,0.261,Aporr_limi,4
CEC,1.219,Aporr_limi,4
Clay.Silt,4.873,Aporr_limi,4
Cu,1.059,Aporr_limi,4
Dist_Coast,0.556,Aporr_limi,4
Dist_River,0.923,Aporr_limi,4
Dist_Urban,1.22,Aporr_limi,4
Elev,2.639,Aporr_limi,4
Forest_Coni,4.258,Aporr_limi,4
Forest_Deci,0.68,Aporr_limi,4
Hg,0.317,Aporr_limi,4
MAP,3.671,Aporr_limi,4
MAP_Seas,0.445,Aporr_limi,4
MAT,66.706,Aporr_limi,4
Moisture,1.072,Aporr_limi,4
N,0.259,Aporr_limi,4
NDVI,0.606,Aporr_limi,4
P,0.204,Aporr_limi,4
Pastures,0.036,Aporr_limi,4
Pop_Dens,0.604,Aporr_limi,4
SOC,0,Aporr_limi,4
Shrubland,2.641,Aporr_limi,4
Slope,4.045,Aporr_limi,4
pH,1.308,Aporr_limi,4
Agriculture,3.258,Aporr_long,4
Aspect,0.075,Aporr_long,4
CEC,8.191,Aporr_long,4
Clay.Silt,4.191,Aporr_long,4
Cu,1.288,Aporr_long,4
Dist_Coast,4.256,Aporr_long,4
Dist_River,0.33,Aporr_long,4
Dist_Urban,0.831,Aporr_long,4
Elev,2.572,Aporr_long,4
Forest_Coni,1.084,Aporr_long,4
Forest_Deci,2.211,Aporr_long,4
Hg,0.07,Aporr_long,4
MAP,6.98,Aporr_long,4
MAP_Seas,16.773,Aporr_long,4
MAT,20.529,Aporr_long,4
Moisture,4.72,Aporr_long,4
N,3.587,Aporr_long,4
NDVI,0,Aporr_long,4
P,4.48,Aporr_long,4
Pastures,3.339,Aporr_long,4
Pop_Dens,1.131,Aporr_long,4
SOC,0.735,Aporr_long,4
Shrubland,0.479,Aporr_long,4
Slope,4.763,Aporr_long,4
pH,4.126,Aporr_long,4
Agriculture,0.21,Aporr_moll,4
Aspect,0.265,Aporr_moll,4
CEC,0.749,Aporr_moll,4
Clay.Silt,6.201,Aporr_moll,4
Cu,0,Aporr_moll,4
Dist_Coast,0.524,Aporr_moll,4
Dist_River,0.045,Aporr_moll,4
Dist_Urban,0.25,Aporr_moll,4
Elev,0.744,Aporr_moll,4
Forest_Coni,1.348,Aporr_moll,4
Forest_Deci,1.368,Aporr_moll,4
Hg,0,Aporr_moll,4
MAP,0,Aporr_moll,4
MAP_Seas,61.463,Aporr_moll,4
MAT,13.12,Aporr_moll,4
Moisture,0.859,Aporr_moll,4
N,0,Aporr_moll,4
NDVI,0.02,Aporr_moll,4
P,0,Aporr_moll,4
Pastures,7.309,Aporr_moll,4
Pop_Dens,0.06,Aporr_moll,4
SOC,0,Aporr_moll,4
Shrubland,5.302,Aporr_moll,4
Slope,0.13,Aporr_moll,4
pH,0.035,Aporr_moll,4
Agriculture,13.032,Aporr_noct,4
Aspect,1.438,Aporr_noct,4
CEC,0,Aporr_noct,4
Clay.Silt,0.742,Aporr_noct,4
Cu,0,Aporr_noct,4
Dist_Coast,27.029,Aporr_noct,4
Dist_River,0.019,Aporr_noct,4
Dist_Urban,1.456,Aporr_noct,4
Elev,0.315,Aporr_noct,4
Forest_Coni,9.526,Aporr_noct,4
Forest_Deci,0.918,Aporr_noct,4
Hg,0.436,Aporr_noct,4
MAP,0,Aporr_noct,4
MAP_Seas,0.158,Aporr_noct,4
MAT,5.806,Aporr_noct,4
Moisture,6.883,Aporr_noct,4
N,0,Aporr_noct,4
NDVI,0,Aporr_noct,4
P,0.742,Aporr_noct,4
Pastures,0.77,Aporr_noct,4
Pop_Dens,0,Aporr_noct,4
SOC,0,Aporr_noct,4
Shrubland,1.623,Aporr_noct,4
Slope,9.136,Aporr_noct,4
pH,19.97,Aporr_noct,4
Agriculture,0.454,Aporr_oliv,4
Aspect,0,Aporr_oliv,4
CEC,11.355,Aporr_oliv,4
Clay.Silt,0.908,Aporr_oliv,4
Cu,0,Aporr_oliv,4
Dist_Coast,0,Aporr_oliv,4
Dist_River,0,Aporr_oliv,4
Dist_Urban,8.176,Aporr_oliv,4
Elev,0,Aporr_oliv,4
Forest_Coni,0,Aporr_oliv,4
Forest_Deci,0.151,Aporr_oliv,4
Hg,0,Aporr_oliv,4
MAP,8.251,Aporr_oliv,4
MAP_Seas,67.222,Aporr_oliv,4
MAT,0,Aporr_oliv,4
Moisture,0,Aporr_oliv,4
N,0,Aporr_oliv,4
NDVI,0,Aporr_oliv,4
P,0,Aporr_oliv,4
Pastures,0,Aporr_oliv,4
Pop_Dens,0.378,Aporr_oliv,4
SOC,0,Aporr_oliv,4
Shrubland,0,Aporr_oliv,4
Slope,3.104,Aporr_oliv,4
pH,0,Aporr_oliv,4
Agriculture,2.418,Aporr_rose,4
Aspect,0.234,Aporr_rose,4
CEC,6.139,Aporr_rose,4
Clay.Silt,1.618,Aporr_rose,4
Cu,4.977,Aporr_rose,4
Dist_Coast,8.016,Aporr_rose,4
Dist_River,0.157,Aporr_rose,4
Dist_Urban,0.26,Aporr_rose,4
Elev,4.424,Aporr_rose,4
Forest_Coni,4.396,Aporr_rose,4
Forest_Deci,2.555,Aporr_rose,4
Hg,0.716,Aporr_rose,4
MAP,0.476,Aporr_rose,4
MAP_Seas,11.31,Aporr_rose,4
MAT,12.889,Aporr_rose,4
Moisture,2.365,Aporr_rose,4
N,3.043,Aporr_rose,4
NDVI,1.651,Aporr_rose,4
P,2.112,Aporr_rose,4
Pastures,7.477,Aporr_rose,4
Pop_Dens,9.674,Aporr_rose,4
SOC,1.449,Aporr_rose,4
Shrubland,1.782,Aporr_rose,4
Slope,0.755,Aporr_rose,4
pH,9.104,Aporr_rose,4
Agriculture,0,Aporr_smar,4
Aspect,0,Aporr_smar,4
CEC,0,Aporr_smar,4
Clay.Silt,0,Aporr_smar,4
Cu,0,Aporr_smar,4
Dist_Coast,2.303,Aporr_smar,4
Dist_River,0,Aporr_smar,4
Dist_Urban,0,Aporr_smar,4
Elev,0.903,Aporr_smar,4
Forest_Coni,1.558,Aporr_smar,4
Forest_Deci,3.658,Aporr_smar,4
Hg,35.9,Aporr_smar,4
MAP,0,Aporr_smar,4
MAP_Seas,0,Aporr_smar,4
MAT,0,Aporr_smar,4
Moisture,0,Aporr_smar,4
N,0,Aporr_smar,4
NDVI,0,Aporr_smar,4
P,0,Aporr_smar,4
Pastures,0,Aporr_smar,4
Pop_Dens,0.181,Aporr_smar,4
SOC,0,Aporr_smar,4
Shrubland,0,Aporr_smar,4
Slope,0,Aporr_smar,4
pH,55.498,Aporr_smar,4
Agriculture,2.576,Aporr_trap,4
Aspect,0.274,Aporr_trap,4
CEC,9.387,Aporr_trap,4
Clay.Silt,0,Aporr_trap,4
Cu,1.073,Aporr_trap,4
Dist_Coast,0.131,Aporr_trap,4
Dist_River,2.505,Aporr_trap,4
Dist_Urban,0.072,Aporr_trap,4
Elev,0.048,Aporr_trap,4
Forest_Coni,1.813,Aporr_trap,4
Forest_Deci,0.167,Aporr_trap,4
Hg,0.453,Aporr_trap,4
MAP,0.799,Aporr_trap,4
MAP_Seas,66.722,Aporr_trap,4
MAT,0.847,Aporr_trap,4
Moisture,1.67,Aporr_trap,4
N,0.155,Aporr_trap,4
NDVI,1.801,Aporr_trap,4
P,4.163,Aporr_trap,4
Pastures,0.024,Aporr_trap,4
Pop_Dens,0.584,Aporr_trap,4
SOC,0.322,Aporr_trap,4
Shrubland,1.515,Aporr_trap,4
Slope,0.811,Aporr_trap,4
pH,2.087,Aporr_trap,4
Agriculture,13.23,Dendr_alpi,4
Aspect,0,Dendr_alpi,4
CEC,0,Dendr_alpi,4
Clay.Silt,10.895,Dendr_alpi,4
Cu,1.946,Dendr_alpi,4
Dist_Coast,6.226,Dendr_alpi,4
Dist_River,0,Dendr_alpi,4
Dist_Urban,2.335,Dendr_alpi,4
Elev,0,Dendr_alpi,4
Forest_Coni,2.724,Dendr_alpi,4
Forest_Deci,8.56,Dendr_alpi,4
Hg,0,Dendr_alpi,4
MAP,0,Dendr_alpi,4
MAP_Seas,1.556,Dendr_alpi,4
MAT,0,Dendr_alpi,4
Moisture,4.28,Dendr_alpi,4
N,0.389,Dendr_alpi,4
NDVI,0,Dendr_alpi,4
P,0,Dendr_alpi,4
Pastures,2.335,Dendr_alpi,4
Pop_Dens,10.117,Dendr_alpi,4
