"species","latitude","longitude","datasource","year","OBJECTID",".val",".equ",".zer",".cap",".cen",".sea",".gbf",".summary"
"Dendrobaena octaedra",67.016324,32.564547,"sWorm",1986,424,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",67.016324,32.564547,"sWorm",1986,425,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",67.016324,32.564547,"sWorm",1986,426,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",67.016324,32.564547,"sWorm",1986,427,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",67.016324,32.564547,"sWorm",1986,428,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",67.016324,32.564547,"sWorm",1986,429,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",51.80104,-8.27526,"sWorm",2012,700,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",51.80104,-8.27526,"sWorm",2012,705,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",55.03545,-7.51448,"sWorm",2012,771,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",55.03545,-7.51448,"sWorm",2012,782,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",55.03545,-7.51448,"sWorm",2012,786,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",51.80104,-8.27526,"sWorm",2012,796,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",55.03545,-7.51448,"sWorm",2012,800,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",51.80104,-8.27526,"sWorm",2012,803,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",53.53457,-10.17282,"sWorm",2012,856,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea longa",51.80104,-8.27526,"sWorm",2012,885,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea longa",55.03545,-7.51448,"sWorm",2012,889,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea longa",51.80104,-8.27526,"sWorm",2012,899,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea longa",55.03545,-7.51448,"sWorm",2012,914,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea rosea",51.80104,-8.27526,"sWorm",2012,922,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea rosea",51.80104,-8.27526,"sWorm",2012,933,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea rosea",55.03545,-7.51448,"sWorm",2012,946,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea rosea",55.03545,-7.51448,"sWorm",2012,965,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus castaneus",51.80104,-8.27526,"sWorm",2012,1015,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus castaneus",55.03545,-7.51448,"sWorm",2012,1021,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus castaneus",55.03545,-7.51448,"sWorm",2012,1044,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus festivus",51.80104,-8.27526,"sWorm",2012,1052,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus festivus",55.03545,-7.51448,"sWorm",2012,1075,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",51.80104,-8.27526,"sWorm",2012,1107,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",51.80104,-8.27526,"sWorm",2012,1111,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",55.03545,-7.51448,"sWorm",2012,1120,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus terrestris",51.80104,-8.27526,"sWorm",2012,1144,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Satchellius mammalis",51.80104,-8.27526,"sWorm",2012,1197,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Satchellius mammalis",51.80104,-8.27526,"sWorm",2012,1199,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",38.49000833,-8.980069444,"sWorm",1987,1634,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",36.18042222,-8.948630556,"sWorm",1987,1639,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",38.46916944,-8.991677778,"sWorm",1987,1679,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea molleri",38.69976944,-9.316438889,"sWorm",1987,1719,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea molleri",36.18042222,-8.948630556,"sWorm",1987,1723,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea molleri",38.49000833,-8.980069444,"sWorm",1987,1730,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea rosea",38.49000833,-8.980069444,"sWorm",1987,1769,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea rosea",38.46916944,-8.991677778,"sWorm",1987,1774,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea rosea",38.69976944,-9.316438889,"sWorm",1987,1778,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea rosea",36.18042222,-8.948630556,"sWorm",1987,1780,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena lusitana",38.46916944,-8.991677778,"sWorm",1987,1824,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena lusitana",38.49000833,-8.980069444,"sWorm",1987,1825,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena pantaleonis",36.18042222,-8.948630556,"sWorm",1987,1855,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena pygmaea",38.46916944,-8.991677778,"sWorm",1987,1864,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",38.49000833,-8.980069444,"sWorm",1987,1872,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Microscolex dubius",38.49000833,-8.980069444,"sWorm",1987,1931,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Microscolex phosphoreus",38.49000833,-8.980069444,"sWorm",1987,1939,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Murchieona muldali",38.46916944,-8.991677778,"sWorm",1987,1966,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.8419,20.71823,"sWorm",2017,2086,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.84188,20.71898,"sWorm",2017,2087,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83992,20.72634,"sWorm",2017,2093,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.84116,20.72451,"sWorm",2017,2094,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.84183,20.71849,"sWorm",2017,2098,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83583,20.71586,"sWorm",2017,2101,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83468,20.71547,"sWorm",2017,2109,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83422,20.71551,"sWorm",2017,2110,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.84116,20.72451,"sWorm",2017,2113,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83404,20.72667,"sWorm",2017,2116,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83888,20.72573,"sWorm",2017,2117,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83404,20.72667,"sWorm",2017,2118,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83529,20.71576,"sWorm",2017,2119,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83404,20.72667,"sWorm",2017,2122,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83992,20.72634,"sWorm",2017,2124,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.84116,20.72451,"sWorm",2017,2127,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83318,20.71529,"sWorm",2017,2132,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.84158,20.72413,"sWorm",2017,2137,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83583,20.71586,"sWorm",2017,2141,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83502,20.71562,"sWorm",2017,2142,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83318,20.71529,"sWorm",2017,2143,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83502,20.71562,"sWorm",2017,2144,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83468,20.71547,"sWorm",2017,2145,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.84158,20.72413,"sWorm",2017,2146,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83468,20.71547,"sWorm",2017,2147,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83564,20.71584,"sWorm",2017,2148,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83529,20.71576,"sWorm",2017,2149,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83564,20.71584,"sWorm",2017,2151,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83422,20.71551,"sWorm",2017,2152,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83992,20.72634,"sWorm",2017,2153,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrobaena octaedra",63.83318,20.71529,"sWorm",2017,2154,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.83318,20.71529,"sWorm",2017,2156,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.84158,20.72413,"sWorm",2017,2157,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.83529,20.71576,"sWorm",2017,2160,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.83888,20.72573,"sWorm",2017,2161,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.84188,20.71898,"sWorm",2017,2162,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.84158,20.72413,"sWorm",2017,2163,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.83894,20.72381,"sWorm",2017,2164,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.84116,20.72451,"sWorm",2017,2166,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.83992,20.72634,"sWorm",2017,2170,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.83564,20.71584,"sWorm",2017,2171,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.83583,20.71586,"sWorm",2017,2172,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.83529,20.71576,"sWorm",2017,2174,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.84183,20.71849,"sWorm",2017,2176,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.83992,20.72634,"sWorm",2017,2177,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.83992,20.72634,"sWorm",2017,2178,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.83502,20.71562,"sWorm",2017,2180,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.83422,20.71551,"sWorm",2017,2181,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.83583,20.71586,"sWorm",2017,2182,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.83502,20.71562,"sWorm",2017,2183,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.83318,20.71529,"sWorm",2017,2185,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.83468,20.71547,"sWorm",2017,2187,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.83404,20.72667,"sWorm",2017,2192,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.8419,20.71823,"sWorm",2017,2193,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Dendrodrilus rubidus",63.83468,20.71547,"sWorm",2017,2198,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Eisenia fetida",63.83583,20.71586,"sWorm",2017,2200,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",63.84116,20.72451,"sWorm",2017,2202,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",63.84158,20.72413,"sWorm",2017,2214,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",63.83502,20.71562,"sWorm",2017,2217,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",63.83992,20.72634,"sWorm",2017,2220,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",63.83564,20.71584,"sWorm",2017,2224,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",63.83404,20.72667,"sWorm",2017,2227,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",63.83583,20.71586,"sWorm",2017,2228,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",63.83583,20.71586,"sWorm",2017,2232,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",63.83894,20.72381,"sWorm",2017,2235,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",63.83502,20.71562,"sWorm",2017,2240,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",63.83564,20.71584,"sWorm",2017,2242,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",63.84116,20.72451,"sWorm",2017,2244,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",63.83888,20.72573,"sWorm",2017,2247,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",63.83529,20.71576,"sWorm",2017,2248,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",63.83422,20.71551,"sWorm",2017,2253,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",63.83318,20.71529,"sWorm",2017,2254,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",63.83468,20.71547,"sWorm",2017,2255,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",63.83404,20.72667,"sWorm",2017,2256,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus rubellus",63.83992,20.72634,"sWorm",2017,2258,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus terrestris",63.83583,20.71586,"sWorm",2017,2259,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus terrestris",63.83583,20.71586,"sWorm",2017,2263,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea caliginosa",60.2166667,25.0333333,"sWorm",2015,3255,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",60.2166667,25.0333333,"sWorm",2015,3256,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",60.2166667,25.0333333,"sWorm",2015,3257,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",60.2166667,25.0333333,"sWorm",2015,3258,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",60.2166667,25.0333333,"sWorm",2015,3259,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",60.2166667,25.0333333,"sWorm",2015,3260,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",60.2166667,25.0333333,"sWorm",2015,3261,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",60.2166667,25.0333333,"sWorm",2015,3262,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",60.2166667,25.0333333,"sWorm",2015,3263,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",60.2166667,25.0333333,"sWorm",2015,3264,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",60.2166667,25.0333333,"sWorm",2015,3265,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",60.2166667,25.0333333,"sWorm",2015,3266,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",60.2166667,25.0333333,"sWorm",2015,3267,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",60.2166667,25.0333333,"sWorm",2015,3268,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea caliginosa",60.2166667,25.0333333,"sWorm",2015,3269,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea rosea",60.2166667,25.0333333,"sWorm",2015,3270,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea rosea",60.2166667,25.0333333,"sWorm",2015,3271,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea rosea",60.2166667,25.0333333,"sWorm",2015,3272,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Aporrectodea rosea",60.2166667,25.0333333,"sWorm",2015,3273,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus rubellus",60.2166667,25.0333333,"sWorm",2015,3274,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus rubellus",60.2166667,25.0333333,"sWorm",2015,3275,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus rubellus",60.2166667,25.0333333,"sWorm",2015,3276,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus rubellus",60.2166667,25.0333333,"sWorm",2015,3277,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus rubellus",60.2166667,25.0333333,"sWorm",2015,3278,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus rubellus",60.2166667,25.0333333,"sWorm",2015,3279,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus rubellus",60.2166667,25.0333333,"sWorm",2015,3280,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus rubellus",60.2166667,25.0333333,"sWorm",2015,3281,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus terrestris",60.2166667,25.0333333,"sWorm",2015,3282,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus terrestris",60.2166667,25.0333333,"sWorm",2015,3283,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Lumbricus terrestris",60.2166667,25.0333333,"sWorm",2015,3284,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Allolobophora chlorotica",55.848761,10.055628,"sWorm",2011,3662,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",55.848761,10.055628,"sWorm",2011,3663,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea longa",55.848761,10.055628,"sWorm",2011,3672,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea longa",55.848761,10.055628,"sWorm",2011,3673,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea tuberculata",55.848761,10.055628,"sWorm",2011,3683,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Aporrectodea tuberculata",55.848761,10.055628,"sWorm",2011,3687,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Lumbricus terrestris",55.848761,10.055628,"sWorm",2011,3692,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",53.618,9.607,"sWorm",2010,3745,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",53.614,9.595,"sWorm",2010,3746,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",53.619,9.602,"sWorm",2010,3747,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",53.62,9.602,"sWorm",2010,3750,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",54.559,8.928,"sWorm",2010,3751,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",53.617,9.606,"sWorm",2010,3754,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",53.62,9.604,"sWorm",2010,3755,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",53.618,9.595,"sWorm",2010,3756,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",53.617,9.589,"sWorm",2010,3757,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",53.616,9.592,"sWorm",2010,3758,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",53.619,9.608,"sWorm",2010,3760,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",53.617,9.596,"sWorm",2010,3761,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",53.616,9.592,"sWorm",2010,3762,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",53.62,9.605,"sWorm",2010,3764,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",53.615,9.593,"sWorm",2010,3765,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",53.618,9.607,"sWorm",2010,3768,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",53.621,9.604,"sWorm",2010,3770,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",53.616,9.595,"sWorm",2010,3771,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"Allolobophora chlorotica",54.556,8.931,"sWorm",2010,3774,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
