"IUCNcat","sumCell","SpeciesID","coverage","SSP","coverage_km2"
"Not.Applicable",392.56843703057,"Dendr_octa_ssp370_mean",0.0048,"ssp370",1962.84
"Not.Assigned",2569.10499652675,"Dendr_octa_ssp370_mean",0.0317,"ssp370",12845.52
"Not.Reported",16530.9078234108,"Dendr_octa_ssp370_mean",0.2042,"ssp370",82654.54
"Outside.PA",43700.7404705904,"Dendr_octa_ssp370_mean",0.5397,"ssp370",218503.7
"Presence",80971,"Dendr_octa_ssp370_mean",1,"ssp370",404855
"Protected",17777.6782724414,"Dendr_octa_ssp370_mean",0.2196,"ssp370",88888.39
"Unprotected",63193.3217275586,"Dendr_octa_ssp370_mean",0.7804,"ssp370",315966.61
"V",13361.8616821647,"Dendr_octa_ssp370_mean",0.165,"ssp370",66809.31
"VI",352.099336202347,"Dendr_octa_ssp370_mean",0.0043,"ssp370",1760.5
"Ia",132.344007149756,"Dendr_octa_ssp585_mean",0.0016,"ssp585",661.72
"Ib",246.176407072949,"Dendr_octa_ssp585_mean",0.003,"ssp585",1230.88
"II",1175.98944739467,"Dendr_octa_ssp585_mean",0.0145,"ssp585",5879.95
"III",49.6641731561683,"Dendr_octa_ssp585_mean",6e-04,"ssp585",248.32
"IV",2424.59001862737,"Dendr_octa_ssp585_mean",0.0299,"ssp585",12122.95
"Not.Applicable",401.646844074423,"Dendr_octa_ssp585_mean",0.0049,"ssp585",2008.23
"Not.Assigned",2574.1825513234,"Dendr_octa_ssp585_mean",0.0317,"ssp585",12870.91
"Not.Reported",16652.0201679892,"Dendr_octa_ssp585_mean",0.2052,"ssp585",83260.1
"Outside.PA",43787.1787507607,"Dendr_octa_ssp585_mean",0.5395,"ssp585",218935.89
"Presence",81161,"Dendr_octa_ssp585_mean",1,"ssp585",405805
"Protected",17745.9716858523,"Dendr_octa_ssp585_mean",0.2187,"ssp585",88729.86
"Unprotected",63415.0283141477,"Dendr_octa_ssp585_mean",0.7813,"ssp585",317075.14
"V",13375.6828333044,"Dendr_octa_ssp585_mean",0.1648,"ssp585",66878.41
"VI",341.524799146919,"Dendr_octa_ssp585_mean",0.0042,"ssp585",1707.62
"Ia",147.856477326945,"Dendr_rubi_ssp126_mean",0.0015,"ssp126",739.28
"Ib",291.790615042285,"Dendr_rubi_ssp126_mean",0.0029,"ssp126",1458.95
"II",978.641134347585,"Dendr_rubi_ssp126_mean",0.0097,"ssp126",4893.21
"III",69.4160337702875,"Dendr_rubi_ssp126_mean",7e-04,"ssp126",347.08
"IV",3210.65635942116,"Dendr_rubi_ssp126_mean",0.0319,"ssp126",16053.28
"Not.Applicable",416.245657461268,"Dendr_rubi_ssp126_mean",0.0041,"ssp126",2081.23
"Not.Assigned",2525.29817080138,"Dendr_rubi_ssp126_mean",0.0251,"ssp126",12626.49
"Not.Reported",16452.0166244317,"Dendr_rubi_ssp126_mean",0.1635,"ssp126",82260.08
"Outside.PA",61549.1576353766,"Dendr_rubi_ssp126_mean",0.6118,"ssp126",307745.79
"Presence",100596,"Dendr_rubi_ssp126_mean",1,"ssp126",502980
"Protected",19653.2819119291,"Dendr_rubi_ssp126_mean",0.1954,"ssp126",98266.41
"Unprotected",80942.7180880709,"Dendr_rubi_ssp126_mean",0.8046,"ssp126",404713.59
"V",14532.1095455159,"Dendr_rubi_ssp126_mean",0.1445,"ssp126",72660.55
"VI",422.811746504919,"Dendr_rubi_ssp126_mean",0.0042,"ssp126",2114.06
"Ia",148.362712312225,"Dendr_rubi_ssp370_mean",0.0015,"ssp370",741.81
"Ib",290.036066087129,"Dendr_rubi_ssp370_mean",0.0029,"ssp370",1450.18
"II",981.373084442714,"Dendr_rubi_ssp370_mean",0.0097,"ssp370",4906.87
"III",69.4245857570854,"Dendr_rubi_ssp370_mean",7e-04,"ssp370",347.12
"IV",3189.51773286574,"Dendr_rubi_ssp370_mean",0.0316,"ssp370",15947.59
"Not.Applicable",420.587279267592,"Dendr_rubi_ssp370_mean",0.0042,"ssp370",2102.94
"Not.Assigned",2490.78463523433,"Dendr_rubi_ssp370_mean",0.0247,"ssp370",12453.92
"Not.Reported",16486.8352533727,"Dendr_rubi_ssp370_mean",0.1634,"ssp370",82434.18
"Outside.PA",61907.0368348873,"Dendr_rubi_ssp370_mean",0.6135,"ssp370",309535.18
"Presence",100911,"Dendr_rubi_ssp370_mean",1,"ssp370",504555
"Protected",19605.7559972381,"Dendr_rubi_ssp370_mean",0.1943,"ssp370",98028.78
"Unprotected",81305.2440027619,"Dendr_rubi_ssp370_mean",0.8057,"ssp370",406526.22
"V",14510.9832281305,"Dendr_rubi_ssp370_mean",0.1438,"ssp370",72554.92
"VI",416.058587642665,"Dendr_rubi_ssp370_mean",0.0041,"ssp370",2080.29
"Ia",149.415825833564,"Dendr_rubi_ssp585_mean",0.0015,"ssp585",747.08
"Ib",300.301489990414,"Dendr_rubi_ssp585_mean",0.003,"ssp585",1501.51
"II",976.241855301577,"Dendr_rubi_ssp585_mean",0.0097,"ssp585",4881.21
"III",69.6987647047166,"Dendr_rubi_ssp585_mean",7e-04,"ssp585",348.49
"IV",3115.18688874485,"Dendr_rubi_ssp585_mean",0.0308,"ssp585",15575.93
"Not.Applicable",400.850706505645,"Dendr_rubi_ssp585_mean",0.004,"ssp585",2004.25
"Not.Assigned",2544.43917855485,"Dendr_rubi_ssp585_mean",0.0252,"ssp585",12722.2
"Not.Reported",16673.2557036916,"Dendr_rubi_ssp585_mean",0.165,"ssp585",83366.28
"Outside.PA",61835.179198305,"Dendr_rubi_ssp585_mean",0.6118,"ssp585",309175.9
"Presence",101070,"Dendr_rubi_ssp585_mean",1,"ssp585",505350
"Protected",19616.2752129428,"Dendr_rubi_ssp585_mean",0.1941,"ssp585",98081.38
"Unprotected",81453.7247870572,"Dendr_rubi_ssp585_mean",0.8059,"ssp585",407268.62
"V",14605.268929826,"Dendr_rubi_ssp585_mean",0.1445,"ssp585",73026.34
"VI",400.161458541765,"Dendr_rubi_ssp585_mean",0.004,"ssp585",2000.81
"Ia",46.5629978428427,"Eisen_feti_ssp126_mean",8e-04,"ssp126",232.81
"Ib",54.4396517457112,"Eisen_feti_ssp126_mean",9e-04,"ssp126",272.2
"II",494.216384836033,"Eisen_feti_ssp126_mean",0.0082,"ssp126",2471.08
"III",39.1269979452131,"Eisen_feti_ssp126_mean",6e-04,"ssp126",195.63
"IV",1779.59061462816,"Eisen_feti_ssp126_mean",0.0294,"ssp126",8897.95
"Not.Applicable",194.872503648039,"Eisen_feti_ssp126_mean",0.0032,"ssp126",974.36
"Not.Assigned",1032.35683526682,"Eisen_feti_ssp126_mean",0.0171,"ssp126",5161.78
"Not.Reported",8669.8522312625,"Eisen_feti_ssp126_mean",0.1435,"ssp126",43349.26
"Outside.PA",40701.0088344821,"Eisen_feti_ssp126_mean",0.6735,"ssp126",203505.04
"Presence",60434,"Eisen_feti_ssp126_mean",1,"ssp126",302170
"Protected",9835.90959534059,"Eisen_feti_ssp126_mean",0.1628,"ssp126",49179.55
"Unprotected",50598.0904046594,"Eisen_feti_ssp126_mean",0.8372,"ssp126",252990.45
"V",6992.73486014183,"Eisen_feti_ssp126_mean",0.1157,"ssp126",34963.67
"VI",429.238088200803,"Eisen_feti_ssp126_mean",0.0071,"ssp126",2146.19
"Ia",45.6509706037932,"Eisen_feti_ssp370_mean",8e-04,"ssp370",228.25
"Ib",52.5928424009958,"Eisen_feti_ssp370_mean",9e-04,"ssp370",262.96
"II",485.366279256686,"Eisen_feti_ssp370_mean",0.0081,"ssp370",2426.83
"III",39.6947789264422,"Eisen_feti_ssp370_mean",7e-04,"ssp370",198.47
"IV",1752.52335222004,"Eisen_feti_ssp370_mean",0.0293,"ssp370",8762.62
"Not.Applicable",191.837318598285,"Eisen_feti_ssp370_mean",0.0032,"ssp370",959.19
"Not.Assigned",1016.9066378379,"Eisen_feti_ssp370_mean",0.017,"ssp370",5084.53
"Not.Reported",8357.6379405905,"Eisen_feti_ssp370_mean",0.1397,"ssp370",41788.19
"Outside.PA",40560.098925766,"Eisen_feti_ssp370_mean",0.678,"ssp370",202800.49
"Presence",59823,"Eisen_feti_ssp370_mean",1,"ssp370",299115
"Protected",9696.51917720736,"Eisen_feti_ssp370_mean",0.1621,"ssp370",48482.6
"Unprotected",50126.4808227926,"Eisen_feti_ssp370_mean",0.8379,"ssp370",250632.4
"V",6908.80725487999,"Eisen_feti_ssp370_mean",0.1155,"ssp370",34544.04
"VI",411.88369891941,"Eisen_feti_ssp370_mean",0.0069,"ssp370",2059.42
"Ia",43.9923499084352,"Eisen_feti_ssp585_mean",7e-04,"ssp585",219.96
"Ib",45.8675339196247,"Eisen_feti_ssp585_mean",8e-04,"ssp585",229.34
"II",468.720361493619,"Eisen_feti_ssp585_mean",0.0079,"ssp585",2343.6
"III",35.4330375128941,"Eisen_feti_ssp585_mean",6e-04,"ssp585",177.17
"IV",1696.61140427198,"Eisen_feti_ssp585_mean",0.0286,"ssp585",8483.06
"Not.Applicable",188.3167203884,"Eisen_feti_ssp585_mean",0.0032,"ssp585",941.58
"Not.Assigned",976.187182950216,"Eisen_feti_ssp585_mean",0.0165,"ssp585",4880.94
"Not.Reported",8019.14542919568,"Eisen_feti_ssp585_mean",0.1352,"ssp585",40095.73
"Outside.PA",40548.1182737525,"Eisen_feti_ssp585_mean",0.6838,"ssp585",202740.59
"Presence",59299,"Eisen_feti_ssp585_mean",1,"ssp585",296495
"Protected",9567.23239371323,"Eisen_feti_ssp585_mean",0.1613,"ssp585",47836.16
"Unprotected",49731.7676062868,"Eisen_feti_ssp585_mean",0.8387,"ssp585",248658.84
"V",6878.87598868746,"Eisen_feti_ssp585_mean",0.116,"ssp585",34394.38
"VI",397.731717919213,"Eisen_feti_ssp585_mean",0.0067,"ssp585",1988.66
"Ia",0.541961279509906,"Eisen_tetr_ssp126_mean",0,"ssp126",2.71
"Ib",4.51833725290749,"Eisen_tetr_ssp126_mean",2e-04,"ssp126",22.59
"II",84.9400070362053,"Eisen_tetr_ssp126_mean",0.0036,"ssp126",424.7
"III",4.27929256451898,"Eisen_tetr_ssp126_mean",2e-04,"ssp126",21.4
"IV",749.107316024067,"Eisen_tetr_ssp126_mean",0.032,"ssp126",3745.54
"Not.Applicable",9.43796071648285,"Eisen_tetr_ssp126_mean",4e-04,"ssp126",47.19
"Not.Assigned",707.020293770358,"Eisen_tetr_ssp126_mean",0.0302,"ssp126",3535.1
"Not.Reported",2688.53676171712,"Eisen_tetr_ssp126_mean",0.1148,"ssp126",13442.68
"Outside.PA",15483.8009940199,"Eisen_tetr_ssp126_mean",0.6612,"ssp126",77419
"Presence",23417,"Eisen_tetr_ssp126_mean",1,"ssp126",117085
"Protected",4528.20398977618,"Eisen_tetr_ssp126_mean",0.1934,"ssp126",22641.02
"Unprotected",18888.7960102238,"Eisen_tetr_ssp126_mean",0.8066,"ssp126",94443.98
"V",3655.89318986418,"Eisen_tetr_ssp126_mean",0.1561,"ssp126",18279.47
"VI",28.9238857547916,"Eisen_tetr_ssp126_mean",0.0012,"ssp126",144.62
"Ia",1.1005508954695,"Eisen_tetr_ssp370_mean",1e-04,"ssp370",5.5
"Ib",2.40043793423274,"Eisen_tetr_ssp370_mean",1e-04,"ssp370",12
"II",67.5945688110396,"Eisen_tetr_ssp370_mean",0.0035,"ssp370",337.97
"III",3.81677237979602,"Eisen_tetr_ssp370_mean",2e-04,"ssp370",19.08
"IV",600.164370146216,"Eisen_tetr_ssp370_mean",0.031,"ssp370",3000.82
"Not.Applicable",8.96146077525373,"Eisen_tetr_ssp370_mean",5e-04,"ssp370",44.81
"Not.Assigned",611.243888336646,"Eisen_tetr_ssp370_mean",0.0316,"ssp370",3056.22
"Not.Reported",2174.50995023915,"Eisen_tetr_ssp370_mean",0.1123,"ssp370",10872.55
"Outside.PA",12926.1704814337,"Eisen_tetr_ssp370_mean",0.6675,"ssp370",64630.85
"Presence",19364,"Eisen_tetr_ssp370_mean",1,"ssp370",96820
"Protected",3643.11421921523,"Eisen_tetr_ssp370_mean",0.1881,"ssp370",18215.57
"Unprotected",15720.8857807848,"Eisen_tetr_ssp370_mean",0.8119,"ssp370",78604.43
"V",2941.26286147864,"Eisen_tetr_ssp370_mean",0.1519,"ssp370",14706.31
"VI",26.774657569842,"Eisen_tetr_ssp370_mean",0.0014,"ssp370",133.87
"Ia",0.833257887425134,"Eisen_tetr_ssp585_mean",1e-04,"ssp585",4.17
"Ib",1.57326424614757,"Eisen_tetr_ssp585_mean",1e-04,"ssp585",7.87
"II",50.9288343444086,"Eisen_tetr_ssp585_mean",0.0033,"ssp585",254.64
"III",4.0514388718293,"Eisen_tetr_ssp585_mean",3e-04,"ssp585",20.26
"IV",492.931520403598,"Eisen_tetr_ssp585_mean",0.0323,"ssp585",2464.66
"Not.Applicable",2.33183749397904,"Eisen_tetr_ssp585_mean",2e-04,"ssp585",11.66
"Not.Assigned",495.542801653942,"Eisen_tetr_ssp585_mean",0.0324,"ssp585",2477.71
"Not.Reported",1830.97248970653,"Eisen_tetr_ssp585_mean",0.1199,"ssp585",9154.86
"Outside.PA",9972.98920563186,"Eisen_tetr_ssp585_mean",0.6529,"ssp585",49864.95
"Presence",15274,"Eisen_tetr_ssp585_mean",1,"ssp585",76370
"Protected",2972.16366551369,"Eisen_tetr_ssp585_mean",0.1946,"ssp585",14860.82
"Unprotected",12301.8363344863,"Eisen_tetr_ssp585_mean",0.8054,"ssp585",61509.18
"V",2398.04907355077,"Eisen_tetr_ssp585_mean",0.157,"ssp585",11990.25
"VI",23.796276209514,"Eisen_tetr_ssp585_mean",0.0016,"ssp585",118.98
"Ia",56.6932663581656,"Lumbr_cast_ssp126_mean",7e-04,"ssp126",283.47
"Ib",46.7328374694491,"Lumbr_cast_ssp126_mean",5e-04,"ssp126",233.66
"II",826.486212441675,"Lumbr_cast_ssp126_mean",0.0095,"ssp126",4132.43
"III",45.7231968010366,"Lumbr_cast_ssp126_mean",5e-04,"ssp126",228.62
"IV",2372.89047486222,"Lumbr_cast_ssp126_mean",0.0272,"ssp126",11864.45
"Not.Applicable",349.041305006438,"Lumbr_cast_ssp126_mean",0.004,"ssp126",1745.21
"Not.Assigned",1275.27050807005,"Lumbr_cast_ssp126_mean",0.0146,"ssp126",6376.35
"Not.Reported",13699.12184311,"Lumbr_cast_ssp126_mean",0.1571,"ssp126",68495.61
"Outside.PA",54602.0753129366,"Lumbr_cast_ssp126_mean",0.6261,"ssp126",273010.38
"Presence",87214,"Lumbr_cast_ssp126_mean",1,"ssp126",436070
"Protected",17288.4910308769,"Lumbr_cast_ssp126_mean",0.1982,"ssp126",86442.46
"Unprotected",69925.5089691231,"Lumbr_cast_ssp126_mean",0.8018,"ssp126",349627.54
"V",13647.7241925657,"Lumbr_cast_ssp126_mean",0.1565,"ssp126",68238.62
"VI",292.240850378597,"Lumbr_cast_ssp126_mean",0.0034,"ssp126",1461.2
"Ia",59.0738642582774,"Lumbr_cast_ssp370_mean",7e-04,"ssp370",295.37
"Ib",44.9722242420696,"Lumbr_cast_ssp370_mean",5e-04,"ssp370",224.86
"II",836.096355246813,"Lumbr_cast_ssp370_mean",0.0096,"ssp370",4180.48
"III",47.0900155917139,"Lumbr_cast_ssp370_mean",5e-04,"ssp370",235.45
"IV",2316.14222782407,"Lumbr_cast_ssp370_mean",0.0265,"ssp370",11580.71
"Not.Applicable",359.282234701051,"Lumbr_cast_ssp370_mean",0.0041,"ssp370",1796.41
"Not.Assigned",1256.83423605416,"Lumbr_cast_ssp370_mean",0.0144,"ssp370",6284.17
"Not.Reported",13900.6142450273,"Lumbr_cast_ssp370_mean",0.1589,"ssp370",69503.07
"Outside.PA",54754.3090203383,"Lumbr_cast_ssp370_mean",0.6261,"ssp370",273771.55
"Presence",87457,"Lumbr_cast_ssp370_mean",1,"ssp370",437285
"Protected",17185.9602638792,"Lumbr_cast_ssp370_mean",0.1965,"ssp370",85929.8
"Unprotected",70271.0397361208,"Lumbr_cast_ssp370_mean",0.8035,"ssp370",351355.2
"V",13585.5597385754,"Lumbr_cast_ssp370_mean",0.1553,"ssp370",67927.8
"VI",297.025838140855,"Lumbr_cast_ssp370_mean",0.0034,"ssp370",1485.13
"Ia",63.3922178785876,"Lumbr_cast_ssp585_mean",7e-04,"ssp585",316.96
"Ib",51.0822811566916,"Lumbr_cast_ssp585_mean",6e-04,"ssp585",255.41
"II",826.879101399474,"Lumbr_cast_ssp585_mean",0.0096,"ssp585",4134.4
"III",45.4528024454122,"Lumbr_cast_ssp585_mean",5e-04,"ssp585",227.26
"IV",2230.1910348799,"Lumbr_cast_ssp585_mean",0.026,"ssp585",11150.96
"Not.Applicable",347.91225596804,"Lumbr_cast_ssp585_mean",0.0041,"ssp585",1739.56
"Not.Assigned",1236.43307019678,"Lumbr_cast_ssp585_mean",0.0144,"ssp585",6182.17
"Not.Reported",13747.4658545502,"Lumbr_cast_ssp585_mean",0.1602,"ssp585",68737.33
"Outside.PA",53558.6517214393,"Lumbr_cast_ssp585_mean",0.6242,"ssp585",267793.26
"Presence",85804,"Lumbr_cast_ssp585_mean",1,"ssp585",429020
"Protected",16913.5370978457,"Lumbr_cast_ssp585_mean",0.1971,"ssp585",84567.69
"Unprotected",68890.4629021543,"Lumbr_cast_ssp585_mean",0.8029,"ssp585",344452.31
"V",13395.6097942016,"Lumbr_cast_ssp585_mean",0.1561,"ssp585",66978.05
"VI",300.929865884076,"Lumbr_cast_ssp585_mean",0.0035,"ssp585",1504.65
"Ia",3.85931732818017,"Lumbr_fest_ssp126_mean",1e-04,"ssp126",19.3
"Ib",2.87311873932572,"Lumbr_fest_ssp126_mean",1e-04,"ssp126",14.37
"II",111.837249812515,"Lumbr_fest_ssp126_mean",0.0026,"ssp126",559.19
"III",6.44760356895705,"Lumbr_fest_ssp126_mean",2e-04,"ssp126",32.24
"IV",1361.96218928178,"Lumbr_fest_ssp126_mean",0.0319,"ssp126",6809.81
"Not.Applicable",127.569324171514,"Lumbr_fest_ssp126_mean",0.003,"ssp126",637.85
"Not.Assigned",720.131277455514,"Lumbr_fest_ssp126_mean",0.0169,"ssp126",3600.66
"Not.Reported",4800.62631997791,"Lumbr_fest_ssp126_mean",0.1124,"ssp126",24003.13
"Outside.PA",29926.1503760935,"Lumbr_fest_ssp126_mean",0.7008,"ssp126",149630.75
"Presence",42702,"Lumbr_fest_ssp126_mean",1,"ssp126",213510
"Protected",7127.52270230154,"Lumbr_fest_ssp126_mean",0.1669,"ssp126",35637.61
"Unprotected",35574.4772976985,"Lumbr_fest_ssp126_mean",0.8331,"ssp126",177872.39
"V",5602.47472671911,"Lumbr_fest_ssp126_mean",0.1312,"ssp126",28012.37
"VI",38.0684968516744,"Lumbr_fest_ssp126_mean",9e-04,"ssp126",190.34
"Ia",3.91632206002714,"Lumbr_fest_ssp370_mean",1e-04,"ssp370",19.58
"Ib",2.11024362830881,"Lumbr_fest_ssp370_mean",1e-04,"ssp370",10.55
"II",108.17082864,"Lumbr_fest_ssp370_mean",0.0026,"ssp370",540.85
"III",6.42617256803925,"Lumbr_fest_ssp370_mean",2e-04,"ssp370",32.13
"IV",1292.98268765579,"Lumbr_fest_ssp370_mean",0.0313,"ssp370",6464.91
"Not.Applicable",129.486173368869,"Lumbr_fest_ssp370_mean",0.0031,"ssp370",647.43
"Not.Assigned",759.565726301637,"Lumbr_fest_ssp370_mean",0.0184,"ssp370",3797.83
"Not.Reported",4767.20278863462,"Lumbr_fest_ssp370_mean",0.1155,"ssp370",23836.01
"Outside.PA",28825.2173077241,"Lumbr_fest_ssp370_mean",0.6986,"ssp370",144126.09
"Presence",41263,"Lumbr_fest_ssp370_mean",1,"ssp370",206315
"Protected",6781.52800397073,"Lumbr_fest_ssp370_mean",0.1643,"ssp370",33907.64
"Unprotected",34481.4719960293,"Lumbr_fest_ssp370_mean",0.8357,"ssp370",172407.36
"V",5329.85267113039,"Lumbr_fest_ssp370_mean",0.1292,"ssp370",26649.26
"VI",38.0690782881738,"Lumbr_fest_ssp370_mean",9e-04,"ssp370",190.35
"Ia",3.39863933616607,"Lumbr_fest_ssp585_mean",1e-04,"ssp585",16.99
"Ib",1.8073140552151,"Lumbr_fest_ssp585_mean",0,"ssp585",9.04
"II",101.238256462389,"Lumbr_fest_ssp585_mean",0.0026,"ssp585",506.19
"III",5.99263143571289,"Lumbr_fest_ssp585_mean",2e-04,"ssp585",29.96
"IV",1210.77506160927,"Lumbr_fest_ssp585_mean",0.0316,"ssp585",6053.88
"Not.Applicable",109.763740258635,"Lumbr_fest_ssp585_mean",0.0029,"ssp585",548.82
"Not.Assigned",740.662706662998,"Lumbr_fest_ssp585_mean",0.0193,"ssp585",3703.31
"Not.Reported",4363.51643445684,"Lumbr_fest_ssp585_mean",0.1139,"ssp585",21817.58
"Outside.PA",26776.3179025265,"Lumbr_fest_ssp585_mean",0.6989,"ssp585",133881.59
"Presence",38312,"Lumbr_fest_ssp585_mean",1,"ssp585",191560
"Protected",6321.73921609502,"Lumbr_fest_ssp585_mean",0.165,"ssp585",31608.7
"Unprotected",31990.260783905,"Lumbr_fest_ssp585_mean",0.835,"ssp585",159951.3
"V",4961.12672840394,"Lumbr_fest_ssp585_mean",0.1295,"ssp585",24805.63
"VI",37.4005847923272,"Lumbr_fest_ssp585_mean",0.001,"ssp585",187
"Ia",45.5289692989106,"Lumbr_rube_ssp126_mean",6e-04,"ssp126",227.64
"Ib",10.4636539766082,"Lumbr_rube_ssp126_mean",1e-04,"ssp126",52.32
"II",498.211979677935,"Lumbr_rube_ssp126_mean",0.0068,"ssp126",2491.06
"III",29.1545883606236,"Lumbr_rube_ssp126_mean",4e-04,"ssp126",145.77
"IV",2146.91452199633,"Lumbr_rube_ssp126_mean",0.0292,"ssp126",10734.57
"Not.Applicable",187.083529492564,"Lumbr_rube_ssp126_mean",0.0025,"ssp126",935.42
"Not.Assigned",1332.55010811556,"Lumbr_rube_ssp126_mean",0.0181,"ssp126",6662.75
"Not.Reported",11546.7657047552,"Lumbr_rube_ssp126_mean",0.1568,"ssp126",57733.83
"Outside.PA",45018.885419792,"Lumbr_rube_ssp126_mean",0.6114,"ssp126",225094.43
"Presence",73627,"Lumbr_rube_ssp126_mean",1,"ssp126",368135
"Protected",15541.7152378446,"Lumbr_rube_ssp126_mean",0.2111,"ssp126",77708.58
"Unprotected",58085.2847621554,"Lumbr_rube_ssp126_mean",0.7889,"ssp126",290426.42
"V",12654.4089994203,"Lumbr_rube_ssp126_mean",0.1719,"ssp126",63272.04
"VI",157.032525113906,"Lumbr_rube_ssp126_mean",0.0021,"ssp126",785.16
"Ia",48.2766701018052,"Lumbr_rube_ssp370_mean",7e-04,"ssp370",241.38
"Ib",10.4327782837074,"Lumbr_rube_ssp370_mean",1e-04,"ssp370",52.16
"II",477.728914195035,"Lumbr_rube_ssp370_mean",0.0066,"ssp370",2388.64
"III",27.18949958343,"Lumbr_rube_ssp370_mean",4e-04,"ssp370",135.95
"IV",2127.59807005324,"Lumbr_rube_ssp370_mean",0.0292,"ssp370",10637.99
"Not.Applicable",195.455485662169,"Lumbr_rube_ssp370_mean",0.0027,"ssp370",977.28
"Not.Assigned",1324.65564426122,"Lumbr_rube_ssp370_mean",0.0182,"ssp370",6623.28
"Not.Reported",11292.272358171,"Lumbr_rube_ssp370_mean",0.1551,"ssp370",56461.36
"Outside.PA",44619.3383546616,"Lumbr_rube_ssp370_mean",0.6128,"ssp370",223096.69
"Presence",72817,"Lumbr_rube_ssp370_mean",1,"ssp370",364085
"Protected",15385.2781572439,"Lumbr_rube_ssp370_mean",0.2113,"ssp370",76926.39
"Unprotected",57431.7218427561,"Lumbr_rube_ssp370_mean",0.7887,"ssp370",287158.61
"V",12549.2552668624,"Lumbr_rube_ssp370_mean",0.1723,"ssp370",62746.28
"VI",144.796958164311,"Lumbr_rube_ssp370_mean",0.002,"ssp370",723.98
"Ia",52.6698575754292,"Lumbr_rube_ssp585_mean",7e-04,"ssp585",263.35
"Ib",9.64944812550061,"Lumbr_rube_ssp585_mean",1e-04,"ssp585",48.25
"II",483.357867072969,"Lumbr_rube_ssp585_mean",0.0066,"ssp585",2416.79
"III",28.5658166030723,"Lumbr_rube_ssp585_mean",4e-04,"ssp585",142.83
"IV",2013.82074426603,"Lumbr_rube_ssp585_mean",0.0276,"ssp585",10069.1
"Not.Applicable",202.629422181897,"Lumbr_rube_ssp585_mean",0.0028,"ssp585",1013.15
"Not.Assigned",1354.72001343759,"Lumbr_rube_ssp585_mean",0.0186,"ssp585",6773.6
"Not.Reported",11356.9910533371,"Lumbr_rube_ssp585_mean",0.1558,"ssp585",56784.96
"Outside.PA",44810.4714405105,"Lumbr_rube_ssp585_mean",0.6147,"ssp585",224052.36
"Presence",72893,"Lumbr_rube_ssp585_mean",1,"ssp585",364465
"Protected",15168.1880705328,"Lumbr_rube_ssp585_mean",0.2081,"ssp585",75840.94
"Unprotected",57724.8119294672,"Lumbr_rube_ssp585_mean",0.7919,"ssp585",288624.06
"V",12438.0696037337,"Lumbr_rube_ssp585_mean",0.1706,"ssp585",62190.35
"VI",142.054733156145,"Lumbr_rube_ssp585_mean",0.0019,"ssp585",710.27
"Ia",41.8556557195012,"Lumbr_terr_ssp126_mean",5e-04,"ssp126",209.28
"Ib",15.763227020537,"Lumbr_terr_ssp126_mean",2e-04,"ssp126",78.82
"II",412.887735742325,"Lumbr_terr_ssp126_mean",0.005,"ssp126",2064.44
"III",34.0284518961463,"Lumbr_terr_ssp126_mean",4e-04,"ssp126",170.14
"IV",2149.43527728003,"Lumbr_terr_ssp126_mean",0.0261,"ssp126",10747.18
"Not.Applicable",201.644025555324,"Lumbr_terr_ssp126_mean",0.0025,"ssp126",1008.22
"Not.Assigned",1262.30360982842,"Lumbr_terr_ssp126_mean",0.0154,"ssp126",6311.52
"Not.Reported",11369.7079068659,"Lumbr_terr_ssp126_mean",0.1383,"ssp126",56848.54
"Outside.PA",53755.5630290701,"Lumbr_terr_ssp126_mean",0.6538,"ssp126",268777.82
"Presence",82217,"Lumbr_terr_ssp126_mean",1,"ssp126",411085
"Protected",15627.7814286803,"Lumbr_terr_ssp126_mean",0.1901,"ssp126",78138.91
"Unprotected",66589.2185713197,"Lumbr_terr_ssp126_mean",0.8099,"ssp126",332946.09
"V",12838.1688531853,"Lumbr_terr_ssp126_mean",0.1561,"ssp126",64190.84
"VI",135.642227836466,"Lumbr_terr_ssp126_mean",0.0016,"ssp126",678.21
"Ia",39.8347248570212,"Lumbr_terr_ssp370_mean",5e-04,"ssp370",199.17
"Ib",13.8316024965691,"Lumbr_terr_ssp370_mean",2e-04,"ssp370",69.16
"II",419.283108708687,"Lumbr_terr_ssp370_mean",0.0051,"ssp370",2096.42
"III",33.1184572864313,"Lumbr_terr_ssp370_mean",4e-04,"ssp370",165.59
"IV",2084.48737478089,"Lumbr_terr_ssp370_mean",0.0255,"ssp370",10422.44
"Not.Applicable",205.738110633079,"Lumbr_terr_ssp370_mean",0.0025,"ssp370",1028.69
"Not.Assigned",1353.76327097127,"Lumbr_terr_ssp370_mean",0.0166,"ssp370",6768.82
"Not.Reported",11357.9057553132,"Lumbr_terr_ssp370_mean",0.139,"ssp370",56789.53
"Outside.PA",53417.6004481007,"Lumbr_terr_ssp370_mean",0.6536,"ssp370",267088
"Presence",81728,"Lumbr_terr_ssp370_mean",1,"ssp370",408640
"Protected",15392.9924149818,"Lumbr_terr_ssp370_mean",0.1883,"ssp370",76964.96
"Unprotected",66335.0075850182,"Lumbr_terr_ssp370_mean",0.8117,"ssp370",331675.04
"V",12665.4269180187,"Lumbr_terr_ssp370_mean",0.155,"ssp370",63327.13
"VI",137.010228833489,"Lumbr_terr_ssp370_mean",0.0017,"ssp370",685.05
